"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"19087","Radnor","PA","Philadelphia, PA","Chester",412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1575,1500,1600,1575,1575,1575,1550,1500,1500,1500,1500,1550,1550,1700,1550,1587.5
"80218","Denver","CO","Denver, CO","Denver",413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1500,1550,1725,1647.5,1597.5,1650,1625,1750,1700,1750,1600,1425,1600,1700,1600,1550,1595,1595,1670
"91326","Los Angeles","CA","Los Angeles, CA","Los Angeles",414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945,2950,2995,2942.5,2895,2945,2990,2850,2887.5,2995,2997.5,2925,3050,3050,3097.5,3099.5,3197.5,3097.5,3195,2990,2950
"48067","Royal Oak","MI","Detroit, MI","Oakland",415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2300,2125,2125,2112.5,2400,2400,2325,2150,2400,2475,2500,2300,2300,2325,2200,2200,2247.5
"85750","Tucson","AZ","Tucson, AZ","Pima",416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1297.5,1250,1200,1200,1295,1399.5,1349.5,1297.5,1300,1300,1300,1300,1300,1400,1497.5,1500,1447.5,1400,1400,1450,1425,1425
"34986","Port Saint Lucie","FL","Port Saint Lucie, FL","Saint Lucie",417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1175,1194,1200,1197.5,1200,1200,1200,1200,1200,1200,1275,1250,1200,1100,1200,1285,1262.5,1300,1275
"92131","San Diego","CA","San Diego, CA","San Diego",418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2222.5,2125,2100,2200,2215,2195,2050,2200,2200,2295,2347.5,2300,2290,2295,2295,2295,2397.5,2495
"33409","West Palm Beach","FL","Miami, FL","Palm Beach",419,,,,,,,,,,,,,,,,900,925,925,925,900,900,900,900,900,912.5,975,997.5,950,950,950,950,950,950,950,962,985,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1050,1050,1050,1075,1050,1050,1100,1100,1100,1100,1100,1100,1145,1100,1125,1150,1175,1185,1150,1175,1175,1175,1175,1150,1150,1200,1200,1200,1200,1200,1250,1200,1212.5,1200,1150,1200,1200,1200,1150,1200,1200,1250,1250,1250,1250,1250,1295,1275,1250,1250,1285,1300,1325,1300,1300,1300
"33907","Fort Myers","FL","Fort Myers, FL","Lee",420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1275,1250,1262.5,1300,1300,1350,1350,1350,1375,1300,1325,1300,1350,1325,1200,1200,1125,1195
"77019","Houston","TX","Houston, TX","Harris",421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1600,1600,1724.5,1600,1800,1600,1650,1725,1800,1799.5,1825,1797,1797.5,1800,1800,1800,1725,1900,1900
"02125","Boston","MA","Boston, MA","Suffolk",422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2425,2550,2700,2700,2700,2597.5,2500,2400,2400,2500,2500,2600,2600,2700,2750,2625,2600,2500,2500
"78705","Austin","TX","Austin, TX","Travis",423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1575,1450,1450,1495,1400,1295,1250,1450,1500,1500,1500,1650,1550,1595,1450,1450,1495,1399.5
"33183","Kendale Lakes","FL","Miami, FL","Miami-Dade",424,,,,,,,,,,,,1300,1250,1250,1297.5,1300,1250,1250,1250,1250,1250,1200,1200,1237.5,1200,1200,1200,1250,1250,1275,1300,1300,1300,1300,1290,1250,1250,1275,1300,1350,1350,1350,1350,1350,1350,1350,1350,1300,1350,1350,1300,1300,1350,1350,1400,1400,1360,1400,1385,1350,1350,1350,1385,1400,1400,1400,1450,1462.5,1425,1450,1450,1450,1450,1450,1400,1450,1400,1450,1500,1400,1450,1400,1425,1500,1487.5,1500,1500,1500,1500,1550,1600,1600,1550,1550,1550,1525,1550,1500,1500,1500,1500,1500,1500
"02118","Boston","MA","Boston, MA","Suffolk",425,,,,,,,,,,,,,,,2247.5,2375,2450,2500,2700,2600,2750,2800,2500,2800,2700,2750,2500,2600,2700,2950,2800,2900,2875,2850,2800,2900,2875,2995,2900,2850,2900,2972.5,2850,2800,2900,3000,2900,2900,2825,2800,2850,2900,2900,2900,2925,2900,2850,2800,2850,2950,2997.5,3000,3000,3000,3000,3000,3000,2999,2999,2975,2950,3000,3200,2990,2995,2962.5,3200,3000,2925,3000,2800,2675,2800,3000,3100,3100,3187.5,3200,3000,3097.5,3000,2900,2875,2825,2950,3000,3100,3100,3000,3000,3000,3100,3100
