"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"10025","New York","NY","New York, NY","New York",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73198878002528,4.6831955922865,4.57142857142857,4.58435207823961,4.5497311827957,4.44444444444444,4.48621046676223,4.55882352941176,4.46960667461263,4.55199737434359,4.47530864197531,4.54807987711214,4.64285714285714,4.65818074148336,4.65735828782165,4.61100936100936,4.62585034013605,4.72727272727273,4.72836850649351,4.61479198767334,4.68612448863342,4.72222222222222,4.81481481481481,4.75974025974026,4.75888324873096,4.79166666666667,4.83383685800604,4.85714285714286,4.85714285714286,4.69564311027726,4.75974025974026,4.80404551201011,4.79166666666667,4.7373976776619,4.76082251082251,4.79166666666667,4.66536964980545,4.76082251082251,4.85714285714286,4.77049512987013,4.75974025974026,4.79166666666667,4.83739837398374,4.7979797979798,4.82274902131361,4.7979797979798,4.82439777853752,4.8284625158831,4.8048202777735,4.85105204872647,4.82073643410853,4.79651162790698,4.56997824510515,4.53907531290462,4.62037037037037,4.64285714285714,4.60164835164835,4.62068965517241,4.55175737225824
"10023","New York","NY","New York, NY","New York",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11811023622047,5.26513801433607,5.33333333333333,5.33333333333333,5.3551912568306,5.35425515732322,5.46448087431694,5.49180327868852,5.80652866242038,5.49470943019584,5.55555555555556,5.59379956741168,5.60034324942792,5.56236080178174,5.55070354196992,5.60068649885584,5.5,5.46099290780142,5.52792269434587,5.6,5.6,5.6836902800659,5.74912891986063,5.6175057208238,5.57299843014129,5.65149136577708,5.59850746268657,5.5875526181203,5.58558558558559,5.6335129471636,5.61797752808989,5.59761904761905,5.59523809523809,5.52016130559796,5.46099290780142,5.37510167350259,5.35331905781585,5.34069981583794,5.00438596491228,5.56328233657858,5.58988764044944,5.49166016322535,5.59440559440559,5.59440559440559,5.57496368589342,5.61594202898551,5.59947299077734,5.51507330256972,5.53184165232358,5.49412577747063,5.43092935537846,5.52584431340462,5.23076923076923,5.18166089965398,5.33333333333333,5.33768656716418,5.46099290780142,5.41164658634538,5.33060109289617
"94109","San Francisco","CA","San Francisco, CA","San Francisco",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17751411286615,4.30543305506284,4.11489040060469,4.03846153846154,4.19204093120502,3.98936170212766,3.88291517323775,3.60878661087866,3.60878661087866,3.90702274975272,3.90702274975272,3.90702274975272,3.74919364297443,3.8971980099058,3.9572192513369,4.03311965811966,4.14228581066616,4.41037735849057,4.13604327822438,4.03876426603699,4.01416765053129,4.17766051011434,4.41176470588235,4.39622641509434,4.46348392949635,4.41474432910419,4.55580865603645,4.75862068965517,5.15049810246679,4.83378213708455,4.8888504383363,4.88358535895986,4.573605457146,5.10137160616183,4.81447897836609,4.83450292397661,4.875,4.56833240713034,4.56969996052112,4.55704697986577,4.45445445445445,4.57125044531528,4.52105263157895,4.5958795562599,4.62162965724124,4.97701149425287,4.71435047273669,4.52586206896552,4.59381387009422,4.45722501797268,4.41725708502024,4.25170201111198,4.46053803061779,4.44468926811231,4.35631594372802,4.31690771790605,4.4309195974342,4.38502673796791,4.41346153846154,4.59493865030675,4.7638132429007,4.70472440944882,4.74358974358974,4.84128394973161,4.55752580752581
"10016","New York","NY","New York, NY","New York",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.625,4.65414175918019,4.64297853426413,4.68127490039841,4.72619436171515,4.71815630397237,4.72054701435488,4.69703250427688,4.76923842401181,4.83987455197133,4.88338192419825,4.88864747419881,4.85,4.81911848586985,4.89237584968387,4.91909391282247,4.96746253876559,4.94821736341363,4.91803278688525,4.99242424242424,4.9860828398717,5.03828740798645,5.09461426491994,5.02797817240104,4.96688741721854,4.9897354372743,4.96198095530444,5.0055617352614,5.01833650813978,5.02793296089385,5.078125,4.98968307028645,4.94818513745705,5.00733460169263,4.9173424766448,4.9173424766448,4.87019727199504,4.86893684754172,4.70155355682747,4.93894847140039,5.0414364640884,5.09461426491994,5.08449612403101,5.08640419251053,5.02793296089385,4.98442367601246,5.02653219085681,5,4.93005210297672,4.90786240786241,4.87638567470938,4.87649769585253,4.75187265917603,4.76190476190476,4.85085227272727,4.87649769585253,4.93801652892562,5.00779088767078,4.89510489510489
"37211","Nashville","TN","Nashville, TN","Davidson",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03626551813857,1.01981351981352,1.06404386979927,1.06496710526316,1.1335601076555,1.12711333750783,1.04166666666667,1.1007448926912,1.10656927244582,1.0545579029734,1.0644959298685,1.07919254658385,1.08,1.11019736842105,1.12489388794567,1.11040609137056,1.10833333333333,1.12316034082107,1.11876075731497,1.11034798534799
"10029","New York","NY","New York, NY","New York",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02599653379549,5.02599653379549,5.02599653379549,4.798089483472,4.74206203411141,5.1698670605613,5.02599653379549,4.90238917553402,5.02599653379549,5.02599653379549,4.72878841446223,4.94437577255871,4.93634559237255,5.02599653379549,4.96535796766744,5.02599653379549,5.1698670605613,5.1698670605613,5.1698670605613,5.04699085033409,5.11892611371699,5.02599653379549,5.02599653379549,5.125284738041,5.1698670605613,5.1698670605613,5.1698670605613,5.1698670605613,5.1698670605613,5.1698670605613,5.52558782849239,5.1698670605613,5.02599653379549,5.02599653379549,5.02599653379549,5.02599653379549,5.02599653379549,5.02599653379549,5.0979317971784,5.1698670605613,5.06833712984055,5.1698670605613,5.1698670605613,5.4559043348281,5.4559043348281,5.49074608166025,5.1698670605613,5.02599653379549,5.02599653379549,5.1698670605613,5.1698670605613
"10128","New York","NY","New York, NY","New York",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30830039525692,4.45062586926286,4.30327868852459,4.36363636363636,4.40780619111709,4.39814814814815,4.43267985362725,4.4392523364486,4.35667752442997,4.55079852579853,4.64022703595933,4.67511885895404,4.62962962962963,4.55636882129278,4.55,4.49324324324324,4.67532467532468,4.71912495455096,4.73588342440801,4.74934391002195,4.74375,4.85799701046338,4.74375,4.72693432887957,4.71902017291066,4.67479674796748,4.69575864876391,4.74375,4.83059360730594,4.96578366445916,4.96578366445916,4.80520833333333,4.75113122171946,4.55,4.64058234758872,4.73588342440801,4.70219435736677,4.51491013998385,4.63302328309607,4.6100094403722,4.62852664576802,4.57579972183588,4.77186311787072,5,4.97630331753555,5,4.82115085536547,4.83905180825493,4.74375,4.74375,4.74375,4.84652665589661,4.42913385826772,4.47402346922202,4.62962962962963,4.67706013363029,4.74375,4.67706013363029,4.51111997962243
"10011","New York","NY","New York, NY","New York",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66666666666667,5.8287434224166,5.75,5.96117424242424,5.96613545816733,5.95653524966921,5.89992531740105,5.82968772726764,6.13636363636364,6.34947474895194,6.31963823505622,6.35357142857143,6.26896292113683,6.24505928853755,6.24752964426878,6.27855512067841,6.12959719789842,6.1568706522835,6.27824556395985,6.32411067193676,6.24375,6.26262626262626,6.28086365397485,6.24900810580205,6.26205374072268,6.36237674808275,6.29496402877698,6.24375,6.21591053905951,6.23501199040767,6.30938121161777,6.22950819672131,6.27923165611608,6.40732265446224,6.38208506499248,6.12557427258806,6.30550621669627,6.05460858585859,5.97426470588235,6.29708400407135,6.28048322036638,6.34655822319058,6.32195082432049,6.45833333333333,6.3886898449368,6.24375,6.19834710743802,6.11430606648551,6.12528713629403,6.12372448979592,6.04229607250755,6.11510791366906,5.91938707528314,5.39652745190052,5.720823798627,5.6753762110905,5.63301787592008,5.75,5.62590995730674
"90046","Los Angeles","CA","Los Angeles, CA","Los Angeles",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16826617049405,3.05084745762712,2.99250224404668,3.03030303030303,3.03110773899848,2.93872549019608,3.04545454545455,3.16017984284745,3.125,2.95562130177515,2.86316183099746,2.87275179856115,2.96096904441454,2.97633891132626,2.97914597815293,3.02371136404399,3.10539878881587,3.08582449373192,3.06797020484171,3.12125299760192
"10462","New York","NY","New York, NY","Bronx",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97159202445385,1.99228645276096,2.04708290685773,1.92857142857143,2.02409638554217,2.01492537313433,2.13703099510604,2.1799418398468,2.17489622023159,2.12630205240278,2.03452527743526,2.11974110032362,2.08333333333333,2.05066344993969,2.10727969348659,2.11062590975255,2.11097708082027,2.20228384991843,2.16584158415842,2.23735408560311
