RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08
84654,60657,Illinois,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196600,201900,195400,201400,205100,208300,19e4,169900,166800,182400,184400,182700,164e3,167100,17e4,177900,178700,186e3,187300,184100,177e3,184500,191800,195600,192700,191200,192200,190900,195400,196800,196200,198400,206200,210900,201600,196200,198700,215700,212400,207900,202900,203700,203100,198700,191200,190700,195100,206500,210500,211e3,214900,221e3,222900,225200,23e4,235100,236100,231e3,221800,217800,220300,225500,227e3,232600,232900,229700,226200,226500,229e3,227400,232500,231700,228900,229600,231300,243800,24e4,249500,248800,252700,248800,247100,247600,249300,248400,249900,242e3,24e4
91982,77494,Texas,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165600,165e3,164500,163100,168400,171500,174300,176200,176e3,174900,178e3,179100,18e4,178600,178500,179900,18e4,181700,185e3,186400,188400,181e3,182600,187300,193800,195900,190800,191e3,187400,190300,190900,195300,197e3,201100,204500,204200,198900,196700,199300,203500,207400,209500,211e3,211500,210500,212700,211700,216900,218700,224900,227600,232200,235100,232800,232100,230900,232100,231200,229e3,227600,231400,232500,234800,231800,232400,232300,231100,230900,228100,231600,233100,239700,237900,239500,237600,241e3,
93144,79936,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114400,114700,117500,120100,118700,118300,116400,119500,115500,115e3,112700,113700,113400,112900,113800,116800,116900,116100,113300,113500,114200,116e3,118800,117800,119100,117e3,116500,115800,115300,118800,112300,113400,112300,118e3,118100,117700,116600,117200,117e3,118100,116300,115300,114900,116e3,117500,117100,116200,115600,117600,116900,118e3,115500,117200,115200,115700,119500,116700,115300,111100,114700,115200,115300,115100,116500,118400,118900,12e4,120100,120300,122300,120900,122300,118300,120800,120400,123300,121200,121900,122200,125200,126200,124800,124e3,123e3,127600,130300,
91940,77449,Texas,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155200,157200,156100,160800,162700,164400,164900,164900,163500,165600,166500,168100,168900,169800,170600,174200,174800,176500,179400,18e4,180600,176200,176700,178300,177500,178800,178500,182100,182900,182800,183600,184800,187700,186500,186100,187200,186900,186200,184100,189100,193300,193800,193300,192300,194100,192300
61630,10016,New York,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361700,379e3,378900,401300,384500,382700,375200,367100,37e4,339800,363400,352800,375500,379300,381200,375400,371100,372800,381200,372700,377400,369300,383300,384900,397100,390100,383400,375500,369200,379300,384500,396200,390800,389600,386900,401500,403700,406900,407400,423100,432500,420600,409200,415800,422600,439300,427100,421500,418700,428800,438700,439200,443700,447800,446200,444400,441200,446800,456100,464100,459300,455200,442200,462e3,456700,457300,449300,450600,456300,446100,471500,504200,506e3,481600
74101,37013,Tennessee,6,158700,156600,158800,156800,157500,158e3,155700,156100,153900,158800,159100,159e3,154900,155200,154300,152800,149200,152500,149600,148500,141700,142500,140900,146100,150900,152400,148700,145e3,141100,141e3,139700,143800,141600,137100,137900,141700,150700,145800,148300,142700,142100,138100,135500,136700,131900,133e3,134800,140500,140900,138700,135e3,137200,137600,141700,143700,145200,140600,141200,145200,146200,145e3,140700,141200,143200,144700,147500,144700,147300,146400,149200,149900,152900,153400,154200,156600,155100,155300,152300,155e3,153100,156200,154200,157500,158700,162400,164100,165500,167e3,168600,170700,172400,172500,173600,174900,177800,180500,181100,181300,182100,184400,187e3,188500,191e3,193600,197900,199e3,200200,201700,206e3,209100,211100,213500,216100,217e3,220600,225e3,224600,222400,222900,231500,239600,243600,244500,246100,245200,247e3
92593,78660,Texas,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186800,189100,189900,193700,197300,197700,199400,199700,205300,204200,204e3,210100,207200,208900,200200,205700,207e3,212500,213300,214e3,216500,223600,230500,230100,232900,232600,236100,234300,235800,240300,243600,246200,243400,242600,241100,246900,249100,252300,253100,253200,255900,252700,253200,254e3,254600,256400,259400,261600,263400,268e3,271500,272600,264900,260100,259700,265700,273200,274900,274900,275900,277800,282100,287100,289500,283600,
96107,90250,California,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371900,368200,381300,385200,394700,383900,411900,416900,455200,430600,433e3,412500,422e3,448200,452400,458200,456900,504100,517e3,511800,481800,504e3,500700,497e3,485300,507600,523500,525100,511400,527200,525700,537800,532e3,524900,534600,531400,546100,531800,525600,518e3,538100,536e3,544600,544300,542e3,564700,560100,584100,570200,577200,568100,578800,577e3,587500,585400,599800,609700,615e3,639e3,643700,643500,606200,633500,634800,648900,618200,622100,642300,658900,669900,681200,682400,680800,659e3,675200,682900
74242,37211,Tennessee,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179800,182700,182800,182400,180800,180700,18e4,183500,186200,19e4,193200,196100,197e3,197400,197500,199800,202e3,208900,213100,214600,212e3,206e3,207400,205900,214800,215100,225100,224800,228200,223700,224600,228300,234300,240400,240500,240300,240300,244300,247400,245500,246700,246300,247400,253600,256300,261900,257600,258700,256500
84620,60618,Illinois,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199e3,186900,184400,190200,194600,196500,189400,197e3,195800,196700,194200,196900,197900,203200,197e3,208200,212600,215700,215e3,210700,213e3,215300,220700,227900,226900,223100,225900,220400,222600,219200,232100,228500,235500,227100,224900,211900,222e3,233700,243100,233900,229300,232600,235600,241300,242500,246300,238800,232e3,227500,226400,220400,208400,217800,229400,243600,222400,230200,244e3,257200,249600,246600,246800
92036,77573,Texas,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161300,163900,162200,162300,156600,156400,162300,167300,165900,163900,166200,167100,168200,163100,162900,164900,167600,168200,168100,168e3,168100,167700,170100,171800,173e3,176400,176600,178400,175400,178200,177500,179900,180200,181400,180200,181800,185200,190400,189800,188500,188200,188400,190900,190900,192600,193500,195900,197100,201600,198200,198600,193300,194400,195300,204200,206900,212700,209e3,210200,206e3,204700,208400,214200,219600,222900,217400,219800,221e3,228900,226200,226900,222100,220500,223500,229e3,233900,23e4,231100,227e3,
92045,77584,Texas,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162500,161e3,166900,170900,171700,174200,173600,175700,174300,174500,175200,176700,175800,175100,176800,176700,178900,178600,181700,180800,179700,179900,183800,187e3,191700,196300,199e3,199300,197200,196200,195100,195500,199e3,200800,200900,200600,201e3,204900,203300,204200,204800,207800,218200,222500,225400,220600,218100,218700,221300,223300,225100,227600,230100,234700,234e3,234400,230800,229500,232600,233800,235500,229300,23e4,
69816,28269,North Carolina,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165200,171500,172200,179500,173500,177800,174e3,176100,181100,181100,183300,178700,184800,183700,187300,187600,191e3,189e3,187300,186e3,192300,195700,196300,195e3,196300,196300,197500,199500,205800,
66126,20002,District of Columbia,14,422800,409100,399700,391600,371200,362900,364400,379500,366200,356100,345e3,356800,361700,369500,369e3,358300,346400,336400,330500,327900,328e3,334100,347800,34e4,342400,326200,334900,327500,329200,328300,332100,340300,337e3,337200,336800,345e3,34e4,342500,332700,338100,324200,337700,334600,346900,342500,353200,333200,322300,319600,333900,335e3,326700,327900,345700,357900,365100,365200,365400,375500,359800,357e3,342800,354300,357600,368e3,375100,375900,377400,384200,381400,390600,388e3,403300,402400,403e3,388200,380300,390800,404300,406700,386700,387800,382400,388900,389100,408e3,410900,409200,397600,394700,4e5,392700,391e3,384800,393e3,397e3,402e3,395200,394100,392500,404200,400700,405400,410100,425300,427100,421400,426e3,418700,422800,414800,429100,422800,418900,421600,426500,429700,414900,421600,423800,436600,447700,453400,456800,443700,
92271,78130,Texas,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174e3,175e3,176100,175200,175700,176200,177400,178600,180500,178600,178700,179700,182500,181500,182100,182100,184500,190200,191300,189300,186700,189400,194700,192700,192600,191600,193200,197300,199600,200400,197500,197100,197600,196700,198700,200900,205700,208500,
93123,79912,Texas,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128700,129200,129300,125600,126e3,125e3,126800,124900,126700,127e3,129e3,129300,130300,134100,133800,133300,130200,133800,130100,132800,133e3,138900,132500,127e3,126e3,130800,134600,133400,135e3,138100,140800
92551,78613,Texas,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248100,251500,254400,256400,257900,257200,256900,258300,260700,267400,265800,268e3,264700,266500,271500,276e3,278600,279e3,279200,277700,273900,275800,280700,287600,290700,289100,287600,286400,286600,284300,283300,291e3,289100,301600,296100,300500,287200,295500,301500
90654,75052,Texas,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163900,165500,168300,168300,168300,170300,169800,169600,169800,169700,174700,177200,179400,179200,180900,183200,184600,183500,186e3,192400,197100,200800,201e3,203700,203800,204200,209300,209900,209600,206900,207500,208400,215700,221200,229500,230600,234200,233700,233400,231700,
66133,20009,District of Columbia,19,420400,395900,411200,404e3,397700,376500,387400,376400,370800,341800,364e3,374700,380900,365900,363200,362e3,353400,336900,339200,346600,348300,352400,353800,359900,360900,365600,373600,375500,363800,363e3,371600,369600,371200,359800,376500,371300,363100,354900,345800,342900,335400,331800,346e3,336300,348500,342400,366900,366600,364900,345600,347200,342300,346600,341700,369e3,367800,375200,353900,359600,356200,367900,362600,367100,367500,370100,372e3,377e3,381600,383400,382700,385200,383600,397500,398200,395100,378e3,378700,377200,388400,386500,393100,372200,402800,402800,418400,398400,406400,408200,408300,404300,4e5,400800,395600,399800,415300,408100,404700,382400,393700,385e3,386100,388700,399600,384100,394600,394900,412400,406800,412600,431900,427100,429200,413100,434100,429e3,432700,421300,434300,450800,442600,438300,422500,426500,424300,426e3,
91926,77433,Texas,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,156700,156300,161300,163600,164700,166700,174800,173600,162300,147800,149700,160800,168900,166600,166400,166100,167300,166200,167100,170100,174200,175900,183e3,185700,185600,178600,174700,177700,180300,196400,194100,191800,180800,181700,182600,179500,182600,189200,196200,196100,190700,192100,195100,200100,197e3,196500,194800,199800,204200,206700,207500,203700,211900,226400,232e3,224100,204400,208600,211300,219300,221200,219300,220400,215100
89925,73099,Oklahoma,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126800,128300,128600,129900,130300,132300,132e3,130800,130100,132500,133200,133500,132100,133400,134900,135600,135500,134900,134700,134800,137100,139700,142e3,142100,142900,142200,142300,142300,140300,139800,140800,146200,146400,145100,144700,146100,147600,147700,148200,151900,154400,155100,151200,147900,148200,150600,153900,154600,152900,152300,151e3
91922,77429,Texas,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177800,178200,176700,18e4,180400,184600,185500,186600,183e3,184500,185600,190300,190100,193e3,192800,194500,196e3,196700,196700,196200,198500,199400,200600,200800,205e3,205700,206400,203900,201600,200100,201e3,205800,207800,209100,209200,210100,209900,207200,208900,210700,218500,220300,222600,225300,219200
91968,77479,Texas,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199100,192500,195700,195300,199800,199700,200100,201600,210400,208800,206900,199700,209900,209e3,215400,212200,216900,211500,214500,215400,216300,217400,221300,223700,217300,217900,218100,217100,221600,233400,238200,236600,231400,233400,234100,233500,239800,239700,235e3,239600,
86026,63376,Missouri,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151300,146900,146300,147400,153900,153300,154300,156300,155600,155600,153600,154600,155500,156700,158600,159800,161200,167600,169600,167400,165700,168700,171700,168700,168400,170900,172600,173500,173e3,171500,170100,170100,171200,173600,175100,176900,176700,172900,173600,172900,183e3,187600,187600,183600,179300,182800,182800,184900
70829,30044,Georgia,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117200,119500,120400,123300,125200,125300,122500,113800,111300,111400,113200,112600,113600,115300,114100,112500,113700,117300,119e3,121e3,123700,125e3,125900,126700,127600,128e3,129e3,129900,131600,133200,134e3,133200,133200,134200,135600,138700,141e3,140700,139300,139100,140600,143100,146600,145800,144800,147400,150500,152300,148800,151500,152600,155100,158100,159800,160500,158600,159700,164200,166900,168e3,166400,167300,169200,170700,171900,172900,175e3,178800,181100,182500,181400,181200,180700,182400,184400,187e3,189500,195500,199400,199300,196900,,
70828,30043,Georgia,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13e4,130700,128900,125600,126900,126700,127400,123800,126200,127e3,128900,126200,125900,126800,127400,127300,130300,136800,143e3,145800,145700,147700,147800,147200,147e3,147700,148500,145800,152500,153100,155800,151900,155500,157800,159200,16e4,162300,163100,166e3,167900,171600,172300,176800,174400,175900,172400,174400,173400,176100,178300,178600,179400,181400,180700,179100,176500,179400,182400,185300,190100,188900,190100,190400,195800,196800,200100,202400,208300,206e3,207e3,209100,211900,209800,208200,211e3,214200,214400,216200,220500,223200,225500,,
84630,60629,Illinois,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154300,156800,154100,155700,146900,145700,144e3,151600,157400,157900,149800,153300,153300,156700,153300,158e3,158400,159400,156300,159800,170100,170200,168900,161800,169200,170100,160200,157500,16e4,165800,167e3,165200,166600,168e3,171400,169400,164100,160600,160800,161800,163800,169600,173400,174e3,174500,179600,181800,182700,181600,184300,184100,188400,189300,188800,189700,190100,193600,189700,191300,192e3,196500,196800,199500,196500,195200,191500,195600,200100,207700,206800,208e3,208200,208800,205800,202e3,201100,207300,208900
84627,60625,Illinois,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187400,189100,179300,217e3,217600,229500,193500,187700,187600,189800,200600,198600,204500,200400,203500,197700,199100,19e4,192600,201100,206e3,208900,198300,198900,201600,205200,219600,231300,237200,206400,194900,193100,215400,22e4,223200,221100,213300,218600,220300,228300,223600,226300,224500,222800,219300,214900,212400,221800,232900,246400,247800,254800,243300,210400,198900,194300,232400,241100,255100,243100
69823,28277,North Carolina,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188300,187700,187200,189800,188800,192800,194300,189500,191500,194500,199300,200500,201700,206e3,210300,212e3,217300,216700,216700,208e3,203e3,200800,200500,209600,211800,219800,218700,223500,224300,
94748,85032,Arizona,30,,,,,,,,,,,,197700,191700,192600,182e3,175900,169400,167700,158300,156600,147400,156300,160300,164600,154700,149e3,147e3,151100,146900,147800,139e3,141400,134300,138400,137100,144300,143600,141e3,133400,133300,132300,130500,127800,129100,129700,133300,135300,138600,136600,136700,139200,142200,143900,147100,147600,152700,154900,163700,161e3,163e3,159800,164100,167200,172400,176600,181100,183400,188700,191300,192400,193e3,191200,194100,195600,196900,195800,195800,197500,188800,186300,184500,193200,200900,204700,211e3,207500,208100,206900,210400,212e3,209500,213500,21e4,219600,219800,229300,225300,226e3,226700,233300,233900,232100,231700,232e3,235700,242200,244e3,243e3,239500,245400,247800,247300,245400,246500,247300,250200,252200,257300,262100,266800,266400,263700,262500,269100,272300,275800
92341,78245,Texas,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146e3,144300,141200,139800,142500,146100,148300,147300,147300,145200,147300,147800,148800,152700,153700,157200,152400,151e3,155100,159400,158600,154400,156400,160900,165800,167700,171800,169700,169900,170700,171e3,175200,168700,175e3,171100,171700,171700,173900,179500,176900,179200,183800,187800,192500,189700,184600,179100,178100,185400,189900,193600,
66843,21234,Maryland,32,,,,,,,,,,,,,,,,,,,,,226100,225600,225300,231e3,228e3,221400,222200,220500,220300,214e3,217e3,214700,217500,217400,216e3,223700,223700,219200,205900,201400,206200,203800,202700,201300,204400,207e3,204400,200700,195600,198e3,202800,208e3,206200,203900,204500,206800,206400,205700,206300,206800,201200,200200,200700,208100,210200,214300,208700,210700,201700,204800,206900,209400,211200,208600,219500,223200,221400,213400,208200,206500,217500,225200,228900,220800,216400,216600,216400,215900,218200,220700,221300,220300,221100,221600,221500,223400,221500,223200,219600,219100,218400,217100,222300,225200,226600,225600,222100,223100,224300,228800,233e3,229100,230100,229200,231100,227400,231e3,241300,242900,243300,236900,236600,234800,237300,243e3,
67732,23464,Virginia,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226300,227e3,226300,227700,225700,221100,222300,224500,231600,231900,229400,228e3,228800,231200,233800,233200,234700,233700,235e3,228900,227300,230900,239800,242800,240200,241700,243700,245e3,241300,241500,237400,234500,233100,235300,242700,247900,250100,246400,244600
70874,30096,Georgia,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125300,128400,131400,130100,123400,121300,122300,124500,121400,119800,119400,117e3,117300,118300,123900,124500,128700,129400,131100,135100,139700,144200,142300,144700,143400,144700,140900,141300,140800,145600,148500,151300,148100,149200,150200,151300,152e3,154400,160300,163400,163e3,162700,162700,164400,164400,163600,166400,167500,169900,163400,161500,165900,174300,178600,177800,175700,175100,174500,175400,177500,180800,183500,187300,186e3,186400,182100,182100,181100,185600,186300,193e3,199600,203500,200500,194600,199700,201200,207100,202200,206500,203300,,
97711,94501,California,35,641800,633e3,640100,623600,596800,591400,586100,589400,590100,599800,610900,603600,603500,564500,553300,516800,528800,543300,546200,551200,536700,550700,548600,554200,578400,577300,572700,551100,531100,514300,516900,537900,553100,549e3,573900,545e3,533100,488200,497900,476700,472500,462400,459600,457700,462500,464900,482700,481500,513600,513500,531100,510700,499300,514300,528300,549e3,556600,548900,562900,549500,578100,585e3,609700,619500,629800,639400,647200,643700,653500,646400,662e3,676100,702600,693600,687100,682e3,672400,699100,718300,757600,745500,713100,709300,714300,746500,757400,772100,782200,781800,772500,773200,778200,787400,802200,858100,887600,927600,875900,852100,801900,811800,808e3,806700,814300,818200,835600,839500,837100,890600,908300,925300,890500,878800,869100,891400,908e3,937200,918900,954e3,96e4,982100,966100,940400,967800,943300,
61148,08701,New Jersey,36,,,,,,,,,,,388700,410100,392200,387600,371500,380200,374900,368300,349600,357200,366200,377600,363400,355700,357300,366300,369200,366900,371300,377100,374900,374500,367300,371900,377100,375600,368100,342300,351600,348500,351800,330800,331800,330600,336800,349900,377400,367200,359900,332e3,332600,317100,319400,318500,323200,326500,325800,332100,327e3,336400,334e3,338300,338800,334300,336100,333800,340900,334600,332200,323300,325500,326e3,335700,344800,350300,345400,342900,341300,342400,347700,351900,363100,372900,373800,371700,362500,369e3,375600,375600,376e3,371200,371600,38e4,387200,386e3,392e3,379700,383900,366200,374400,377600,386800,391500,393400,389400,383600,385900,406500,410700,399600,379300,381900,383200,390500,404800,427e3,437400,436800,426200,426700,420700,426300,416100,432700,429e3,
70810,30024,Georgia,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155400,153300,154900,159600,158400,153700,151900,152700,152200,148800,147400,148900,148700,151300,152900,158200,160600,162900,163200,165900,168900,173200,176700,18e4,179200,175700,173700,176600,179800,184700,187300,189700,191600,190500,192500,193500,196e3,203300,205800,206500,199900,197600,196600,198100,199e3,203e3,201200,201200,202600,207200,210200,206900,209700,21e4,217900,216900,214600,211e3,212800,214700,210400,214e3,219e3,231800,233900,237600,237500,239100,242300,235e3,234400,231800,239700,241700,241700,245700,241e3,246e3,254200,265500,270200,263200,
72442,33139,Florida,38,297400,285600,271800,255600,26e4,25e4,235600,230300,224900,228800,211600,197e3,188300,174900,173900,172300,171700,165800,149200,152500,161700,165400,171e3,161500,171e3,164400,179e3,169800,164200,149800,147100,146200,145300,147500,144900,148100,147600,148700,149e3,153500,158100,158900,152700,147600,151900,162100,163900,158100,152300,154100,153200,153700,159700,159200,158100,162100,167300,172100,170300,173900,173600,172500,171600,173800,177600,183800,188300,189100,190500,189500,190500,191900,197900,201700,203100,202800,201400,202100,202100,208600,207200,209600,202800,207200,206600,214400,216400,215800,216400,218700,220700,220300,222e3,223600,227200,228500,231600,235800,240500,243800,246500,241700,235100,233200,238800,253900,257300,256100,251800,244700,245700,248e3,251800,249500,238e3,249400,255200,269400,263100,269700,270300,266e3,265e3,274800,279400,
72578,33411,Florida,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253e3,253300,264600,263800,266500,259400,26e4,262200,256800,274600,275100,281700,273600,273100,287400,284500,288900,283e3,284e3,282400,272300,282700,292e3,299700,295600,293200,
77007,44107,Ohio,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119700,123900,117400,112700,111900,110100,113600,113900,121100,120800,122e3,124e3,126400,124200,116900,116300,117300,129600,131600,134300,128700,126700,123200,123700,123400,128300,132100,136100,133500,129100,127300,127800,132e3,131100,132300,130300,132400,131200,126600,124400,128100,132e3,132200,133600,135300,139100,138600,14e4,136700,139600,141400,143200,143100,145200,146300,144100,143700,146300,150200,152900,153100,151400,148100,145100,145500,149600,153800,158400,159100,162300,159600,
92654,78745,Texas,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244500,248200,252700,254800,258e3,257300,256e3,254100,254300,254900,259700,265700,265300,270600,265400,269800,262500,270600,271900,281400,286400,289e3,291800,298700,305200,301800,291600,288100,291200,293700,296700,297400,294400,299300,296800,309200,304300,308600,300400,305200,311700,
90665,75067,Texas,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176200,178600,179e3,185700,188900,189100,186300,186600,192900,194400,196300,194400,199400,201700,213600,213200,218200,216700,221100,223100,219e3,219600,217600,222500,222300,228900,231500,239400,232200,234500,230200,230900,233800,238300,245100,243900,242500,248600,253800
72363,33025,Florida,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187100,185100,193600,193900,201900,208800,212800,213700,211700,214900,219200,222800,225600,230100,232700,233200,231300,228100,230500,235e3,243300,246600,247300,242700,239200,238e3,241e3,247700,248700,257200,266400,271300,266300,267500,263600,275300,268200,285800,276700,280100,274e3,276400
58669,02169,Massachusetts,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372900,374700,370500,366600,369100,388e3,383500,387600,379800,394900,392e3,401800,400400,417e3,410500,417900,405700,412700,402700,405800,409600,412400,411900,417800,434900,449600,450200,447500,455400,477400,490300,490900,464600,457500,
87074,66062,Kansas,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184e3,184400,186600,187500,192100,197900,198300,198200,197400,199500,198300,199200,197500,199200,201900,192900,193500,194600,212100,213e3,212900,208700,215200,209900,212200,
67730,23462,Virginia,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206300,208100,207700,214600,216700,215800,210700,207300,208900,204800,206700,206300,212600,213100,215600,214900,214700,215900,218500,220100,226700,224600,223200,214900,216200,219900,221100,223300,226900,228400,227200,224900,236700,236400,236600,226900,227700,226200,226200
98325,95630,California,47,362100,365100,355700,342100,325900,326900,318100,326400,336900,335900,325500,308700,308300,313200,309200,299600,291300,289e3,290200,292700,296e3,287800,280400,278400,287300,291100,288600,278400,263400,255700,261600,269700,278e3,276200,275900,264100,257800,253200,242300,238700,231400,234900,231100,237100,238900,246300,237100,239900,233500,243100,243e3,243800,237800,231e3,23e4,236800,250900,267100,269100,265300,258800,262900,269800,274700,283800,292200,307400,317500,317100,316200,312800,318700,331300,333600,331300,320800,321600,323500,326400,331100,335800,335e3,335400,335300,342e3,344e3,351e3,354200,350700,347500,347100,353100,356700,362800,359800,371e3,369e3,378e3,372200,374200,375300,380300,380400,378400,384500,387800,380600,377e3,384300,396600,4e5,403500,411300,412100,402100,404700,412900,426500,434600,433400,432700,431e3,428900,431600,430800,439500
