"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"10025","New York","NY","New York, NY","New York",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59246861924686,4.66154879140555,4.59330543933054,4.7,4.59414225941423,4.638,4.73356789653861,4.60861992111266,4.67476290097629,4.58072852571991,4.59414225941423,4.66333333333333,4.57322175732218,4.5320197044335,4.57336108220604,4.6,4.50580922242315,4.66054054054054,4.67857142857143,4.81955273755462,4.6230975828111,4.754710882412
"60657","Chicago","IL","Chicago, IL","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6975,1.67156862745098,1.66111111111111,1.65203213610586,1.697438951757,1.75,1.63409090909091,1.75,1.75,1.795,1.83166666666667,1.76923076923077,1.74742268041237,1.695,1.6975,1.745,1.73109550561798,1.75961538461538,1.78496240601504,1.76923076923077,1.795,1.87096774193548,1.85857142857143,1.8,1.81818181818182,1.76785714285714,1.65828213610586,1.64313725490196,1.784,1.8309361968147,1.90218324543113,1.90909090909091,1.89142857142857,1.895,1.88947368421053,1.85185185185185,1.82727272727273,1.79591836734694,1.80622710622711,1.84412955465587,1.86770833333333,1.95,1.94673810274188,1.95,1.99459064327485,1.98741956241956,1.995,1.95
"10023","New York","NY","New York, NY","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17228352763193,5.03947368421053,5.06202290076336,5.11645962732919,4.956,4.95527272727273,4.91025696864111,5.05842259006816,4.996875,5.1522078062933,5.25801529458227,5.13859649122807,5.14310776942356,5.13219132737504,5.10034843205575,5.04147465437788,4.94138344177017,4.99369921122171,5.01999562742053,5.06354711758855,5.149534763302,5.10840402969247,4.95454545454545,4.94138344177017,4.96146435452794,4.6342939481268,4.95454545454545,4.94138344177017,4.9222721308414,4.90801393728223,4.89210526315789,4.90005960022006,4.90801393728223,4.99166666666667,4.98301245753114,5.02921129503408,4.97129059534239,4.94623655913978,4.89210526315789,4.9288861493505,5.16350123864575,5.1073715468191,5.0902917116839,5.10034843205575,5.35517291053805,5.11947246164191,5.07538461538462,5.13859649122807,5.0996015936255,5.13859649122807,5.24711255673451
"60614","Chicago","IL","Chicago, IL","Cook",4,,,,,,,,,,,,1.725,1.7320652173913,1.7420652173913,1.75,1.69230769230769,1.7192118226601,1.65144736842105,1.64285714285714,1.68428571428571,1.76666666666667,1.83355263157895,1.79976452119309,1.85,1.79183673469388,1.79545454545455,1.89194444444444,1.9512987012987,1.90900641025641,1.88340425531915,1.98275862068966,1.98275862068966,2.1,2.095,2.09916666666667,2.1,2,1.75287356321839,2,1.98818322981366,1.92546296296296,1.99811941701928,2.06666666666667,2.07916666666667,2,2,2.06666666666667,2,1.98083333333333,1.96093384759233,1.99248120300752,1.91079545454545,1.99326271186441,1.94444444444444,1.875,1.89521324863884,1.93212669683258,1.88480769230769,1.88461538461538,1.96093384759233,1.91433383233533,1.79411764705882,1.995,2.05,2,1.99444444444444,2,1.93181818181818,1.87647058823529,1.95931820133383,1.96139455782313,1.9125,2.24277777777778,2,2,1.98863636363636,2,2.045,2.04964912280702,1.9375,2,1.83461538461538,2.0036832412523,1.895,2,2.0625,2.05960102960103,2.07596153846154,2,2.0097107973696,1.99486842105263,2,1.96471418489767,2,2.05,2.07142857142857,2.0777358490566,2.10555555555556,2.13636363636364,2.14285714285714,2.175,2.2,2.19444444444444
"79936","El Paso","TX","El Paso, TX","El Paso",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.807106598984772,0.831153460011606,0.844940877835615,0.85414364640884,0.89628681177977,0.818652849740933,0.804545454545455,0.808233672802018,0.813333333333333,0.842053307008884,0.811688311688312,0.807106598984772,0.878378378378378
"60640","Chicago","IL","Chicago, IL","Cook",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3695652173913,1.395,1.4,1.4125,1.38181818181818,1.40740740740741,1.32916666666667,1.52173913043478,1.51976470588235,1.52,1.52,1.54166666666667,1.5,1.47575431034483,1.42372881355932,1.45454545454545,1.47083333333333,1.45,1.55555555555556,1.5549518049518,1.59509202453988,1.63181818181818,1.59067357512953,1.45454545454545,1.57833382833383,1.495,1.39486842105263,1.41421568627451,1.5,1.58333333333333,1.64285714285714,1.60526315789474,1.695,1.69230769230769,1.5955,1.6,1.5645371577575,1.51785714285714,1.47959183673469,1.52631578947368,1.68800561797753,1.75,1.71081871345029,1.68625,1.683,1.695,1.7375,1.73363844393593
"77084","Houston","TX","Houston, TX","Harris",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06768916876761,1.04636292061753,1.08297589204323,1.07737785250123,1.07362534948742,1.09444418881533,0.977165354330709,1.07362534948742,0.9800796812749,1.06076759061834,1.00241591647912,0.973333333333333,1.04759405200184,1.07097933513028,1.06053240740741,1.07416666666667,1.05059231069477,1.08620944818888,1.1061872909699,1.10916666666667,1.1344583275164,1.13105769230769,1.09166666666667,1.0481452249408,1.04582210242588,1.13888888888889,1.18432385874246,1.16111111111111,1.17343223287329,1.18645833333333
"94109","San Francisco","CA","San Francisco, CA","San Francisco",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99468085106383,4.24242424242424,4.31736429038587,4.27158273381295,4.22727272727273,4.27158273381295,4.29545454545455,4.23484848484848,4.31818181818182,4.32480141218005,4.31818181818182,4.27158273381295,4.27272727272727,4.31654676258993,4.2946370176586,4.34315610177348,4.36151079136691,4.36151079136691,4.36257357750164,4.44059976931949,4.36257357750164,4.44444444444444,4.49494949494949,4.44444444444444,4.36363636363636,4.33063325563326,4.32692307692308,4.43285528031291,4.42572996573785,4.36602870813397,4.36363636363636,4.36257357750164,4.32149161518094,4.36363636363636,4.31654676258993,4.27215500327011,4.32149161518094,4.30288122443222,4.3964715536105,4.53120976902688,4.49494949494949,4.32480141218005,4.30419612807608,4.36257357750164,4.31818181818182,4.28354814253222,4.25,4.26298434936261,4.27350427350427,4.30442722744881,4.37014709428503,4.36257357750164,4.36257357750164,4.44805194805195,4.49494949494949,4.3888018112156,4.4462481962482,4.36257357750164,4.2946370176586
"75070","McKinney","TX","Dallas, TX","Collin",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13269794721408,1.1255230125523,1.13302397525135,1.13577568596689,1.11558666394846,1.12232428503206,1.1547811993517,1.1875,1.1586433531746,1.1875,1.16190476190476,1.18476654846336,1.15933696000299,1.15278907855555,1.1350468174039,1.12750263435195,1.13846153846154,1.14434170387895,1.16106194690265,1.15885916016351,1.16581196581197,1.18203309692671,1.21886633655276,1.16451551421819,1.15896828290193,1.13956378668651,1.14319433516916,1.11235216819974,1.15988909426987,1.17075213675214,1.10413080895009,1.125,1.17661097852029,1.13130417335474,1.12908150948838,1.12739056702868,1.13249594813614,1.13452188006483,1.25079305911619,1.26910656620022,1.2875,1.27031650983747,1.28802828823186,1.30984487145119,1.28632938643703,1.28632938643703,1.26480086114101,1.21800947867299,1.2234309623431,1.2413515687852,1.22999601627636,1.20911121782158,1.23595329184035,1.24485596707819,1.26982680036463,1.24862313975443
"77494","Katy","TX","Houston, TX","Fort Bend",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25532011365697,1.22794117647059,1.22093023255814,1.24888093106535,1.41119528619529,1.30569948186528,1.31544041450777,1.30129194289205,1.30971337579618,1.33513149022252,1.27975113277026,1.26728110599078,1.25,1.24615384615385,1.29112662013958,1.2402799377916,1.25089928057554,1.24888093106535,1.28068592057762,1.320518444666,1.3331954295692,1.33000997008973,1.35899465891033,1.33659952821629,1.38588822796745,1.36092468307233,1.36092468307233,1.36092468307233,1.36092468307233,1.36092468307233,1.36092468307233,1.39180328789116,1.37329079307201,1.34771125311156
