RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,seasAdj
61639,10025,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,38,37,43,46,38,45,24,40,55,68,49,46,40,38,30,44,41,36,37,53,37,54,55,0
84654,60657,Illinois,2,92,108,94,137,153,106,93,87,48,48,31,29,45,48,60,81,122,94,66,73,54,72,52,42,59,82,127,169,111,84,83,49,46,66,43,31,60,58,87,129,94,116,74,44,47,59,44,40,45,60,98,107,86,105,86,68,59,48,85,49,53,112,141,175,205,187,125,149,109,107,70,55,77,157,168,180,118,114,187,139,92,84,67,54,95,162,157,189,189,172,154,102,74,103,62,52,102,130,166,178,173,174,129,98,103,110,70,55,114,124,151,226,156,139,104,94,83,83,62,87,101,120,146,145,161,131,0
61637,10023,New York,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,57,45,59,57,66,57,59,44,49,50,59,81,64,56,51,49,51,45,53,51,49,61,61,77,0
91982,77494,Texas,4,14,37,41,42,57,38,22,33,22,13,14,16,22,28,40,57,63,52,47,27,33,33,14,16,38,29,38,63,46,48,47,23,26,26,27,15,36,29,51,79,62,57,47,31,30,37,29,23,46,37,59,85,83,97,55,70,53,46,44,29,70,86,105,116,123,135,62,51,48,71,43,50,77,71,106,92,130,138,99,93,72,75,63,46,94,92,103,152,145,122,68,67,37,102,42,51,79,72,110,169,143,163,131,110,115,162,82,104,126,122,160,179,118,90,121,103,86,79,86,65,86,125,123,115,120,,0
93144,79936,Texas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,9,9,7,6,10,7,14,11,11,7,14,11,13,10,14,8,9,4,19,14,10,12,6,19,7,13,10,8,13,11,16,12,15,13,14,16,10,7,12,5,8,9,16,17,16,11,16,20,6,25,4,7,8,15,17,30,20,17,18,12,11,19,8,8,14,23,20,18,17,22,17,16,17,14,12,12,17,20,17,34,20,24,13,23,13,13,14,13,11,16,21,14,15,,0
91940,77449,Texas,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,2,0,1,3,3,0,0,2,0,4,1,1,2,1,0,1,1,3,3,0,4,1,3,3,1,1,2,2,3,13,7,5,8,3,4,6,1,0,2,4,4,6,2,6,6,1,3,2,1,2,1,3,3,5,4,2,2,3,1,1,1,2,2,2,2,1,1,1,0
91733,77084,Texas,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,13,7,9,14,9,6,8,6,5,5,4,5,3,5,4,1,5,3,4,3,3,0,1,8,5,4,10,3,8,5,8,2,2,5,2,1,5,2,1,2,2,1,0
61616,10002,New York,8,8,7,10,13,10,10,9,15,7,8,5,4,1,6,1,4,8,6,10,8,20,16,10,7,15,14,7,15,8,10,28,9,17,12,13,11,11,18,9,12,11,20,13,10,7,9,8,10,9,15,16,15,11,10,14,6,16,13,12,20,20,22,17,10,16,29,28,26,12,15,18,14,15,10,18,12,13,20,24,19,21,17,11,23,13,14,12,31,14,10,14,11,16,15,10,10,14,16,11,22,21,11,19,18,22,14,15,10,13,14,15,18,10,16,18,15,12,24,13,15,16,7,7,15,17,13,0
84640,60640,Illinois,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,74,55,41,42,31,39,30,25,39,62,55,62,68,63,0
97564,94109,California,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,15,16,9,5,10,23,12,3,15,7,17,7,10,11,9,,0
61630,10016,New York,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,40,54,41,76,38,50,38,41,45,51,50,59,79,81,65,45,59,53,50,49,49,54,47,49,58,43,58,50,54,52,76,56,62,51,78,76,76,75,48,53,70,51,37,61,37,48,52,65,63,41,53,51,38,50,54,46,42,57,65,42,54,47,41,37,57,38,33,30,31,36,39,66,59,0
74101,37013,Tennessee,12,2,2,5,3,4,4,2,5,3,1,0,6,2,0,2,3,6,3,1,2,6,3,3,5,7,1,2,5,2,4,1,3,2,1,1,2,1,0,2,2,1,5,1,2,1,4,2,1,2,3,3,3,2,1,3,1,2,4,3,2,4,2,3,4,2,2,6,1,1,2,2,1,1,7,4,5,4,7,2,4,2,4,5,3,5,17,6,2,6,6,7,5,3,4,4,1,4,3,8,12,11,9,9,5,10,7,4,1,6,10,5,11,4,5,4,7,5,5,4,6,,,,,,,0
92593,78660,Texas,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,8,7,6,1,5,1,2,3,3,2,3,2,5,2,4,6,2,3,2,3,1,5,4,8,11,3,1,5,4,3,3,4,3,7,7,8,11,5,4,6,3,4,6,5,4,4,4,6,13,6,10,8,2,3,2,1,3,4,3,5,5,6,,0
96107,90250,California,14,0,0,0,0,5,1,0,2,1,0,0,0,1,1,1,2,1,6,2,0,1,1,0,0,1,3,2,3,4,2,0,2,1,1,0,0,0,3,1,1,2,0,1,2,1,1,0,0,1,4,2,2,4,5,2,2,4,4,2,3,3,3,5,9,4,3,3,3,0,1,2,2,3,1,1,1,5,6,3,3,4,2,1,8,10,6,5,5,5,3,2,6,4,4,1,2,2,6,3,10,10,10,3,2,7,3,3,3,7,7,13,10,10,7,6,7,5,3,3,2,,,,,,,0
84646,60647,Illinois,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,67,96,73,81,48,30,74,121,99,121,110,100,0
74242,37211,Tennessee,16,9,11,16,17,6,12,7,7,5,42,10,2,10,13,11,17,13,11,11,5,9,12,8,8,9,10,13,20,10,11,6,8,10,7,6,7,8,12,13,23,11,9,11,5,13,12,6,8,13,13,24,24,21,27,17,24,23,14,6,11,19,24,23,26,26,31,23,18,12,12,14,82,22,51,28,44,28,31,34,16,17,42,14,10,23,28,31,35,27,35,27,27,18,29,11,23,27,25,40,38,37,33,29,18,20,27,17,18,23,18,38,33,35,36,29,26,15,22,11,19,17,31,39,31,32,23,0
61623,10009,New York,17,5,5,6,4,10,6,4,1,0,1,2,0,2,3,3,2,6,5,4,4,7,7,7,2,9,7,4,10,9,12,10,7,5,2,3,7,11,7,4,4,1,12,6,7,4,4,4,5,4,4,5,8,8,10,10,6,5,3,4,4,1,8,13,6,10,9,14,3,9,15,8,8,1,11,15,8,5,5,4,10,6,13,9,7,7,10,11,11,16,19,15,8,3,2,10,7,7,6,16,17,13,7,15,8,11,5,8,5,7,6,8,4,9,9,11,7,1,6,9,4,5,5,5,7,3,10,0
84620,60618,Illinois,18,37,44,55,51,67,48,58,35,20,13,18,17,20,29,30,49,51,43,44,29,28,31,28,13,39,37,39,66,58,45,35,20,24,32,30,17,28,30,39,59,41,48,36,39,30,22,15,13,21,25,42,46,31,59,45,40,22,34,28,23,21,51,69,83,93,104,89,79,44,43,34,34,40,79,79,83,66,73,82,72,40,55,35,33,48,75,81,112,107,101,90,66,41,49,51,27,59,51,92,113,110,117,80,75,68,47,60,47,93,85,104,94,88,90,52,61,65,40,48,38,76,79,92,108,100,90,0
61625,10011,New York,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,68,85,81,57,55,51,70,66,58,47,71,74,67,77,46,49,47,43,60,34,43,41,37,58,50,57,0
92036,77573,Texas,20,25,16,15,24,37,27,11,24,8,22,22,16,25,23,26,42,36,17,25,26,24,18,7,16,26,12,22,26,19,15,10,15,13,6,14,16,20,22,22,29,23,25,16,11,13,15,15,12,21,36,29,39,38,27,27,39,31,9,20,17,41,46,35,43,46,49,32,30,20,30,21,26,34,42,30,55,54,55,50,41,33,46,26,30,48,50,54,66,64,48,49,38,23,35,20,28,38,46,48,55,54,56,43,34,29,39,24,28,42,48,51,83,50,76,69,61,71,73,53,50,58,57,50,63,49,,0
92045,77584,Texas,21,26,28,34,28,29,14,17,17,8,12,8,8,13,14,22,25,28,15,18,33,20,10,11,8,16,16,27,23,15,17,13,17,15,11,9,7,15,18,16,15,15,21,16,18,14,17,16,6,14,13,24,26,29,21,13,15,22,12,13,3,16,27,30,37,44,36,28,19,19,17,13,19,31,30,27,42,46,50,44,48,30,26,25,20,25,51,45,61,63,41,37,35,21,23,20,28,32,36,29,59,50,50,42,36,37,46,27,38,58,42,44,48,51,52,29,27,25,32,27,27,41,43,46,42,44,,0
69816,28269,North Carolina,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,9,5,14,14,11,26,10,23,33,31,32,25,30,19,21,14,15,13,23,30,34,39,30,27,34,24,16,17,21,23,19,46,43,21,,0
66126,20002,District of Columbia,23,18,8,10,13,16,15,9,11,10,13,8,7,11,14,13,16,20,23,12,23,22,14,12,7,15,15,14,24,17,26,24,21,28,23,13,13,25,18,27,25,21,11,12,15,7,18,15,14,13,23,25,35,24,27,21,23,21,17,24,14,23,26,38,38,31,31,22,34,29,35,24,17,30,25,38,50,49,37,27,39,40,41,27,28,40,46,41,39,52,33,37,31,34,44,31,24,36,44,70,57,42,52,43,62,46,49,42,40,60,37,66,54,49,59,38,47,42,47,31,36,47,50,83,54,57,,0
92271,78130,Texas,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,25,37,25,28,16,19,16,16,27,34,30,36,42,35,29,33,18,25,14,16,25,40,36,35,39,35,49,42,25,24,13,15,25,15,39,37,28,,0
71067,30349,Georgia,25,6,4,4,3,8,3,6,4,4,5,3,3,2,6,2,2,4,2,4,6,5,4,6,1,2,3,3,4,5,4,3,6,8,5,2,2,3,3,2,10,5,6,10,11,11,10,5,10,13,11,12,18,11,12,10,24,11,9,8,3,15,14,15,43,10,13,13,16,14,3,5,6,7,8,5,11,13,10,5,13,5,7,5,8,16,17,7,12,7,3,5,7,5,11,5,7,19,10,10,14,5,18,30,8,5,3,2,1,8,5,29,34,4,6,8,4,25,12,8,3,7,7,17,,,,0
92515,78572,Texas,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
97771,94565,California,27,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0
93123,79912,Texas,28,50,30,35,65,58,50,40,42,35,37,31,38,40,42,41,65,57,49,46,41,31,48,28,14,37,45,47,57,44,39,43,23,31,43,17,21,33,25,30,46,41,40,31,31,20,24,23,33,20,32,28,37,35,27,27,35,23,31,23,19,31,39,27,53,50,51,33,45,21,27,23,28,33,40,43,51,58,44,40,42,22,24,12,18,32,24,44,79,69,50,35,41,30,31,30,28,43,42,53,68,62,32,44,46,42,35,32,27,47,49,50,61,46,60,39,46,44,37,31,28,40,53,55,64,59,58,0
96027,90046,California,29,18,13,19,13,19,10,11,16,6,19,9,7,10,19,15,23,14,15,15,24,17,20,17,10,12,13,19,22,17,12,18,16,26,18,25,15,25,23,26,29,16,17,26,12,19,15,12,13,25,19,33,18,30,23,19,25,21,47,12,23,40,26,44,33,42,46,25,29,25,28,23,28,38,33,33,34,38,23,27,32,22,23,35,23,31,39,31,51,41,34,28,31,27,34,18,26,39,26,33,29,36,30,29,24,23,27,25,28,24,25,40,48,32,29,28,35,38,25,19,,,,,,,,0
92551,78613,Texas,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,30,28,26,30,17,18,14,11,26,23,51,48,30,28,20,24,15,21,12,19,28,22,45,38,27,37,30,27,12,23,10,15,14,27,35,35,26,33,0
90654,75052,Texas,31,3,7,7,6,9,5,7,4,2,7,2,1,2,4,3,2,3,4,2,2,9,3,3,4,6,6,2,4,5,0,4,1,1,2,3,3,3,4,5,1,5,4,3,6,5,2,2,3,6,5,8,4,6,3,7,7,8,13,2,4,6,3,7,4,12,16,8,9,7,5,4,1,9,13,10,11,10,10,15,14,4,7,7,9,10,12,17,22,17,13,11,11,7,7,8,7,8,21,16,12,14,17,14,14,9,8,3,4,9,8,12,11,11,13,10,6,6,14,7,10,7,7,8,8,11,,0
66133,20009,District of Columbia,32,13,16,19,21,24,17,19,18,18,10,6,9,17,24,27,33,26,28,33,28,30,24,16,7,32,26,23,30,21,42,30,17,26,28,19,19,20,22,33,32,18,33,16,11,14,19,19,17,23,28,30,35,30,25,22,27,34,27,16,30,20,36,33,55,37,34,30,29,37,28,17,18,30,40,49,44,37,34,40,46,25,30,8,9,32,35,44,40,52,41,35,50,39,42,24,28,49,43,41,45,41,52,48,41,42,32,22,23,42,41,36,53,48,42,26,50,41,33,16,22,27,37,45,31,37,,0
91926,77433,Texas,33,10,4,10,18,13,7,8,6,3,4,10,5,7,8,11,18,15,10,13,15,7,10,7,4,10,14,6,21,23,15,13,6,10,16,13,5,13,15,20,15,19,13,10,11,10,16,14,17,15,18,10,13,30,16,14,16,13,9,13,13,15,25,40,49,38,35,36,19,21,31,20,25,38,35,43,52,55,29,51,41,27,38,31,18,39,39,46,63,50,72,42,37,19,40,26,28,30,33,38,39,53,40,33,15,13,21,16,24,45,30,42,44,52,82,96,93,38,41,26,20,39,56,51,56,55,74,0
61796,10456,New York,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,0
89925,73099,Oklahoma,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,50,33,33,35,30,39,15,24,42,27,38,48,50,43,48,39,19,21,19,22,30,30,45,37,39,30,29,41,18,30,23,19,33,38,50,58,42,50,42,80,29,22,17,17,42,33,58,54,40,64,0
61617,10003,New York,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,34,39,43,50,58,61,45,34,31,37,37,26,41,30,46,35,36,48,0
91922,77429,Texas,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,27,34,27,36,54,69,50,35,39,26,30,16,29,22,16,41,40,37,31,29,29,22,29,11,21,33,33,42,51,47,70,71,56,36,28,29,23,32,36,41,51,54,35,0
91968,77479,Texas,38,32,38,40,68,53,53,26,24,11,23,15,20,18,25,39,47,69,56,29,37,22,36,17,20,33,42,48,58,41,36,43,28,18,33,22,18,31,37,27,38,49,46,32,25,22,28,24,23,34,34,45,69,73,58,35,41,37,38,33,24,36,60,71,90,81,86,63,33,48,47,29,27,48,57,55,59,84,70,54,43,43,48,32,29,52,43,66,75,86,86,37,44,24,48,22,25,40,54,63,85,108,78,71,55,58,103,52,54,75,76,100,96,81,58,51,69,57,52,28,42,54,83,82,73,80,,0
62017,11206,New York,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,1,1,2,2,4,7,9,6,5,9,3,6,1,6,2,6,6,6,2,4,3,5,6,4,2,4,5,7,2,4,1,3,4,7,3,3,4,6,5,1,10,6,4,2,6,6,8,6,5,14,6,2,0,4,6,5,5,7,4,7,9,4,4,4,1,2,5,4,3,5,7,4,11,11,6,12,8,5,8,3,3,4,5,5,4,3,3,2,6,,,,,,,,0
86026,63376,Missouri,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23,12,21,5,14,22,21,33,44,50,34,18,29,18,18,16,13,25,31,39,48,28,32,34,34,19,18,22,17,29,32,36,47,41,38,31,25,41,26,14,21,30,25,34,40,63,42,0
84615,60613,Illinois,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,72,76,48,46,26,41,32,29,77,67,81,71,84,72,0
70829,30044,Georgia,42,5,3,5,5,6,4,5,3,1,4,1,1,3,2,2,2,3,8,5,2,5,4,1,3,3,5,2,4,1,0,8,1,4,3,2,2,1,5,3,5,5,6,3,5,5,5,5,14,10,6,10,17,5,16,12,14,12,10,6,8,10,11,10,19,15,10,4,7,10,12,7,7,12,6,5,12,15,18,14,9,6,7,9,7,5,35,12,12,13,12,16,11,11,16,7,6,8,15,24,31,6,11,6,7,8,10,5,3,13,11,23,19,12,12,11,11,8,9,3,6,6,13,17,14,,,0
91685,77036,Texas,43,0,1,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,2,1,1,0,0,0,1,3,1,1,0,2,0,0,1,0,2,0,0,0,1,2,1,3,1,1,0,1,0,1,1,1,2,0,0,0,2,3,1,0,2,0,2,3,1,0,2,1,1,0,1,1,1,0,,,,,0
70828,30043,Georgia,44,8,12,14,18,11,13,8,13,3,5,3,4,4,5,7,12,9,11,9,9,7,2,5,5,6,8,10,11,4,4,5,6,3,10,9,9,8,5,4,6,10,14,20,16,19,17,16,18,11,20,28,32,31,29,19,19,16,19,19,22,31,28,30,34,40,26,22,25,22,17,13,11,16,24,39,36,40,34,25,26,20,18,15,13,23,30,26,29,33,22,33,20,14,14,19,17,25,44,48,56,29,32,29,19,20,14,8,11,20,23,29,38,23,30,24,26,22,23,5,15,20,20,25,23,,,0
84630,60629,Illinois,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,,,,,0
84627,60625,Illinois,46,22,22,20,32,33,32,25,24,22,9,7,8,4,16,8,18,24,20,28,17,22,20,14,6,17,38,32,33,21,20,17,18,16,8,11,11,14,9,29,35,34,26,9,18,10,13,13,10,18,15,19,26,38,21,18,24,12,19,16,15,13,24,31,45,55,46,41,53,33,27,14,16,10,25,32,44,28,34,40,31,23,25,24,17,24,28,38,53,59,53,43,39,26,25,16,12,19,29,60,85,60,80,30,41,25,21,26,20,51,47,38,48,46,40,31,28,30,24,14,27,33,39,47,57,57,30,0
60545,07030,New Jersey,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,75,96,63,65,76,42,50,84,74,67,75,88,76,76,58,64,44,38,51,57,62,100,91,,0
69823,28277,North Carolina,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,64,39,39,45,57,65,102,113,150,122,122,72,80,70,74,36,60,94,106,106,160,121,89,78,78,60,64,48,60,76,100,113,130,114,,0
90823,75287,Texas,49,8,6,12,14,10,16,5,7,6,7,6,7,10,7,9,13,17,10,10,12,7,4,6,3,7,7,20,13,3,10,2,7,6,8,3,4,1,6,9,13,11,3,7,6,5,8,6,7,9,11,17,16,13,11,12,8,6,11,3,6,24,20,16,23,21,22,15,9,5,18,8,12,12,13,13,26,20,17,18,16,10,22,13,9,18,15,15,21,21,24,16,12,17,15,8,11,15,9,19,29,13,13,13,14,17,16,8,4,23,20,17,22,17,20,17,12,13,9,5,10,12,13,12,13,17,,0
61638,10024,New York,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,50,35,40,36,38,52,23,37,47,49,62,116,49,37,39,56,46,34,31,39,44,58,54,38,33,34,35,39,33,47,42,43,40,50,50,0
94748,85032,Arizona,51,7,9,11,13,15,7,16,9,4,10,9,5,11,10,13,12,12,15,19,13,12,18,5,5,10,18,14,15,8,9,15,8,4,11,10,7,10,11,9,19,16,28,15,22,9,11,12,15,15,19,19,42,19,18,30,19,28,19,13,17,22,22,26,34,31,22,26,19,14,16,16,11,21,30,17,20,12,18,17,24,16,21,20,40,26,21,20,26,14,12,24,25,57,15,17,20,32,18,26,35,19,17,20,18,58,27,17,25,44,20,23,26,14,27,21,25,13,25,15,19,14,31,27,21,27,24,0
92617,78704,Texas,52,14,32,17,8,11,9,9,9,3,7,3,9,7,11,10,12,10,8,10,11,12,6,8,11,12,7,12,15,6,5,11,11,12,12,8,12,18,13,14,7,18,12,14,16,10,17,6,8,22,21,27,30,28,24,22,20,5,23,22,16,24,39,38,29,38,31,22,21,24,23,14,26,24,31,28,19,28,28,29,29,14,36,15,15,27,34,46,44,29,14,26,24,16,32,19,28,28,35,44,51,41,26,31,25,23,31,26,20,38,36,40,63,37,37,30,32,24,39,22,33,40,25,38,44,50,,0
91726,77077,Texas,53,14,9,13,15,17,14,9,5,7,14,1,7,10,11,19,10,16,14,15,11,7,10,3,11,16,13,9,13,16,12,6,9,2,13,6,4,11,7,18,12,17,13,11,1,8,14,6,9,7,7,14,15,18,19,11,7,10,9,7,15,19,26,23,34,32,36,25,23,20,25,19,18,19,24,25,40,36,17,30,31,29,31,20,14,26,24,22,41,34,21,22,22,18,26,16,19,21,19,35,23,25,26,27,15,19,20,13,20,29,28,29,36,23,31,14,23,18,29,8,15,23,26,30,23,35,16,0
92341,78245,Texas,54,4,3,3,1,2,1,3,1,1,0,4,3,3,2,2,2,3,6,0,2,4,2,1,2,1,0,3,2,2,4,3,1,1,2,4,1,4,4,5,3,1,3,2,2,2,0,1,5,1,0,0,2,3,4,1,3,2,3,1,2,4,3,2,2,5,4,5,4,3,3,3,3,7,2,3,10,8,9,6,4,7,5,4,6,6,3,5,11,11,18,5,4,9,8,6,10,6,4,8,19,15,11,8,6,12,7,3,4,3,6,11,11,15,11,14,25,23,22,16,4,2,6,10,11,10,,0
66843,21234,Maryland,55,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,1,2,3,2,2,4,0,1,3,0,2,2,3,3,8,1,1,1,3,2,4,4,2,2,2,4,1,3,2,2,0,2,2,1,1,2,2,3,2,3,3,5,5,0,4,0,1,3,4,0,4,4,4,5,2,3,4,0,3,2,2,3,6,4,10,2,2,4,2,1,1,2,1,5,6,5,6,8,3,7,2,4,1,2,5,6,7,6,9,11,10,2,3,1,1,4,4,2,6,2,,0
67732,23464,Virginia,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,30,31,19,14,20,8,13,15,21,31,43,33,26,26,23,21,20,13,15,22,20,31,36,38,39,25,26,11,18,14,8,32,25,30,34,27,24,0
70874,30096,Georgia,57,12,4,4,10,9,8,4,9,7,6,4,4,3,5,3,6,9,4,6,3,8,6,9,4,7,4,12,11,9,14,3,10,3,8,4,7,3,12,9,7,7,17,14,9,7,9,12,10,15,25,18,31,32,16,17,21,10,13,15,6,17,22,22,25,31,26,21,20,8,15,17,7,11,18,22,26,32,26,19,20,17,15,15,10,13,24,26,17,20,23,24,11,10,19,14,12,27,32,35,37,24,26,20,14,12,19,12,6,11,17,17,24,24,13,17,13,12,6,8,16,16,17,18,20,,,0
90795,75243,Texas,58,9,8,11,10,10,6,12,3,10,3,0,2,7,8,11,5,8,7,5,10,8,4,2,7,7,9,5,7,2,6,3,5,3,4,5,5,6,6,9,6,10,7,4,4,7,6,3,4,5,3,13,10,13,10,9,10,8,4,7,3,9,14,14,23,22,14,14,13,34,14,10,8,10,17,16,12,25,16,12,19,16,15,10,8,21,11,21,20,13,14,17,14,11,14,6,12,12,11,19,18,14,9,9,14,9,11,10,10,14,13,14,13,15,13,15,11,13,13,2,10,8,16,11,21,16,,0
