"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"02143","Somerville","MA","Boston, MA","Middlesex",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,3400,3500,3500,3400,3400,3300,3350,3250,3200,3200,3147.5,3147.5,3400,3350,3500,3550,3550,3500,3300,3325,3000,3000,3000,3000,3500,3400,3600,3800,3562.5,3800,3600,3200,3200,3000,3000,3400,3600,3700,3750,3750,3792.5,3500,3500,3800,3447.5,3300,3300,3500,3900,4050,4120,4100,4050,4000
"78260","San Antonio","TX","San Antonio, TX","Bexar",201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2145,2250,2300,2270,2195,2100,2100,2100,2100,2100,2100,2095,2295,2295,2197.5,2200,2200,2195
"31324","Richmond Hill","GA","Savannah, GA","Bryan",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1725,1750,1725,1725,1750,1700,1695,1700,1750,1775,1750,1700,1737.5,1800,1800,1750,1762.5,1800
"78244","San Antonio","TX","San Antonio, TX","Bexar",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1425,1397.5,1385,1325,1375,1300,1325,1310,1350,1395,1395,1395,1485,1445
"02144","Somerville","MA","Boston, MA","Middlesex",204,,,,,,,,,,,,,,,,3000,3000,3000,3200,3000,3000,3000,3000,3000,3000,3000,3300,3350,3300,3400,3400,3250,3200,3275,3200,3200,3200,3200,3200,3300,3225,3375,3500,3400,3200,3200,3150,3100,3150,3200,3275,3375,3450,3600,3700,3600,3400,3500,3500,3500,3400,3400,3800,3600,3650,3900,3975,3700,3400,3350,3350,3350,3500,3600,4000,4000,4000,4000,3900,3800,3600,3600,3600,3600,3600,3700,4200,4200,4000,4000,3985,3800
"32003","Fleming Island","FL","Jacksonville, FL","Clay",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1699,1750,1850,1850,1900,1895,1875,1850,1775,1785,1787.5,1750,1795,1800,1885,1950,1855,1865,1800
"02145","Somerville","MA","Boston, MA","Middlesex",206,,,,,,,,,,,,,,,,,,,,,,,,,2400,2450,2500,2500,2500,2600,2500,2550,2550,2600,2400,2400,2450,2600,2600,2800,2800,2875,2850,2862.5,2800,2600,2600,2600,2600,2700,2900,2900,2850,2850,2900,2875,2800,2800,2800,2800,2900,2900,3000,2987.5,3200,3175,3200,3100,3100,2975,2800,2850,3075,3200,3400,3450,3475,3475,3475,3475,3300,3300,3300,3150,3325,3800,3800,3775,3750,3600,3685,3850
"33596","Valrico","FL","Tampa, FL","Hillsborough",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945,1887.5,1947.5,1900,1885,2000,2095,2017.5,1997.5
"77493","Katy","TX","Houston, TX","Harris",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.5,1725,1792.5,1800,1812.5,1800,1800,1850,1900,1850,1850,1750,1712.5,1700,1800,1800,1825,1825,1825,1825
"02215","Boston","MA","Boston, MA","Suffolk",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,4850,4600,4500,4150,4275,4400,4300,4250,4275,4800,5000,5100,4950,4600,4500,4400,4300,4300
"02134","Boston","MA","Boston, MA","Suffolk",210,,2600,2800,2800,2800,2700,2700,2675,2750,2600,2600,2800,3000,3000,3000,2925,2900,2800,2800,2800,2800,2800,2800,2900,3000,3050,3050,3000,3000,3000,3000,3000,3000,3000,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3400,3300,3300,3300,3200,3200,3191,3100,3100,3200,3400,3500,3500,3500,3500,3500,3400,3400,3300,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3495,3200,3600,3795,3800,3800,3800,3850,3700,3700,3600,3600
"79934","El Paso","TX","El Paso, TX","El Paso",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1197,1200,1262.5,1287,1295,1295,1312.5,1250,1250,1235,1242.5,1225,1200,1249,1262.5,1312.5,1300,1350,1450
"33579","Riverview","FL","Tampa, FL","Hillsborough",212,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1395,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1590,1550,1575,1500,1595,1599,1600,1647,1649,1665,1645,1655,1675,1595,1595,1600,1625,1635,1687.5,1750,1745,1725,1700,1667.5
"02121","Boston","MA","Boston, MA","Suffolk",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2425,2400,2500,2525,2575,2575,2525,2550,2550,2550,2600,2625,2600,2600
"02140","Cambridge","MA","Boston, MA","Middlesex",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4625,4400,4400,4400,4400,4000,3999,3800,4000,3800,3800,4200,4500,4500,4485,4200,4100,4000
"33897","Davenport","FL","Lakeland, FL","Polk",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1625,1665,1650,1600,1672.5,1700,1650,1700,1675,1650,1750,1772.5,1725
"33569","Riverview","FL","Tampa, FL","Hillsborough",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,1649,1670,1695,1675,1680,1667.5,1687.5,1670,1617.5,1630,1667.5,1695,1735,1745,1695,1725,1725,1695
"33547","Riverview","FL","Tampa, FL","Hillsborough",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1990,2097.5,2042.5,2040,2075,2150,2230,2300,2225,2277.5
"32832","Orlando","FL","Orlando, FL","Orange",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2050,2095,2000,1995,2000,2000,1995,2100,2095,2105,2075,2047.5,2100,2095,2180,2180
"02445","Brookline","MA","Boston, MA","Norfolk",219,,,,,,,,,,,,,,3100,3200,3200,3200,3200,3200,3150,3100,3100,3100,3100,3148.5,3200,3250,3275,3200,3300,3400,3225,3300,3200,3200,3200,3200,3400,3400,3450,3550,3700,3800,3700,3500,3397.5,3347.5,3395,3460,3600,3600,3600,3600,3600,3500,3400,3400,3400,3400,3400,3400,3750,3800,3800,3800,3750,3650,3600,3650,3450,3600,3400,3800,3800,3800,3875,4000,4000,3950,3950,3875,3800,3800,3800,3975,4000,3900,3900,3900,3800,3600,3800
"34212","Bradenton","FL","Sarasota, FL","Manatee",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587,2500,2500,2487.5,2300,2400,2285,2522.5,2675,2800,2750,2700,2795,2722.5,2750
"33185","Kendall West","FL","Miami, FL","Miami-Dade",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2500,2500,2525,2500,2514.5,2550,2557.5,2600,2600,2590,2500,2537.5,2600,2665,2625,2612.5,2650,2600,2590,2590,2600,2600,2600
"78261","San Antonio","TX","San Antonio, TX","Bexar",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2194,2087.5,2100,2100,2100,2095,2095,2000,1972.5,1850,1837.5,1837.5,1800,1947.5,2000,2095,2072.5,2043,2000
"23508","Norfolk","VA","Virginia Beach, VA","Norfolk City",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.5,1800,1900,1800,1790,1695,1695,1500,1500,1700,1598,1650,1790,1900,1800,1800,1796,1750,1697.5
"33327","Weston","FL","Miami, FL","Broward",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,3050,3000,3000,3000,2850,3000,3150,3100,3150,3000,3000,3100,3200,3200,3200,3300
"02141","Cambridge","MA","Boston, MA","Middlesex",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,3950,4000,3900,3700,3700,3900,4000,4000,3800,3500,3500,4000,4000,4000,4000,4000
"11963","Noyack","NY","New York, NY","Suffolk",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500,50000,45000,40000,45000,41675,40000,40000,40000,40000,36000,38750,40000,38000,37000,36500,36000,35000,35000,30000,30000,30000,30000
"02120","Boston","MA","Boston, MA","Suffolk",227,,,,,,,,,,,,3600,3400,3400,3400,3250,3250,3300,3300,3400,3400,3400,3400,3487.5,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3775,3800,3800,3800,3850,3900,3900,3850,3887.5,3800,3700,3800,3900,4000,4000,4000,4000,3912.5,3950,3900,3900,3700,3600,3600,3800,4000,4100,4100,4000,4000,4000,3900,3800,3750,3600,3550,3600,3995,4200,4200,4200,4100,4000,4000,3900,3800,3800,3912.5,4000,4200,4200,4200,4100,4000,4000,4000,4000,3950
"81611","Aspen","CO","Aspen, CO","Pitkin",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,35000,40000,40000,40000,40000,45000,45000,50000,50000,45000,50000,45000,45000,45000,45000,45000
"02458","Newton","MA","Boston, MA","Middlesex",229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3300,3500,3500,3600,3400,3400,3400,3400,3550,3300,3300,3400,3500,3500,3600,3600,3600,3500,3400
"02113","Boston","MA","Boston, MA","Suffolk",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5200,5200,4850,4850,5100,5200,5200,5200,4950,4950,4950,4950,5100,5080,5000,4975,4975,4950,4800
"95391","Tracy","CA","Stockton, CA","San Joaquin",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,2700,2697.5,2675,2587.5,2600,2600,2600,2600,2625,2650,2700,2700,2700,2725,2700
"19127","Philadelphia","PA","Philadelphia, PA","Philadelphia",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2000,1995,1900,1800,1800,1825,1800,1700,1720,1800,1997.5,1997.5,2000,2000,2000,1999,1900,1874.5
"11976","Water Mill","NY","New York, NY","Suffolk",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,50000,49000,50000,50000,45000,43500,45000,50000,50000,50000,50000,50000,49250,50000,45000,40000,42000,42000
