"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"60618","Chicago","IL","Chicago, IL","Cook",11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22222222222222,1.27777777777778,1.25833333333333,1.30157342657343,1.29285714285714,1.325,1.28571428571429,1.3,1.3,1.3,1.3,1.3,1.325,1.5,1.41304347826087,1.46060606060606,1.45,1.33809523809524,1.35,1.25,1.25789473684211,1.35,1.371875,1.2094298245614,1.38888888888889,1.35,1.4,1.48,1.45,1.44444444444444,1.44239130434783,1.4,1.41145833333333,1.41666666666667,1.43800731869594,1.45,1.47368421052632,1.44,1.49193548387097,1.5625,1.54356060606061,1.5,1.47776679841897,1.41666666666667,1.40540540540541,1.5,1.45833333333333,1.47713043478261,1.5,1.5,1.46153846153846,1.45454545454545,1.42079365079365,1.40588235294118,1.41777777777778,1.4,1.4653749028749,1.475,1.4775,1.5,1.51893939393939,1.54772727272727,1.55,1.54166666666667,1.54545454545455
"10029","New York","NY","New York, NY","New York",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18148148148148,5.15463917525773,5.17567427102139,5.1698670605613,5.29411764705882,5.46831232492997,5.52552414176516,5.49019607843137,5.52558782849239,5.16225311790952,5.15463917525773,5.02599653379549,5.02599653379549,4.58333333333333,4.4390523651321,4.54363636363636,4.70520833333333,4.68149275298857,4.53488372093023,5.02599653379549,5.02599653379549,5.02599653379549,5.02599653379549,4.94047619047619,4.91269841269841,4.91788766788767,4.61958762886598,4.47857142857143,4.5
"90046","Los Angeles","CA","Los Angeles, CA","Los Angeles",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.890625,2.66231182795699,2.695,2.815625,2.69173076923077,2.67264492753623,2.60107142857143,2.60741758241758,2.60714285714286,2.6,2.70714285714286,2.71194331983806
"60613","Chicago","IL","Chicago, IL","Cook",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.54211798839458,1.58333333333333,1.62077922077922,1.62857142857143,1.65,1.52409638554217,1.60714285714286,1.65714285714286,1.71770833333333,1.7,1.69230769230769,1.66055555555556,1.65,1.65625,1.65892230914486,1.72666666666667,1.77272727272727,1.72727272727273,1.72727272727273,1.7414402173913,1.795,1.78348214285714,1.73854166666667,1.71428571428571,1.66333333333333,1.71096153846154,1.67776350837139,1.71428571428571,1.88333333333333,1.88461538461538,1.8125,1.871875,1.825,1.83125,1.75,1.72202898550725,1.68125,1.68125,1.74375,1.76470588235294,1.91547619047619,1.8125,1.75,1.795,1.840625,1.8,1.78076923076923
"20009","Washington","DC","Washington, DC","District of Columbia",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42857142857143,3.44894894894895,3.40714285714286,3.47135258358663,3.49285714285714,3.56428571428571,3.56666666666667,3.77777777777778,4.04790940766551,4.04790940766551,3.96666666666667,3.97745098039216,4.19457013574661,4.12941176470588,4.12941176470588,4.12941176470588,4.1656862745098,4.16333333333333,4.16666666666667,4.17178542178542,4.20641025641026,4.28932178932179,4.26864654333009,4.35064935064935,4.24285714285714,4.40361990950226,4.29113924050633,4.4140625,4.47692307692308,4.54144620811288,4.74209650582363,4.85764705882353,4.55833333333333,4.68923007109363,4.6,4.47692307692308,4.47692307692308,4.68923007109363,4.47692307692308,4.43548387096774,3.96666666666667,4.05238095238095,4.07142857142857,3.95612244897959,3.96666666666667,3.94557823129252,4.02123388884328,4.05394345238095,3.9625,3.94557823129252,3.88945578231293,3.81143790849673,4.01904761904762,3.91982961408863,3.73645833333333,3.925,4.1359649122807,4.28571428571429,4.06349206349206
"20002","Washington","DC","Washington, DC","District of Columbia",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65758281573499,2.72556390977444,2.56944444444444,2.58823529411765,2.4110195197534,2.51818181818182,2.48094958968347,2.46189917936694,2.67539682539683,2.87954545454545,2.91666666666667,2.89262820512821,2.84936974789916,2.85,2.91666666666667
"10463","New York","NY","New York, NY","Bronx",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43288288288288,2.46666666666667,2.4541958041958,2.43333333333333,2.47058823529412,2.45196078431373,2.44230769230769,2.33333333333333,2.51086956521739,2.52173913043478,2.42291666666667,2.4390243902439,2.42916666666667,2.45833333333333,2.52105263157895,2.5495,2.47058823529412,2.49333333333333,2.39285714285714,2.44
"60625","Chicago","IL","Chicago, IL","Cook",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.375,1.38888888888889,1.40833333333333,1.41666666666667,1.4,1.36911281489595,1.44166666666667,1.5,1.465,1.49375,1.535,1.50301204819277,1.55,1.53461538461538,1.66666666666667,1.65625,1.4025,1.38461538461538,1.41428571428571,1.55,1.58333333333333,1.51388888888889,1.54891304347826,1.58823529411765,1.63366336633663,1.75,1.695,1.7,1.62699568500539,1.5,1.575,1.6,1.55086206896552,1.53416666666667,1.5,1.53076923076923,1.56452379607666,1.51630434782609,1.5
"11230","New York","NY","New York, NY","Kings",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12059959118783,2.21180335731415,2.30940988835726,2.24568965517241,2.24875,2.27700966597333,2.23529411764706,2.25,2.29411764705882,2.33974358974359,2.3452380952381,2.36375661375661,2.375,2.36739612082183,2.25,2.21428571428571,2.25,2.24568965517241,2.27857142857143,2.22222222222222,2.25,2.24526066350711
"11209","New York","NY","New York, NY","Kings",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96547619047619,1.98136998254799,2,2.11860613810742,2.1347619047619,2.07012820512821,1.971875,2,2.06666666666667,2.05555555555556,2.07270114942529,2.1575682382134,2.09090909090909,2.12406015037594,2.15307692307692,2.05832449628844,2.2,2.10084033613445,2.10526315789474,2.15500376222724,2,2.19354838709677,2.34630307467057,2.32843137254902,2.3,2.31414473684211,2.3,2.27721674876847,2.26666666666667,2.3125,2.25,2.20512820512821,2.25403225806452,2.28571428571429,2.28571428571429,2.28571428571429,2.26333333333333,2.27272727272727,2.28571428571429,2.25612612612613,2.3125
"11201","New York","NY","New York, NY","Kings",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63732128032469,4.55644320546847,4.60009280251127,4.61878890962234,4.68458333333333,4.71944444444444,4.61065300682992,4.60122699386503,4.46662561576355,4.43833499916708,4.5676429567643,4.44628764852169,4.45998243219699,4.41204819277108,4.53640508427742,4.61311080686702,4.76190476190476,4.83784101047096,4.87554776511832,4.80474879626477,5.00683994528044
"37042","Clarksville","TN","Clarksville, TN","Montgomery",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604437229437229,0.645833333333333,0.664285714285714,0.665611814345991,0.65,0.69047619047619,0.662202380952381,0.664583333333333,0.6875,0.7,0.765,0.765,0.764705882352941
"10024","New York","NY","New York, NY","New York",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18134715025907,5.16279069767442,5.08166969147005,4.94393476044852,4.8525641025641,4.95860180412371,5,5.1142699916333,5.10990338164251,5.1304347826087,5,5,5.09545454545455,5.14835164835165,5.18884615384615,5.32068557919622,5.10657596371882,5.19333333333333,5.12839879154079,5.14285714285714,5.12669939577039,5.12839879154079,5.41611624834874,4.95384615384615,4.79735318444996,4.79735318444996,5,5,4.875,4.96774193548387,4.79735318444996,4.92307692307692,4.91666666666667,4.79617659222498,4.95,4.82352941176471,4.79384615384615,4.64285714285714,4.66666666666667,4.65,4.79735318444996,4.78211422025855,4.79735318444996,5,4.91855851884505,4.91404011461318,4.79735318444996,4.7105614973262,4.6875,4.86301369863014
"78130","New Braunfels","TX","San Antonio, TX","Comal",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04014598540146,1.01824817518248,1.01713574090515,1.01824817518248,1.03415318907456,1.06652948716366,1.07827476038339,1.04166666666667,1.02254041248606,1.01824817518248,1.01824817518248,1.01824817518248,0.995804195804196,1.01824817518248,1.01824817518248,1.01824817518248,1.01602330662782,1.01824817518248,1.0188679245283,1.01899196493791
"11214","New York","NY","New York, NY","Kings",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1.98230407523511,1.94444444444444,1.94444444444444,1.95555555555556,1.94444444444444,2.02843527440302,2.06121254681648,1.93365102639296,1.86688311688312,1.84166666666667,1.85,1.9
"07030","Hoboken","NJ","New York, NY","Hudson",26,,,,,,,,,,,,,,,,,,,,,,,,2.95238095238095,2.84718453756741,2.72727272727273,2.73081924577373,2.79661016949153,2.85256088165344,2.9,2.97520661157025,2.90791599353796,2.90161290322581,2.90322580645161,2.9,2.87682333873582,2.83333333333333,2.82972440944882,2.81818181818182,2.80704673173617,2.83333333333333,3,3.05295950155763,3,3,3,2.87637698898409,2.85008976660682,2.88888888888889,2.87009063444109,2.82730263157895,2.8125,2.8030612244898,3.02981812504879,2.86261230755339,2.8,2.8030612244898,2.85,2.9,2.8155612244898,3.09109960552268,2.88184438040346,2.9585798816568,2.85565939771547,2.97368421052632,2.79285714285714,3.04,2.8,2.8,2.9,2.78330019880716,2.82352941176471,2.97410225757506,3.1,3.15547789336801,3.125,3.11111111111111,3.10173697270471,3.12195419103314,3.0625,3,3,2.925,2.94230857774299,2.88888888888889,2.88703703703704,2.98189563365282,3,3.07692307692308,3.07692307692308,3.03452380952381
"60619","Chicago","IL","Chicago, IL","Cook",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05555555555556,0.997916666666667,1,1.03545454545455,1.05277777777778,1,0.956439393939394,1,1,1,1,1,1.04545454545455,1.06809210526316,1.0625,1.05,1.07692307692308,1,1.02142857142857,1.015625
"11229","New York","NY","New York, NY","Kings",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77777777777778,2.08420868347339,2.05902777777778,2.09090909090909,2.13793103448276,2.13111111111111,2.16666666666667,2.2096018735363,2.17378787878788,2,2.17855614973262,2,2.14630681818182,2.18181818181818,2.22301136363636,2.05929487179487,2.13084051724138,2.22649572649573,2.2,2.19866666666667,2.14814814814815
"94110","San Francisco","CA","San Francisco, CA","San Francisco",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3125,4.83333333333333,5,4.89444444444444,4.6,4.38709677419355,4.91266375545852,4.91266375545852,4.9975,5.45454545454545,5.20606060606061,4.63157894736842,4.31891891891892
"90034","Los Angeles","CA","Los Angeles, CA","Los Angeles",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35909090909091,2.4165873015873,2.35714285714286,2.45,2.42857142857143,2.45833333333333,2.54090909090909,2.58209677419355,2.56680731364276,2.59467592592593,2.48476590532281,2.49375,2.53005952380952,2.48930865006553,2.49541666666667,2.62285714285714,2.6972972972973,2.67740384615385,2.79447115384615,2.89855769230769
"33160","Sunny Isles Beach","FL","Miami, FL","Miami-Dade",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85483870967742,1.93653846153846,1.95439822359844,1.91014401598195,1.95567144719687,1.92307692307692,1.94743740074728,1.97183098591549,1.97183098591549,1.94444444444444,1.9393741851369,2.15880160029096,1.93477447127082,1.95567144719687,2.04545454545455,1.87200373771025,2.11965358784023,2.03007518796993,1.94660734149055,1.95331110052406,2.1280808833807,2.4375,2.29777951379694,2.26415094339623,2.20776202649314,2.2887323943662,2.22063037249284,2.23270440251572,2.2182559918409,2.25949179827185,2.23591785978356,2.24146792763158,2.20661985957874,2.21109436092709,2.16573260988553,2.18277066356228,2.18265517305098,2.18277066356228,2.26190476190476
"33139","Miami Beach","FL","Miami, FL","Miami-Dade",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90348837209302,2.71428571428571,2.63157894736842,2.65625,2.65654648956357,2.65486725663717,2.68409703773745,2.65654648956357,2.70773433007476,2.76923076923077,2.69911504424779,2.75114678899083,2.75369780939899,2.74862637362637,2.73302669339938,2.74509803921569,2.80112044817927,2.78688524590164,2.78175403225806,2.84559508288322,2.77777777777778,2.7497731626172,2.75808022797656,2.76386687797147,2.8125,2.8049303833683,2.87277701778386,2.82752120640905,2.80505460611211,2.88376220053239,2.85714285714286,2.85714285714286,2.8,2.82752120640905,2.99193548387097,2.93333333333333,2.87968747796409,2.82701596382831,3.125,3.1031746031746,2.88203753351206,2.89256198347107,2.86690622006359,2.96488590926856,2.97029702970297,3.00925925925926,2.93918918918919,2.94117647058824,2.94757326007326,2.97297297297297,2.97297297297297,3.03300865800866,3,2.97297297297297,2.87383540372671,2.89772727272727,2.92397660818713,2.82907934725781,2.88029036230475,3.05555555555556,3.05084745762712
"11377","New York","NY","New York, NY","Queens",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37254901960784,2.35357142857143,2.5,2.4,2.32142857142857,2.3625,2.17948717948718,2.5,2.53478260869565,2.47560419516644,2.47058823529412,2.5,2.5,2.42124060150376,2.45714285714286,2.4,2.39954599856755,2.51824817518248,2.42714285714286,2.42142857142857,2.46076923076923,2.51785714285714,2.58333333333333,2.72727272727273,2.66666666666667,2.66666666666667,2.6
"60617","Chicago","IL","Chicago, IL","Cook",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.952380952380952,0.996875,1.05555555555556,1,1,1.05128205128205,1.05,1.0534188034188,1.05263157894737,1.095,1.05263157894737,1.08636363636364,1.10555555555556,1.125,1.05555555555556,1.11111111111111
"10019","New York","NY","New York, NY","New York",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39066551426102,5.38311688311688,5.34124629080119,5.2987401463964,5.35714285714286,5.33033804022251,5.33033804022251,5.43484419263456,5.45875297561713,5.42857142857143,5.43076167076167,5.40748663101604,5.40041039671683,5.35300494484595,5.35100897034075,5.34615384615385,5.26732487070992,5.32734274711168,5.3125,5.39473684210526,5.5,5.50519750519751,5.375,5.3625170998632,5.38384615384615,5.32142857142857,5.31060606060606,5.34171291658255,5.21428571428571,5.1985049833887,5.39730134932534,5.31818181818182,5.3625170998632,5.3030612244898,5.40041039671683,5.4336383125335,5.4336383125335,5.3934126984127,5.3125,5.35608308605341,5.23809523809524,5.27328772505987,5.18811944842158,5.18811944842158,5.24892703862661,5.35608308605341,5.3812874251497,5.35982997850303,5.35714285714286,5.38762626262626
"78704","Austin","TX","Austin, TX","Travis",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69196036908183,1.69090909090909,1.66784037558685,1.64171842650104,1.59732540861813,1.57124518613607,1.57133687878232,1.58333333333333,1.58720930232558,1.52482269503546,1.40534920407285,1.42105263157895,1.44345238095238,1.4297520661157,1.46858552631579,1.59933665008292,1.4991347942657,1.54362416107383,1.54285714285714,1.52722443559097,1.72347520863354,1.59883720930233,1.59090909090909,1.5819722514928,1.5311510031679,1.46842105263158,1.42105263157895,1.47702407002188,1.56760772659733,1.71071428571429,1.81638953971733,1.61014288807101,1.58928571428571,1.45122773472879,1.60738255033557,1.44375,1.59484916125541,1.50569490131579,1.57866948257656,1.5952380952381,1.42997076023392,1.52631578947368,1.57051282051282,1.62577639751553,1.66758241758242,1.65217391304348,1.5952380952381,1.56428571428571,1.59,1.63376164424999,1.61042944785276,1.60890599909417,1.71630118289354,1.62470150302009,1.73768115942029,1.74619289340102,1.70157505285412,1.66666666666667,1.60131032278683,1.61383377307223,1.66245791245791
"11355","New York","NY","New York, NY","Queens",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86005314437555,2.00086058519793,2.16950050008825,2.15384615384615,2.33333333333333,2.42307692307692,2.35042735042735,2.37179487179487,2.34718578583353,2.5,2.46980431848853,2.5,2.42105263157895,2.17028380634391,2.17028380634391,2.32503766005523,2.30769230769231,2.18354567048154,2.17596991290578,2.25875336667949,2.23529411764706,2.25
"78666","San Marcos","TX","Austin, TX","Hays",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924922600619195,0.969387755102041,0.993827160493827,0.986014660493827,0.86726226076555,1.01437314440669,1.04938271604938,1.07333333333333,1.07833333333333,1.08333333333333,1.0625,0.983796296296296
"78745","Austin","TX","Austin, TX","Travis",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.13504074505239,1.23222748815166,1.12527246213672,1.12232142857143,1.13095238095238,1.13095238095238,1.06431026018655,1.04279233183245,1.13095238095238,1.22727272727273,1.24260355029586,1.23661395024616,1.2241054613936,1.16443536797519,1.19274809160305,1.18823876243772,1.17446494612745
"10314","New York","NY","New York, NY","Richmond",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01888050257615,0.94979797979798,1.02432778489117,0.938380281690141,0.965701851340149,0.96,0.875428284034829,0.92439293598234,0.836012861736334,0.818452380952381,0.857568139880337,0.957184305056646,1.02432778489117,0.979344729344729,0.935416666666667
"11215","New York","NY","New York, NY","Kings",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.1625,3.13636363636364,3.16091954022989,3.15514993481095,3.15717422630893,3.125,3.25833333333333,3.25,3.24915824915825,3.2,3.2,3.25,3.28296738572162,3.22828784119107,3.29411764705882,3.24287365177196,3.2,3.07539682539683,3.23725961538462,3.27525252525253,3.33333333333333,3.33333333333333,3.375,3.39561320754717,3.36363636363636,3.30165289256198,3.33333333333333,3.30094339622641,3.23076923076923,3.20870535714286,3.17741935483871,3.26666666666667,3.25,3.33333333333333,3.42857142857143,3.45,3.46940559440559,3.43181818181818
