"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-08-31,"94110","CA","San Francisco-Oakland-Hayward","San Francisco","San Francisco",86,4632,-0.00279870828848224,-0.00877380697624652,-0.00279870828848224,13459
2018-08-31,"60619","IL","Chicago-Naperville-Elgin","Cook","Chicago",87,1351,0.000740740740740741,0.00222551928783383,0,16391
2018-08-31,"33139","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade","Miami Beach",88,2000,-0.000499750124937531,-0.00842835894893406,-0.0300678952473327,33098
2018-08-31,"33411","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach","Royal Palm Beach",89,1934,0.000517330574236937,-0.00309278350515464,0.0146904512067156,30491
2018-08-31,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",90,3408,-0.00496350364963504,-0.0161662817551963,-0.0271196117613474,8210
2018-08-31,"44107","OH","Cleveland-Elyria","Cuyahoga","Lakewood",91,1207,0.00249169435215947,0.00499583680266445,-0.0218800648298217,15230
2018-08-31,"78745","TX","Austin-Round Rock","Travis","Austin",92,1636,0,-0.00122100122100122,-0.0144578313253012,17310
2018-08-31,"75067","TX","Dallas-Fort Worth-Arlington","Denton","Lewisville",93,1649,0,0,0,12128
2018-08-31,"33025","FL","Miami-Fort Lauderdale-West Palm Beach","Broward","Miramar",94,1664,0.00240963855421687,0.0054380664652568,0.0121654501216545,25052
2018-08-31,"11377","NY","New York-Newark-Jersey City","Queens","New York",95,2200,0,-0.000454338936846888,-0.0286975717439294,11766
2018-08-31,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",96,1750,0.0011441647597254,0.00748416810592977,0.138581652569941,16821
2018-08-31,"02169","MA","Boston-Cambridge-Newton","Norfolk","Quincy",97,2307,0.000867678958785249,0.00610553859572612,0.0180935569285084,14937
2018-08-31,"66062","KS","Kansas City","Johnson","Olathe",98,1749,0,0,0.00632911392405063,23670
2018-08-31,"23462","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",99,1313,0,0.00076219512195122,0.0131172839506173,21944
2018-08-31,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",100,2347,0.00470890410958904,0.00256300726185391,-0.00297366185216653,13556
2018-08-31,"44035","OH","Cleveland-Elyria","Lorain","Elyria",101,841,0.00119047619047619,0.00119047619047619,-0.00708382526564345,21011
2018-08-31,"95630","CA","Sacramento--Roseville--Arden-Arcade","Sacramento","Folsom",102,2232,0.00134589502018843,0.00179533213644524,-0.00134228187919463,22060
2018-08-31,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",103,2259,0.000886132033673017,-0.00308914386584289,0.0048932384341637,15492
2018-08-31,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",104,2335,0.000428449014567267,0,0.00171600171600172,22058
2018-08-31,"11234","NY","New York-Newark-Jersey City","Kings","New York",105,2179,-0.00137488542621448,-0.00638394892840857,-0.0166967509025271,21215
2018-08-31,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",106,2832,0,-0.000352982703847511,-0.00176242509693338,18098
2018-08-31,"85710","AZ","Tucson","Pima","Tucson",107,1141,0.00087719298245614,0.00087719298245614,0.00263620386643234,17105
2018-08-31,"28027","NC","Charlotte-Concord-Gastonia","Cabarrus","Concord",108,1386,-0.000720980533525595,-0.00287769784172662,-0.00287769784172662,21475
2018-08-31,"11355","NY","New York-Newark-Jersey City","Queens","New York",109,2205,0,-0.000453309156844968,-0.02,13892
2018-08-31,"19143","PA","Philadelphia-Camden-Wilmington","Philadelphia","Philadelphia",110,1129,0.000886524822695035,0.00534283170080142,0.0245009074410163,23038
2018-08-31,"60611","IL","Chicago-Naperville-Elgin","Cook","Chicago",111,1840,-0.001085776330076,-0.00540540540540541,-0.0758412857860372,30332
2018-08-31,"10314","NY","New York-Newark-Jersey City","Richmond","New York",112,2129,-0.000938526513374003,-0.00327715355805243,-0.0106877323420074,24931
2018-08-31,"37075","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner","Hendersonville",113,1689,0,-0.000591715976331361,0.00177935943060498,22651
2018-08-31,"60617","IL","Chicago-Naperville-Elgin","Cook","Chicago",114,1347,0,0.00223214285714286,0.00597460791635549,20708
2018-08-31,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",115,2840,-0.000703729767769177,-0.00664568030779993,-0.0599139357828534,9662
2018-08-31,"30281","GA","Atlanta-Sandy Springs-Roswell","Henry","Stockbridge",116,1272,0,0.00394632991318074,0.0644351464435146,20746
2018-08-31,"32210","FL","Jacksonville","Duval","Jacksonville",117,1053,0.000950570342205323,0.00477099236641221,0.0154291224686596,19993
2018-08-31,"85225","AZ","Phoenix-Mesa-Scottsdale","Maricopa","Chandler",118,1349,0,0,0.00746825989544436,20097
2018-08-31,"11215","NY","New York-Newark-Jersey City","Kings","New York",119,2634,-0.00151630022744503,-0.00566251415628539,-0.0428779069767442,19588
2018-08-31,"94558","CA","Napa","Napa","Napa",120,2890,0,0.00138600138600139,0.0938682816048448,16674
2018-08-31,"11211","NY","New York-Newark-Jersey City","Kings","New York",121,2705,-0.00294876520457059,-0.0116916331750091,-0.0965263861055444,12520
2018-08-31,"80134","CO","Denver-Aurora-Lakewood","Douglas","Parker",122,2429,0.00164948453608247,0.00621375310687655,0.0210172341319882,21379
2018-08-31,"91910","CA","San Diego-Carlsbad","San Diego","Chula Vista",123,2432,-0.000821692686935086,-0.00041101520756268,0.00912863070539419,16348
2018-08-31,"87114","NM","Albuquerque","Bernalillo","Albuquerque",124,1287,0,-0.00077639751552795,0.0254980079681275,20745
2018-08-31,"06010","CT","Hartford-West Hartford-East Hartford","Hartford","Bristol",125,1413,-0.00422832980972516,-0.0118881118881119,-0.016016713091922,19875
2018-08-31,"78240","TX","San Antonio-New Braunfels","Bexar","San Antonio",126,1339,-0.00149142431021626,-0.00297840655249442,-0.00667655786350148,12119
2018-08-31,"17603","PA","Lancaster","Lancaster","Lancaster",127,1149,0,0,0.00612959719789842,19093
2018-08-31,"85308","AZ","Phoenix-Mesa-Scottsdale","Maricopa","Glendale",128,1439,-0.000694444444444444,-0.00277200277200277,-0.00277200277200277,21852
2018-08-31,"89108","NV","Las Vegas-Henderson-Paradise","Clark","Las Vegas",129,1190,0.000841042893187553,0.00337268128161889,0.042031523642732,19609
2018-08-31,"93722","CA","Fresno","Fresno","Fresno",130,1348,0,0.00148588410104012,0.0361260568793236,20328
2018-08-31,"85281","AZ","Phoenix-Mesa-Scottsdale","Maricopa","Tempe",131,1321,-0.0030188679245283,-0.00900225056264066,-0.0134428678117999,13165
2018-08-31,"87111","NM","Albuquerque","Bernalillo","Albuquerque",132,1396,0.00143472022955524,0.0093998553868402,0.0348406226834692,18848
2018-08-31,"48180","MI","Detroit-Warren-Dearborn","Wayne","Taylor",133,982,-0.00304568527918782,-0.0110775427995972,-0.0110775427995972,21805
2018-08-31,"94533","CA","Vallejo-Fairfield","Solano","Fairfield",134,1949,0,0.00102722136620442,0.00412158681092221,18092
2018-08-31,"43081","OH","Columbus","Franklin","Westerville",135,1519,0.000658761528326746,0.00396563119629874,-0.00848563968668407,20728
2018-08-31,"43055","OH","Columbus","Licking","Newark",136,964,0.00731452455590387,0.0421621621621622,0.14218009478673,20737
2018-08-31,"15601","PA","Pittsburgh","Westmoreland","Greensburg",137,979,0,-0.00102040816326531,0.0549568965517241,19320
2018-08-31,"95608","CA","Sacramento--Roseville--Arden-Arcade","Sacramento","Carmichael",138,1827,0.000547645125958379,-0.00218459858001092,0.0241031390134529,18370
2018-08-31,"44060","OH","Cleveland-Elyria","Lake","Mentor",139,1290,0,0,-0.0344311377245509,24789
2018-08-31,"97229","OR","Portland-Vancouver-Hillsboro","Multnomah","Portland",140,2201,-0.000907852927825692,-0.00407239819004525,-0.0871007880547491,20715
2018-08-31,"11238","NY","New York-Newark-Jersey City","Kings","New York",141,2617,-0.000763650248186331,-0.00418569254185693,-0.0494006538321831,12554
2018-08-31,"85364","AZ","Yuma","Yuma","Yuma",142,876,0,0.00114285714285714,0.0115473441108545,17689
2018-08-31,"11385","NY","New York-Newark-Jersey City","Queens","New York",143,2204,0.000453926463912846,0.000453926463912846,-0.0200088928412628,14235
2018-08-31,"80013","CO","Denver-Aurora-Lakewood","Arapahoe","Aurora",144,1923,0.0015625,0.00733368255631221,0.0327604726100967,23726
2018-08-31,"77459","TX","Houston-The Woodlands-Sugar Land","Fort Bend","Missouri City",145,1800,-0.00166389351081531,-0.010989010989011,-0.0254466702761234,22569
2018-08-31,"33024","FL","Miami-Fort Lauderdale-West Palm Beach","Broward","Pembroke Pines",146,1797,-0.000556173526140156,-0.00166666666666667,0.0135363790186125,25540
2018-08-31,"91709","CA","Riverside-San Bernardino-Ontario","San Bernardino","Chino Hills",147,3103,0.00129073894804776,0.0130590923930787,0.0153795811518325,21205
2018-08-31,"43123","OH","Columbus","Franklin","Grove City",148,1385,0.000722543352601156,0,0.00727272727272727,21877
2018-08-31,"20906","MD","Washington-Arlington-Alexandria","Montgomery","Silver Spring",149,1946,0,-0.00205128205128205,0,22463
2018-08-31,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",150,4215,-0.00165798199905258,-0.00542708824917414,-0.00542708824917414,13004
2018-08-31,"78577","TX","McAllen-Edinburg-Mission","Hidalgo","Pharr",151,884,-0.00112994350282486,-0.0045045045045045,-0.037037037037037,16099
2018-08-31,"98012","WA","Seattle-Tacoma-Bellevue","Snohomish","Bothell",152,2295,-0.000435540069686411,-0.00130548302872063,-0.0389447236180905,20473
2018-08-31,"76028","TX","Dallas-Fort Worth-Arlington","Johnson","Burleson",153,1551,-0.00128783000643915,-0.00128783000643915,-0.0102105934907467,21510
2018-08-31,"14850","NY","Ithaca","Tompkins","Ithaca",154,1890,0,0.0106951871657754,0.0969239698200813,12458
2018-08-31,"34787","FL","Orlando-Kissimmee-Sanford","Orange","Winter Garden",155,1679,0.000595947556615018,0.00238805970149254,0.00599161174355902,17511
2018-08-31,"33908","FL","Cape Coral-Fort Myers","Lee","Fort Myers",156,1871,-0.00372736954206603,-0.01162176439514,0.0715922107674685,23214
2018-08-31,"02148","MA","Boston-Cambridge-Newton","Middlesex","Malden",157,2145,-0.000931532370749884,-0.00556328233657858,-0.0657665505226481,13808
2018-08-31,"65807","MO","Springfield","Greene","Springfield",158,825,0.00121359223300971,0.00243013365735115,0.0135135135135135,16903
2018-08-31,"33647","FL","Tampa-St. Petersburg-Clearwater","Hillsborough","Tampa",159,1697,0,-0.000588928150765607,-0.0179398148148148,21093
2018-08-31,"76063","TX","Dallas-Fort Worth-Arlington","Tarrant","Mansfield",160,1815,-0.00219901044529962,-0.00819672131147541,-0.0262875536480687,18962
2018-08-31,"44256","OH","Cleveland-Elyria","Medina","Medina",161,1487,-0.00134318334452653,-0.00668002672010688,-0.0837954405422058,21336
2018-08-31,"11373","NY","New York-Newark-Jersey City","Queens","New York",162,2201,0.000454545454545455,0.00136487716105551,-0.0169718624385887,12665
2018-08-31,"79938","TX","El Paso","El Paso","El Paso",163,1094,0,-0.00091324200913242,-0.00725952813067151,20679
2018-08-31,"60620","IL","Chicago-Naperville-Elgin","Cook","Chicago",164,1388,-0.000719942404607631,0.00361532899493854,0.0161054172767204,16391
2018-08-31,"95823","CA","Sacramento--Roseville--Arden-Arcade","Sacramento","Sacramento",165,1541,0.000649350649350649,0.00129954515919428,0.0426251691474966,16523
2018-08-31,"92677","CA","Los Angeles-Long Beach-Anaheim","Orange","Laguna Niguel",166,3361,0.000893388921977367,0.00478325859491779,-0.00767640980218482,24318
2018-08-31,"30040","GA","Atlanta-Sandy Springs-Roswell","Forsyth","Cumming",167,1693,-0.000590318772136954,-0.000590318772136954,0.0149880095923261,19659
2018-08-31,"75056","TX","Dallas-Fort Worth-Arlington","Denton","The Colony",168,1770,-0.000564652738565782,-0.00169204737732657,0.00797266514806378,15971
2018-08-31,"33009","FL","Miami-Fort Lauderdale-West Palm Beach","Broward","Hallandale",169,1643,0,0,0.0307402760351317,35649
2018-08-31,"45011","OH","Cincinnati","Butler","Hamilton",170,1494,0,0,0.0197952218430034,22399
2018-08-31,"06902","CT","Bridgeport-Stamford-Norwalk","Fairfield","Stamford",171,2261,0.00266075388026608,0.00533570475767008,-0.0216356555603635,15541
2018-08-31,"27410","NC","Greensboro-High Point","Guilford","Greensboro",172,1411,0,-0.00141542816702052,-0.00773558368495077,19349
