,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
46,1646,757 N Orleans St #2106,1325.0,2.0,2.0,"Chicago, IL 60654","['08/31/2018', '08/23/2018', '06/11/2018', '06/01/2018', '05/31/2018', '05/30/2018', '05/03/2018']",3.0,"['Pending', 'Listed for sale', 'Posting removed', 'Pending', 'Listed for sale', 'Posting removed', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,325 Square Feet']",08/23/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2008', '43 days on Trulia', '1,325 sqft', '$491/sqft', '105 views', '$736/monthly HOA']",650000.0,"[['2018-05-03 00:00:00', 650000, 'Listed for sale'], ['2018-05-30 00:00:00', 650000, 'Posting removed'], ['2018-05-31 00:00:00', 650000, 'Listed for sale'], ['2018-06-01 00:00:00', 650000, 'Pending'], ['2018-06-11 00:00:00', 650000, 'Posting removed'], ['2018-08-23 00:00:00', 650000, 'Listed for sale'], ['2018-08-31 00:00:00', 650000, 'Pending']]",491.0,"['$650,000', '$650,000', '$650,000', '$650,000', '$650,000', '$650,000', '$650,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/757-n-orleans-st-2106-chicago-il-60654--2104644273,105.0,2008.0,60654.0,93396,136959.0,14875,1646,"['0.1 km', '1.6 km', '0.2 km']",['1.9 km'],"['2 mins', '6 mins', '3 mins']",['10 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.89629010000001],[-87.6371089]
47,1647,653 N Kingsbury St #1204,750.0,1.0,1.0,"Chicago, IL 60654",,8.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '750 Square Feet']",07/09/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2004', '88 days on Trulia', '750 sqft', '$433/sqft', '89 views', '$554/monthly HOA']",325000.0,,433.0,,,,https://www.trulia.com/p/il/chicago/653-n-kingsbury-st-1204-chicago-il-60654--2104640371,89.0,2004.0,60654.0,93396,136959.0,14875,1647,"['1.0 km', '2.0 km', '0.1 km']",['3.1 km'],"['12 mins', '5 mins', '1 min']",['16 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8936783],[-87.6414515]
48,1648,501 N Clinton St #804,1285.0,2.0,2.0,"Chicago, IL 60654",,7.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,285 Square Feet']",09/27/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1999', '67 days on Trulia', '1,285 sqft', '$405/sqft', '77 views', '$749/monthly HOA']",520000.0,,405.0,,,,https://www.trulia.com/p/il/chicago/501-n-clinton-st-804-chicago-il-60654--2104632804,77.0,1999.0,60654.0,93396,136959.0,14875,1648,"['0.5 km', '2.0 km', '0.1 km']",['2.6 km'],"['7 mins', '5 mins', '1 min']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.890726],[-87.64217970000001]
49,1649,501 N Clinton St #1906,1400.0,2.0,2.0,"Chicago, IL 60654",,7.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,400 Square Feet']",09/17/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2000', '87 days on Trulia', '1,400 sqft', '$393/sqft', '81 views', '$1,022/monthly HOA']",550000.0,,393.0,,,,https://www.trulia.com/p/il/chicago/501-n-clinton-st-1906-chicago-il-60654--2104632680,81.0,2000.0,60654.0,93396,136959.0,14875,1649,"['0.5 km', '2.0 km', '0.1 km']",['2.6 km'],"['7 mins', '5 mins', '1 min']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.890726],[-87.64217970000001]
50,1650,33 W Ontario St #17H,1200.0,2.0,2.0,"Chicago, IL 60654","['06/27/2018', '03/03/2016', '02/29/2016', '01/23/2016', '01/20/2016', '08/16/2012', '08/02/2012', '06/17/2012', '04/25/2012', '02/23/2012', '08/18/2005']",0.0,"['Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,200 Square Feet']",07/04/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '100 days on Trulia', '1,200 sqft', '$399/sqft', '49 views', '$679/monthly HOA']",479000.0,"[['2005-08-18 00:00:00', 420000, 'Sold'], ['2012-02-23 00:00:00', 399000, 'Listed for sale'], ['2012-04-25 00:00:00', 389000, 'Price change'], ['2012-06-17 00:00:00', 389000, 'Pending'], ['2012-08-02 00:00:00', 389000, 'Posting removed'], ['2012-08-16 00:00:00', 375000, 'Sold'], ['2016-01-20 00:00:00', 450000, 'Listed for sale'], ['2016-01-23 00:00:00', 450000, 'Pending'], ['2016-02-29 00:00:00', 450000, 'Posting removed'], ['2016-03-03 00:00:00', 443500, 'Sold'], ['2018-06-27 00:00:00', 479000, 'Listed for sale']]",399.0,"['$479,000', '$443,500', '$450,000', '$450,000', '$450,000', '$375,000', '$389,000', '$389,000', '$389,000', '$399,000', '$420,000']","['Condo', 'Lot Size: 0.85 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/33-w-ontario-st-17h-chicago-il-60654--2104624197,49.0,2003.0,60654.0,93396,136959.0,14875,1650,"['0.3 km', '0.7 km', '0.2 km']",['1.2 km'],"['3 mins', '2 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8932248],[-87.6292094]
51,1651,435 W Erie St #708,1550.0,3.0,3.0,"Chicago, IL 60654",,6.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '1,550 Square Feet']",09/13/2018,,,&lpar;Near North&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1997', '66 days on Trulia', '1,550 sqft', '$468/sqft', '200 views', '$801/monthly HOA']",725000.0,,468.0,,,,https://www.trulia.com/p/il/chicago/435-w-erie-st-708-chicago-il-60654--2104629481,200.0,1997.0,60654.0,93396,136959.0,14875,1651,"['0.5 km', '1.6 km', '0.2 km']",['2.3 km'],"['7 mins', '6 mins', '3 mins']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8938825],[-87.6400862]
52,1652,500 W Superior St #610,930.0,2.0,2.0,"Chicago, IL 60654","['07/24/2018', '03/08/2017', '01/07/2017', '12/02/2016', '08/05/2010', '08/04/2010', '07/01/2010', '06/22/2010', '06/01/2010', '05/29/2010', '05/13/2010', '04/20/2010', '04/10/2010', '04/02/2010', '03/26/2010', '03/05/2010', '02/17/2010']",3.0,"['Listed for sale', 'Posting removed', 'Pending', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '930 Square Feet']",07/24/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2005', '73 days on Trulia', '930 sqft', '$430/sqft', '195 views', '$718/monthly HOA']",400000.0,"[['2010-02-17 00:00:00', 359000, 'Listed for sale'], ['2010-03-05 00:00:00', 349000, 'Price change'], ['2010-03-26 00:00:00', 348000, 'Price change'], ['2010-04-02 00:00:00', 347500, 'Price change'], ['2010-04-10 00:00:00', 349500, 'Price change'], ['2010-04-20 00:00:00', 347000, 'Price change'], ['2010-05-13 00:00:00', 346000, 'Price change'], ['2010-05-29 00:00:00', 344900, 'Price change'], ['2010-06-01 00:00:00', 339000, 'Price change'], ['2010-06-22 00:00:00', 338000, 'Price change'], ['2010-07-01 00:00:00', 349000, 'Price change'], ['2010-08-04 00:00:00', 347500, 'Price change'], ['2010-08-05 00:00:00', 347500, 'Posting removed'], ['2016-12-02 00:00:00', 399900, 'Listed for sale'], ['2017-01-07 00:00:00', 399900, 'Pending'], ['2017-03-08 00:00:00', 399900, 'Posting removed'], ['2018-07-24 00:00:00', 400000, 'Listed for sale']]",430.0,"['$400,000', '$399,900', '$399,900', '$399,900', '$347,500', '$347,500', '$349,000', '$338,000', '$339,000', '$344,900', '$346,000', '$347,000', '$349,500', '$347,500', '$348,000', '$349,000', '$359,000']","['Condo', 'Lot Size: 2.17 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/500-w-superior-st-610-chicago-il-60654--2104632570,195.0,2005.0,60654.0,93396,136959.0,14875,1652,"['0.6 km', '1.6 km', '0.2 km']",['2.3 km'],"['7 mins', '6 mins', '3 mins']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8955145],[-87.6427989]
53,1653,501 N Clinton St #3203,2617.0,4.0,4.0,"Chicago, IL 60654",,3.0,,"['4 Bedrooms', '4 Bathrooms', 'Condo', '2,617 Square Feet']",08/28/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '4 Beds', '4 Baths', 'Built in 2001', '53 days on Trulia', '2,617 sqft', '$516/sqft', '101 views', '$1,912/monthly HOA']",1350000.0,,516.0,,,,https://www.trulia.com/p/il/chicago/501-n-clinton-st-3203-chicago-il-60654--2104632763,101.0,2001.0,60654.0,93396,136959.0,14875,1653,"['0.5 km', '2.0 km', '0.1 km']",['2.6 km'],"['7 mins', '5 mins', '1 min']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.890726],[-87.64217970000001]
54,1654,300 W Grand Ave #203,780.0,1.0,1.0,"Chicago, IL 60654","['09/02/2018', '08/02/2018', '06/15/2016', '12/22/2003']",4.0,"['Price change', 'Listed for sale', 'Sold', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '780 Square Feet']",10/01/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1923', '64 days on Trulia', '780 sqft', '$365/sqft', '103 views', '$320/monthly HOA']",285000.0,"[['2003-12-22 00:00:00', 108000, 'Sold'], ['2016-06-15 00:00:00', 1700, 'Sold'], ['2018-08-02 00:00:00', 305000, 'Listed for sale'], ['2018-09-02 00:00:00', 295000, 'Price change']]",365.0,"['$295,000', '$305,000', '$1,700', '$108,000']","['Condo', 'Lot Size: 0.34 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/300-w-grand-ave-203-chicago-il-60654--2104622474,103.0,1923.0,60654.0,93396,136959.0,14875,1654,"['0.4 km', '0.6 km', '0.2 km']",['1.2 km'],"['5 mins', '3 mins', '3 mins']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8916186],[-87.635986]
55,1655,600 N Dearborn St #1908,1420.0,2.0,2.0,"Chicago, IL 60654",,0.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,420 Square Feet']",07/24/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2001', '80 days on Trulia', '1,420 sqft', '$349/sqft', '256 views', '$958/monthly HOA']",495000.0,,349.0,,,,https://www.trulia.com/p/il/chicago/600-n-dearborn-st-1908-chicago-il-60654--2104638213,256.0,2001.0,60654.0,93396,136959.0,14875,1655,"['0.2 km', '0.7 km', '0.2 km']",['1.2 km'],"['3 mins', '2 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.89263200000001],[-87.62973629999999]
56,1656,630 N Franklin St #807,822.0,1.0,1.0,"Chicago, IL 60654","['07/26/2018', '06/18/2018', '05/20/2018']",1.0,"['Listed for sale', 'Posting removed', 'Listed for sale']","['1 Bedroom', '1 Bathroom', 'Condo', '822 Square Feet']",09/24/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2005', '71 days on Trulia', '822 sqft', '$341/sqft', '228 views', '$302/monthly HOA']",280000.0,"[['2018-05-20 00:00:00', 300000, 'Listed for sale'], ['2018-06-18 00:00:00', 300000, 'Posting removed'], ['2018-07-26 00:00:00', 284900, 'Listed for sale']]",341.0,"['$284,900', '$300,000', '$300,000']","['Condo', 'Lot Size: 0.56 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/630-n-franklin-st-807-chicago-il-60654--2104639157,228.0,2005.0,60654.0,93396,136959.0,14875,1656,"['0.3 km', '1.6 km', '0.2 km']",['2.1 km'],"['4 mins', '6 mins', '3 mins']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8933555],[-87.63566639999999]
57,1657,600 N Kingsbury St #1703,1285.0,2.0,2.0,"Chicago, IL 60654","['07/27/2018', '06/27/2018', '04/04/2015', '03/26/2015', '03/07/2015', '09/29/2008', '11/28/2006']",0.0,"['Price change', 'Posting removed', 'Posting removed', 'Pending', 'Listed for sale', 'Sold', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,285 Square Feet']",10/02/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2002', '100 days on Trulia', '1,285 sqft', '$350/sqft', '115 views', '$735/monthly HOA']",449900.0,"[['2006-11-28 00:00:00', 352500, 'Sold'], ['2008-09-29 00:00:00', 21000, 'Sold'], ['2015-03-07 00:00:00', 499950, 'Listed for sale'], ['2015-03-26 00:00:00', 499950, 'Pending'], ['2015-04-04 00:00:00', 499950, 'Posting removed'], ['2018-06-27 00:00:00', 515000, 'Posting removed'], ['2018-07-27 00:00:00', 475000, 'Price change']]",350.0,"['$475,000', '$515,000', '$499,950', '$499,950', '$499,950', '$21,000', '$352,500']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/600-n-kingsbury-st-1703-chicago-il-60654--2104638518,115.0,2002.0,60654.0,93396,136959.0,14875,1657,"['0.9 km', '2.0 km', '0.1 km']",['3.0 km'],"['11 mins', '5 mins', '1 min']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8930289],[-87.6411236]
58,1658,411 W Ontario St #220,1200.0,2.0,2.0,"Chicago, IL 60654","['07/24/2018', '07/05/2018', '07/01/2016', '06/21/2016', '04/20/2016', '04/07/2016', '09/01/2005', '03/05/1998']",2.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,200 Square Feet']",10/02/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1908', '92 days on Trulia', '1,200 sqft', '$366/sqft', '149 views', '$561/monthly HOA']",439000.0,"[['1998-03-05 00:00:00', 192000, 'Sold'], ['2005-09-01 00:00:00', 330000, 'Sold'], ['2016-04-07 00:00:00', 439900, 'Listed for sale'], ['2016-04-20 00:00:00', 419900, 'Price change'], ['2016-06-21 00:00:00', 419900, 'Posting removed'], ['2016-07-01 00:00:00', 420000, 'Sold'], ['2018-07-05 00:00:00', 475000, 'Listed for sale'], ['2018-07-24 00:00:00', 450000, 'Price change']]",366.0,"['$450,000', '$475,000', '$420,000', '$419,900', '$419,900', '$439,900', '$330,000', '$192,000']","['Condo', 'Lot Size: 1.21 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/411-w-ontario-st-220-chicago-il-60654--2104628810,149.0,1908.0,60654.0,93396,136959.0,14875,1658,"['0.6 km', '1.6 km', '0.2 km']",['2.4 km'],"['7 mins', '6 mins', '3 mins']",['16 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8930772],[-87.6398502]
59,1659,33 W Ontario St #42D,1350.0,2.0,2.0,"Chicago, IL 60654","['09/11/2018', '08/09/2018', '08/02/2018', '07/26/2018', '06/21/2018']",6.0,"['Price change', 'Price change', 'Pending to active status', 'Pending', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,350 Square Feet']",10/03/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '106 days on Trulia', '1,350 sqft', '$361/sqft', '139 views', '$852/monthly HOA']",488000.0,"[['2018-06-21 00:00:00', 500000, 'Listed for sale'], ['2018-07-26 00:00:00', 500000, 'Pending'], ['2018-08-02 00:00:00', 500000, 'Pending to active status'], ['2018-08-09 00:00:00', 495000, 'Price change'], ['2018-09-11 00:00:00', 490000, 'Price change']]",361.0,"['$490,000', '$495,000', '$500,000', '$500,000', '$500,000']","['Condo', 'Lot Size: 0.85 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/33-w-ontario-st-42d-chicago-il-60654--2104624398,139.0,2003.0,60654.0,93396,136959.0,14875,1659,"['0.3 km', '0.7 km', '0.2 km']",['1.2 km'],"['3 mins', '2 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8932248],[-87.6292094]
60,1660,400 N La Salle Dr #1101,860.0,1.0,1.0,"Chicago, IL 60654","['07/27/2018', '08/13/2015', '07/31/2015', '06/30/2015', '06/05/2015', '05/07/2015', '04/28/2015', '03/10/2015']",0.0,"['Listed for sale', 'Sold', 'Posting removed', 'Listed for sale', 'Pending', 'Price change', 'Price change', 'Listed for sale']","['1 Bedroom', '1 Bathroom', 'Condo', '860 Square Feet']",07/27/2018,,,&lpar;River North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2003', '70 days on Trulia', '860 sqft', '$401/sqft', '62 views', '$484/monthly HOA']",345000.0,"[['2015-03-10 00:00:00', 340000, 'Listed for sale'], ['2015-04-28 00:00:00', 339000, 'Price change'], ['2015-05-07 00:00:00', 334900, 'Price change'], ['2015-06-05 00:00:00', 334900, 'Pending'], ['2015-06-30 00:00:00', 334900, 'Listed for sale'], ['2015-07-31 00:00:00', 334900, 'Posting removed'], ['2015-08-13 00:00:00', 325000, 'Sold'], ['2018-07-27 00:00:00', 345000, 'Listed for sale']]",401.0,"['$345,000', '$325,000', '$334,900', '$334,900', '$334,900', '$334,900', '$339,000', '$340,000']","['Condo', 'Lot Size: 0.64 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/400-n-la-salle-dr-1101-chicago-il-60654--2104627992,62.0,2003.0,60654.0,93396,136959.0,14875,1660,"['0.2 km', '0.6 km', '0.2 km']",['1.0 km'],"['2 mins', '3 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.889652],[-87.63269009999999]
61,1661,345 N La Salle Dr #3601,1160.0,2.0,2.0,"Chicago, IL 60654","['09/11/2018', '08/28/2018', '08/13/2018', '07/10/2018']",7.0,"['Price change', 'Price change', 'Price change', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,160 Square Feet']",09/11/2018,,,&lpar;River North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2002', '87 days on Trulia', '1,160 sqft', '$404/sqft', '155 views', '$716/monthly HOA']",469000.0,"[['2018-07-10 00:00:00', 485000, 'Listed for sale'], ['2018-08-13 00:00:00', 479000, 'Price change'], ['2018-08-28 00:00:00', 474000, 'Price change'], ['2018-09-11 00:00:00', 469000, 'Price change']]",404.0,"['$469,000', '$474,000', '$479,000', '$485,000']","['Condo', 'Lot Size: 0.43 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/345-n-la-salle-dr-3601-chicago-il-60654--2104625245,155.0,2002.0,60654.0,93396,136959.0,14875,1661,"['0.5 km', '0.5 km', '0.1 km']",['1.0 km'],"['6 mins', '2 mins', '1 min']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.889162],[-87.63203690000002]
62,1662,520 W Huron St #320,1380.0,2.0,2.0,"Chicago, IL 60654",,2.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,380 Square Feet']",09/09/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2001', '82 days on Trulia', '1,380 sqft', '$398/sqft', '165 views', '$640/monthly HOA']",549900.0,,398.0,,,,https://www.trulia.com/p/il/chicago/520-w-huron-st-320-chicago-il-60654--2104634540,165.0,2001.0,60654.0,93396,136959.0,14875,1662,"['0.6 km', '1.6 km', '0.2 km']",['2.4 km'],"['7 mins', '6 mins', '3 mins']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8947387],[-87.64199769999999]
63,1663,545 N Dearborn St #906,765.0,1.0,1.0,"Chicago, IL 60654",,3.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '765 Square Feet']",10/04/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2003', '83 days on Trulia', '765 sqft', '$392/sqft', '106 views', '$565/monthly HOA']",299900.0,,392.0,,,,https://www.trulia.com/p/il/chicago/545-n-dearborn-st-906-chicago-il-60654--2192163751,106.0,2003.0,60654.0,93396,136959.0,14875,1663,"['0.2 km', '0.7 km', '0.2 km']",['1.1 km'],"['2 mins', '2 mins', '3 mins']",['6 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.892139],[-87.6296241]
64,1664,300 N State St #2635,725.0,1.0,1.0,"Chicago, IL 60654","['08/23/2018', '08/08/2018', '07/24/2018', '09/13/2017', '09/30/2016', '07/29/2016', '06/01/2016', '04/27/2016', '06/04/2014', '06/04/2014', '04/05/2014', '03/11/2014', '09/10/2013', '05/03/2013', '09/14/2012', '08/10/2012']",3.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Sold', 'Pending', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale']","['1 Bedroom', '1 Bathroom', 'Condo', '725 Square Feet']",10/03/2018,,,&lpar;River North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1961', '73 days on Trulia', '725 sqft', '$428/sqft', '132 views', '$432/monthly HOA']",310000.0,"[['2012-08-10 00:00:00', 250000, 'Listed for sale'], ['2012-09-14 00:00:00', 230000, 'Price change'], ['2013-05-03 00:00:00', 220000, 'Price change'], ['2013-09-10 00:00:00', 220000, 'Posting removed'], ['2014-03-11 00:00:00', 235000, 'Listed for sale'], ['2014-04-05 00:00:00', 235000, 'Pending'], ['2014-06-04 00:00:00', 235000, 'Posting removed'], ['2014-06-04 00:00:00', 220000, 'Sold'], ['2016-04-27 00:00:00', 244900, 'Listed for sale'], ['2016-06-01 00:00:00', 238000, 'Price change'], ['2016-07-29 00:00:00', 233000, 'Price change'], ['2016-09-30 00:00:00', 233000, 'Posting removed'], ['2017-09-13 00:00:00', 225000, 'Sold'], ['2018-07-24 00:00:00', 330000, 'Listed for sale'], ['2018-08-08 00:00:00', 320000, 'Price change'], ['2018-08-23 00:00:00', 315000, 'Price change']]",428.0,"['$315,000', '$320,000', '$330,000', '$225,000', '$233,000', '$233,000', '$238,000', '$244,900', '$235,000', '$220,000', '$235,000', '$235,000', '$220,000', '$220,000', '$230,000', '$250,000']","['Condo', 'Lot Size: 0.59 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/300-n-state-st-2635-chicago-il-60654--2104621718,132.0,1961.0,60654.0,93396,136959.0,14875,1664,"['0.3 km', '0.3 km', '0.2 km']",['0.8 km'],"['4 mins', '1 min', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8884346],[-87.62813949999999]
65,1665,33 W Ontario St #26A,1310.0,2.0,2.0,"Chicago, IL 60654",,2.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,310 Square Feet']",09/14/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '82 days on Trulia', '1,310 sqft', '$372/sqft', '143 views', '$870/monthly HOA']",487000.0,,372.0,,,,https://www.trulia.com/p/il/chicago/33-w-ontario-st-26a-chicago-il-60654--2104624271,143.0,2003.0,60654.0,93396,136959.0,14875,1665,"['0.3 km', '0.7 km', '0.2 km']",['1.2 km'],"['3 mins', '2 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8932248],[-87.6292094]
66,1666,465 W Superior St,9400.0,8.0,5.0,"Chicago, IL 60654","['08/07/2018', '11/22/2017', '06/06/2017', '03/24/2005', '08/02/2002', '07/22/2002', '07/11/2001']",9.0,"['Listed for sale', 'Posting removed', 'Listed for sale', 'Sold', 'Sold', 'Sold', 'Sold']","['5 Bedrooms', '8 Bathrooms', 'Single-Family Home', '9,400 Square Feet', 'Lot Size: 3654 sqft']",08/07/2018,3654.0,sqft,&lpar;Near North&rpar;,"['Single-Family Home', '5 Beds', '8 Baths', 'Built in 2001', '59 days on Trulia', '3654 sqft lot size', '9,400 sqft', '$479/sqft', '1076 views']",4500000.0,"[['2001-07-11 00:00:00', 1298000, 'Sold'], ['2002-07-22 00:00:00', 752500, 'Sold'], ['2002-08-02 00:00:00', 770000, 'Sold'], ['2005-03-24 00:00:00', 2980000, 'Sold'], ['2017-06-06 00:00:00', 4500000, 'Listed for sale'], ['2017-11-22 00:00:00', 4500000, 'Posting removed'], ['2018-08-07 00:00:00', 4500000, 'Listed for sale']]",479.0,"['$4,500,000', '$4,500,000', '$4,500,000', '$2,980,000', '$770,000', '$752,500', '$1,298,000']","['5 Bedrooms', '5 Bathrooms', 'Single-Family Home', '8,306 Square Feet', 'Lot Size: 3,653 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/465-w-superior-st-chicago-il-60654--2104630478,1076.0,2001.0,60654.0,93396,136959.0,14875,1666,"['0.4 km', '1.6 km', '0.2 km']",['2.2 km'],"['5 mins', '6 mins', '3 mins']",['13 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8954721],[-87.6410459]
67,1667,360 W Illinois St #213,1660.0,2.0,2.0,"Chicago, IL 60654",,4.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,660 Square Feet']",10/01/2018,,,&lpar;River North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1921', '4 days on Trulia', '1,660 sqft', '$442/sqft', '13 views', '$752/monthly HOA']",734000.0,,442.0,,,,https://www.trulia.com/p/il/chicago/360-w-illinois-st-213-chicago-il-60654--2104626854,13.0,1921.0,60654.0,93396,136959.0,14875,1667,"['0.5 km', '0.6 km', '0.2 km']",['1.3 km'],"['7 mins', '3 mins', '3 mins']",['12 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8907624],[-87.6385291]
