,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
0,6700,1519 E 85th Pl,1137.0,1.0,3.0,"Chicago, IL 60619",,5.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,137 Square Feet', 'Lot Size: 3750 sqft']",09/25/2018,3750.0,sqft,&lpar;Marynook&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1917', '35 days on Trulia', '3750 sqft lot size', '1,137 sqft', '$74/sqft', '228 views']",84500.0,,74.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,432 Square Feet', 'Lot Size: 3,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1519-e-85th-pl-chicago-il-60619--2104092473,228.0,1917.0,60619.0,37123,47127.0,63825,6700,"['1.5 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['20.0 km'],"['20 mins', '7 mins', '4 mins', '26 mins', '1 min']",['54 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9922311],[-87.7606139]
1,6701,8022 S Woodlawn Ave,1600.0,3.0,4.0,"Chicago, IL 60619","['09/14/2018', '08/03/2018', '07/25/2018', '07/09/2018']",8.0,"['Pending', 'Pending to active status', 'Pending', 'Listed for sale']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,600 Square Feet', 'Lot Size: 3841 sqft']",09/24/2018,3841.0,sqft,&lpar;Avalon Park&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1920', '88 days on Trulia', '3841 sqft lot size', '1,600 sqft', '$123/sqft', '446 views']",197500.0,"[['2018-07-09 00:00:00', 200000, 'Listed for sale'], ['2018-07-25 00:00:00', 200000, 'Pending'], ['2018-08-03 00:00:00', 200000, 'Pending to active status'], ['2018-09-14 00:00:00', 200000, 'Pending']]",123.0,"['$200,000', '$200,000', '$200,000', '$200,000']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,112 Square Feet', 'Lot Size: 3,844 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/8022-s-woodlawn-ave-chicago-il-60619--2104102824,446.0,1920.0,60619.0,37123,47127.0,63825,6701,"['0.5 km', '15.6 km', '0.4 km']",['16.5 km'],"['5 mins', '28 mins', '6 mins']",['39 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Metra Electric'],[41.7488177],[-87.5954569]
2,6702,9355 S King Dr,987.0,2.0,4.0,"Chicago, IL 60619","['06/27/2018', '06/18/2018', '05/27/2018', '08/07/2016', '07/08/2016', '05/31/2016', '05/11/2016', '04/29/2016', '04/11/2016', '03/28/2016']",4.0,"['Posting removed', 'Pending', 'Listed for sale', 'Posting removed', 'Pending', 'Price change', 'Pending', 'Pending to active status', 'Pending', 'Listed for sale']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '987 Square Feet', 'Lot Size: 4338 sqft']",10/01/2018,4338.0,sqft,&lpar;Burnside&rpar;,"['Single-Family Home', '4 Beds', '2 Baths', 'Built in 1911', '4 days on Trulia', '4338 sqft lot size', '987 sqft', '$187/sqft', '819 views']",185000.0,"[['2016-03-28 00:00:00', 40000, 'Listed for sale'], ['2016-04-11 00:00:00', 40000, 'Pending'], ['2016-04-29 00:00:00', 40000, 'Pending to active status'], ['2016-05-11 00:00:00', 40000, 'Pending'], ['2016-05-31 00:00:00', 32900, 'Price change'], ['2016-07-08 00:00:00', 32900, 'Pending'], ['2016-08-07 00:00:00', 32900, 'Posting removed'], ['2018-05-27 00:00:00', 175000, 'Listed for sale'], ['2018-06-18 00:00:00', 175000, 'Pending'], ['2018-06-27 00:00:00', 175000, 'Posting removed']]",187.0,"['$175,000', '$175,000', '$175,000', '$32,900', '$32,900', '$32,900', '$40,000', '$40,000', '$40,000', '$40,000']","['3 Bedrooms', '1.5 Bathrooms', 'Single-Family Home', '987 Square Feet', 'Lot Size: 4,340 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/9355-s-king-dr-chicago-il-60619--2104111546,819.0,1911.0,60619.0,37123,47127.0,63825,6702,"['1.3 km', '18.4 km', '0.2 km']",['20.0 km'],"['17 mins', '27 mins', '3 mins']",['42 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.7239608],[-87.61414599999999]
3,6703,9428 S Calumet Ave,1220.0,2.0,3.0,"Chicago, IL 60619","['09/13/2018', '08/27/2018', '08/11/2018', '01/06/2017', '12/13/2016']",5.0,"['Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,220 Square Feet', 'Lot Size: 3720 sqft']",09/13/2018,3720.0,sqft,&lpar;West Chesterfield&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1942', '55 days on Trulia', '3720 sqft lot size', '1,220 sqft', '$161/sqft', '565 views']",196900.0,"[['2016-12-13 00:00:00', 64200, 'Listed for sale'], ['2017-01-06 00:00:00', 64200, 'Posting removed'], ['2018-08-11 00:00:00', 207000, 'Listed for sale'], ['2018-08-27 00:00:00', 201900, 'Price change'], ['2018-09-13 00:00:00', 196900, 'Price change']]",161.0,"['$196,900', '$201,900', '$207,000', '$64,200', '$64,200']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,213 Square Feet', 'Lot Size: 3,720 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/9428-s-calumet-ave-chicago-il-60619--2104111879,565.0,1942.0,60619.0,37123,47127.0,63825,6703,"['1.1 km', '18.4 km', '0.2 km']",['19.7 km'],"['14 mins', '27 mins', '3 mins']",['42 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.7228265],[-87.6154218]
4,6704,7355 S Michigan Ave,2200.0,2.0,4.0,"Chicago, IL 60619","['08/07/2018', '07/25/2018', '11/06/2013', '09/24/2013', '07/31/2013', '06/18/2013', '01/31/2013', '11/13/2012', '11/09/2012', '05/15/2012']",2.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '2,200 Square Feet', 'Lot Size: 5314 sqft']",08/07/2018,5314.0,sqft,&lpar;Park Manor&rpar;,"['Single-Family Home', '4 Beds', '2 Baths', 'Built in 1915', '72 days on Trulia', '5314 sqft lot size', '2,200 sqft', '$75/sqft', '492 views']",163900.0,"[['2012-05-15 00:00:00', 40000, 'Sold'], ['2012-11-09 00:00:00', 149900, 'Listed for sale'], ['2012-11-13 00:00:00', 139900, 'Price change'], ['2013-01-31 00:00:00', 124900, 'Price change'], ['2013-06-18 00:00:00', 119900, 'Price change'], ['2013-07-31 00:00:00', 119900, 'Pending'], ['2013-09-24 00:00:00', 119900, 'Posting removed'], ['2013-11-06 00:00:00', 117000, 'Sold'], ['2018-07-25 00:00:00', 169000, 'Listed for sale'], ['2018-08-07 00:00:00', 163900, 'Price change']]",75.0,"['$163,900', '$169,000', '$117,000', '$119,900', '$119,900', '$119,900', '$124,900', '$139,900', '$149,900', '$40,000']","['4 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,002 Square Feet', 'Lot Size: 5,313 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/7355-s-michigan-ave-chicago-il-60619--2104097691,492.0,1915.0,60619.0,37123,47127.0,63825,6704,"['1.3 km', '13.2 km', '0.2 km']",['14.7 km'],"['16 mins', '20 mins', '3 mins']",['39 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.7603368],[-87.62153400000001]
5,6705,745 E 73rd St,1750.0,4.0,5.0,"Chicago, IL 60619","['08/29/2018', '08/13/2018', '07/18/2018', '09/04/2017', '08/30/2017', '08/28/2017', '08/24/2017', '07/14/2017', '05/25/2017', '05/08/2017', '04/03/2017', '02/03/2017', '10/21/2016', '10/04/2016', '09/30/2016', '09/19/2016', '09/13/2016', '09/06/2016', '08/06/2016', '07/26/2016', '06/30/2016', '06/04/2016', '09/07/2000']",9.0,"['Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Sold', 'Pending', 'Pending to active status', 'Pending', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Sold', 'Price change', 'Price change', 'Posting removed', 'Pending', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['5 Bedrooms', '4 Bathrooms', 'Single-Family Home', '1,750 Square Feet', 'Lot Size: 2400 sqft']",10/01/2018,2400.0,sqft,&lpar;Park Manor&rpar;,"['Single-Family Home', '5 Beds', '4 Baths', 'Built in 1891', '79 days on Trulia', '2400 sqft lot size', '1,750 sqft', '$134/sqft', '183 views']",235000.0,"[['2000-09-07 00:00:00', 42000, 'Sold'], ['2016-06-04 00:00:00', 14500, 'Listed for sale'], ['2016-06-30 00:00:00', 12500, 'Price change'], ['2016-07-26 00:00:00', 10700, 'Price change'], ['2016-08-06 00:00:00', 10700, 'Pending'], ['2016-09-06 00:00:00', 10700, 'Posting removed'], ['2016-09-13 00:00:00', 29500, 'Price change'], ['2016-09-19 00:00:00', 25000, 'Price change'], ['2016-09-30 00:00:00', 2500, 'Sold'], ['2016-10-04 00:00:00', 16500, 'Price change'], ['2016-10-21 00:00:00', 13500, 'Price change'], ['2017-02-03 00:00:00', 10000, 'Price change'], ['2017-04-03 00:00:00', 19500, 'Price change'], ['2017-05-08 00:00:00', 12500, 'Price change'], ['2017-05-25 00:00:00', 12500, 'Posting removed'], ['2017-07-14 00:00:00', 12500, 'Pending'], ['2017-08-24 00:00:00', 12500, 'Pending to active status'], ['2017-08-28 00:00:00', 12500, 'Pending'], ['2017-08-30 00:00:00', 13000, 'Sold'], ['2017-09-04 00:00:00', 12500, 'Posting removed'], ['2018-07-18 00:00:00', 259000, 'Listed for sale'], ['2018-08-13 00:00:00', 249000, 'Price change'], ['2018-08-29 00:00:00', 235000, 'Price change']]",134.0,"['$235,000', '$249,000', '$259,000', '$12,500', '$13,000', '$12,500', '$12,500', '$12,500', '$12,500', '$12,500', '$19,500', '$10,000', '$13,500', '$16,500', '$2,500', '$25,000', '$29,500', '$10,700', '$10,700', '$10,700', '$12,500', '$14,500', '$42,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,750 Square Feet', 'Lot Size: 2,400 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/745-e-73rd-st-chicago-il-60619--2104098554,183.0,1891.0,60619.0,37123,47127.0,63825,6705,"['1.1 km', '14.7 km', '0.4 km']",['16.2 km'],"['13 mins', '26 mins', '6 mins']",['45 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Metra Electric'],[41.7621899],[-87.60616449999999]
6,6706,721 E 89th Pl,1350.0,2.0,3.0,"Chicago, IL 60619","['07/19/2018', '07/17/2018', '10/05/2017', '10/05/2017', '09/06/2017', '08/17/2017', '05/23/2017', '01/30/2017', '06/16/2016', '02/11/2016']",0.0,"['Pending to active status', 'Listed for sale', 'Posting removed', 'Sold', 'Pending', 'Price change', 'Pending', 'Price change', 'Price change', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,350 Square Feet', 'Lot Size: 4390 sqft']",07/19/2018,4390.0,sqft,&lpar;Burnside&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1922', '80 days on Trulia', '4390 sqft lot size', '1,350 sqft', '$133/sqft', '141 views']",180000.0,"[['2016-02-11 00:00:00', 109500, 'Listed for sale'], ['2016-06-16 00:00:00', 100000, 'Price change'], ['2017-01-30 00:00:00', 95000, 'Price change'], ['2017-05-23 00:00:00', 95000, 'Pending'], ['2017-08-17 00:00:00', 85000, 'Price change'], ['2017-09-06 00:00:00', 85000, 'Pending'], ['2017-10-05 00:00:00', 85000, 'Posting removed'], ['2017-10-05 00:00:00', 45000, 'Sold'], ['2018-07-17 00:00:00', 180000, 'Listed for sale'], ['2018-07-19 00:00:00', 180000, 'Pending to active status']]",133.0,"['$180,000', '$180,000', '$85,000', '$45,000', '$85,000', '$85,000', '$95,000', '$95,000', '$100,000', '$109,500']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,104 Square Feet', 'Lot Size: 4,392 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/721-e-89th-pl-chicago-il-60619--1030732,141.0,1922.0,60619.0,37123,47127.0,63825,6706,"['0.9 km', '17.2 km', '0.4 km']",['18.5 km'],"['11 mins', '31 mins', '6 mins']",['46 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Metra Electric'],[41.73292989999999],[-87.60628280000002]
7,6707,34 E 91st St,1022.0,2.0,3.0,"Chicago, IL 60619","['09/10/2018', '08/15/2018', '07/04/2018', '07/03/2018', '10/01/2003']",4.0,"['Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Condo', '1,022 Square Feet']",09/10/2018,,,&lpar;West Chesterfield&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 1942', '94 days on Trulia', '1,022 sqft', '$68/sqft', '512 views']",69900.0,"[['2003-10-01 00:00:00', 107500, 'Sold'], ['2018-07-03 00:00:00', 79500, 'Listed for sale'], ['2018-07-04 00:00:00', 84500, 'Price change'], ['2018-08-15 00:00:00', 79900, 'Price change'], ['2018-09-10 00:00:00', 69900, 'Price change']]",68.0,"['$69,900', '$79,900', '$84,500', '$79,500', '$107,500']","['2 Bedrooms', '1 Bathroom', 'Townhouse', '1,022 Square Feet', 'Lot Size: 3,520 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/34-e-91st-st-chicago-il-60619--2104093482,512.0,1942.0,60619.0,37123,47127.0,63825,6707,"['0.8 km', '16.9 km', '0.2 km']",['18.0 km'],"['10 mins', '25 mins', '3 mins']",['38 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.7290998],[-87.6224185]
8,6708,1152 E 90th St,1200.0,2.0,4.0,"Chicago, IL 60619","['08/21/2018', '07/18/2018', '07/05/2017', '06/26/2017', '06/26/2017', '06/13/2017', '05/19/2017', '03/21/2017', '04/06/2007']",9.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Sold', 'Pending', 'Price change', 'Listed for sale', 'Sold']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,200 Square Feet', 'Lot Size: 4125 sqft']",09/10/2018,4125.0,sqft,&lpar;Burnside&rpar;,"['Single-Family Home', '4 Beds', '2 Baths', 'Built in 1955', '79 days on Trulia', '4125 sqft lot size', '1,200 sqft', '$150/sqft', '534 views']",179900.0,"[['2007-04-06 00:00:00', 177500, 'Sold'], ['2017-03-21 00:00:00', 69900, 'Listed for sale'], ['2017-05-19 00:00:00', 57500, 'Price change'], ['2017-06-13 00:00:00', 57500, 'Pending'], ['2017-06-26 00:00:00', 57500, 'Posting removed'], ['2017-06-26 00:00:00', 58500, 'Sold'], ['2017-07-05 00:00:00', 58500, 'Sold'], ['2018-07-18 00:00:00', 188900, 'Listed for sale'], ['2018-08-21 00:00:00', 179900, 'Price change']]",150.0,"['$179,900', '$188,900', '$58,500', '$57,500', '$58,500', '$57,500', '$57,500', '$69,900', '$177,500']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,056 Square Feet', 'Lot Size: 4,125 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1152-e-90th-st-chicago-il-60619--2104091271,534.0,1955.0,60619.0,37123,47127.0,63825,6708,"['0.7 km', '18.1 km', '0.4 km']",['19.2 km'],"['9 mins', '33 mins', '6 mins']",['48 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Metra Electric'],[41.7313373],[-87.5954316]
9,6709,9295 S Burnside Ave,1055.0,1.0,2.0,"Chicago, IL 60619","['07/25/2018', '05/18/2018', '12/07/2017', '12/30/1993']",1.0,"['Price change', 'Listed for sale', 'Posting removed', 'Sold']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,055 Square Feet', 'Lot Size: 5641 sqft']",10/06/2018,5641.0,sqft,&lpar;Burnside&rpar;,"['Single-Family Home', '2 Beds', '1 Bath', 'Built in 1951', '141 days on Trulia', '5641 sqft lot size', '1,055 sqft', '$52/sqft', '43 views']",55000.0,"[['1993-12-30 00:00:00', 38666, 'Sold'], ['2017-12-07 00:00:00', 112837, 'Posting removed'], ['2018-05-18 00:00:00', 58000, 'Listed for sale'], ['2018-07-25 00:00:00', 55000, 'Price change']]",52.0,"['$55,000', '$58,000', '$112,837', '$38,666']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,055 Square Feet', 'Lot Size: 5,640 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/9295-s-burnside-ave-chicago-il-60619--2104110934,43.0,1951.0,60619.0,37123,47127.0,63825,6709,"['1.8 km', '18.4 km', '0.2 km']",['20.4 km'],"['22 mins', '27 mins', '3 mins']",['47 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.7257083],[-87.6117307]
