,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
0,3600,1816 S Indiana Ave #F,3900.0,4.0,4.0,"Chicago, IL 60616","['08/26/2013', '08/15/2013', '07/12/2013', '07/11/2013', '04/09/2013', '03/26/2013', '03/22/2013', '05/20/2008', '03/21/2006']",4.0,"['Sold', 'Sold', 'Posting removed', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['4 Bedrooms', '4 Bathrooms', 'Townhouse', '3,900 Square Feet']",10/01/2018,,,&lpar;South Loop&rpar;,"['Townhouse', '4 Beds', '4 Baths', 'Built in 2003', '4 days on Trulia', '3,900 sqft', '$218/sqft', '58 views', '$232/monthly HOA']",850000.0,"[['2006-03-21 00:00:00', 740000, 'Sold'], ['2008-05-20 00:00:00', 780000, 'Sold'], ['2013-03-22 00:00:00', 900000, 'Listed for sale'], ['2013-03-26 00:00:00', 875000, 'Price change'], ['2013-04-09 00:00:00', 875000, 'Posting removed'], ['2013-07-11 00:00:00', 817950, 'Listed for sale'], ['2013-07-12 00:00:00', 817950, 'Posting removed'], ['2013-08-15 00:00:00', 817950, 'Sold'], ['2013-08-26 00:00:00', 818000, 'Sold']]",218.0,"['$818,000', '$817,950', '$817,950', '$817,950', '$875,000', '$875,000', '$900,000', '$780,000', '$740,000']","['4 Bedrooms', '2 Bathrooms', 'Townhouse', '2,552 Square Feet', 'Lot Size: 1,102 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1816-s-indiana-ave-f-chicago-il-60616--2176618992,58.0,2003.0,60616.0,47562,63622.0,48433,3600,"['0.8 km', '4.1 km', '0.2 km']",['5.2 km'],"['10 mins', '11 mins', '3 mins']",['24 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Green Line'],[41.8572983],[-87.62245449999999]
1,3601,2001 S Calumet Ave #603,2300.0,3.0,3.0,"Chicago, IL 60616",,4.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,300 Square Feet']",10/01/2018,,,&lpar;South Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1976', '4 days on Trulia', '2,300 sqft', '$239/sqft', '41 views', '$746/monthly HOA']",550000.0,,239.0,,,,https://www.trulia.com/p/il/chicago/2001-s-calumet-ave-603-chicago-il-60616--2104019390,41.0,1976.0,60616.0,47562,63622.0,48433,3601,"['0.9 km', '4.1 km', '0.2 km']",['5.2 km'],"['11 mins', '11 mins', '3 mins']",['24 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Green Line'],[41.85537180000001],[-87.6190191]
2,3602,2025 S Indiana Ave #305,907.0,2.0,2.0,"Chicago, IL 60616",['02/14/2008'],0.0,['Sold'],"['2 Bedrooms', '2 Bathrooms', 'Condo', '907 Square Feet']",09/25/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2007', '10 days on Trulia', '907 sqft', '$330/sqft', '85 views', '$381/monthly HOA']",299500.0,"[['2008-02-14 00:00:00', 293000, 'Sold']]",330.0,"['$293,000']","['Condo', 'Lot Size: 0.9 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/2025-s-indiana-ave-305-chicago-il-60616--2192605925,85.0,2007.0,60616.0,47562,63622.0,48433,3602,"['0.6 km', '4.1 km', '0.2 km']",['4.9 km'],"['7 mins', '11 mins', '3 mins']",['20 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Green Line'],[41.8547708],[-87.6221103]
3,3603,1812 S Dearborn St #13,1350.0,1.0,2.0,"Chicago, IL 60616","['03/02/2011', '10/16/2010', '09/17/2010', '09/05/2010', '08/26/2010', '08/06/2010', '06/24/2010', '05/25/2010']",7.0,"['Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale']","['2 Bedrooms', '1 Bathroom', 'Condo', '1,350 Square Feet']",10/03/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '1 Bath', 'Built in 2001', '7 days on Trulia', '1,350 sqft', '$237/sqft', '76 views', '$266/monthly HOA']",319900.0,"[['2010-05-25 00:00:00', 309000, 'Listed for sale'], ['2010-06-24 00:00:00', 299000, 'Price change'], ['2010-08-06 00:00:00', 389900, 'Price change'], ['2010-08-26 00:00:00', 378000, 'Price change'], ['2010-09-05 00:00:00', 289900, 'Price change'], ['2010-09-17 00:00:00', 279900, 'Price change'], ['2010-10-16 00:00:00', 279000, 'Price change'], ['2011-03-02 00:00:00', 279000, 'Posting removed']]",237.0,"['$279,000', '$279,000', '$279,900', '$289,900', '$378,000', '$389,900', '$299,000', '$309,000']","['Condo', 'Lot Size: 1.36 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/1812-s-dearborn-st-13-chicago-il-60616--2173373559,76.0,2001.0,60616.0,47562,63622.0,48433,3603,"['0.4 km', '3.6 km', '0.2 km']",['4.3 km'],"['6 mins', '8 mins', '3 mins']",['16 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.85725670000001],[-87.6287138]
4,3604,1601 S Indiana Ave #215,1150.0,2.0,2.0,"Chicago, IL 60616",,9.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,150 Square Feet']",09/06/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1995', '29 days on Trulia', '1,150 sqft', '$239/sqft', '338 views', '$360/monthly HOA']",274900.0,,239.0,,,,https://www.trulia.com/p/il/chicago/1601-s-indiana-ave-215-chicago-il-60616--2104012445,338.0,1995.0,60616.0,47562,63622.0,48433,3604,"['1.2 km', '2.0 km', '0.2 km']",['3.4 km'],"['15 mins', '5 mins', '3 mins']",['23 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.859982],[-87.6222512]
5,3605,327 E 17th St,2256.0,3.0,2.0,"Chicago, IL 60616",['09/12/2018'],3.0,['Listed for sale'],"['2 Bedrooms', '3 Bathrooms', 'Townhouse', '2,256 Square Feet']",09/12/2018,,,&lpar;South Loop&rpar;,"['Townhouse', '2 Beds', '3 Baths', 'Built in 2007', '23 days on Trulia', '2,256 sqft', '$287/sqft', '83 views', '$300/monthly HOA']",647000.0,"[['2018-09-12 00:00:00', 647000, 'Listed for sale']]",287.0,"['$647,000']","['2 Bedrooms', '2 Bathrooms', 'Townhouse', '2,026 Square Feet', 'Lot Size: 640 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/327-e-17th-st-chicago-il-60616--1077215137,83.0,2007.0,60616.0,47562,63622.0,48433,3605,"['1.2 km', '4.1 km', '0.2 km']",['5.5 km'],"['14 mins', '11 mins', '3 mins']",['27 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Green Line'],[41.8587128],[-87.6198431]
6,3606,1600 S Indiana Ave #503,1176.0,2.0,2.0,"Chicago, IL 60616","['11/28/2013', '08/25/2013', '08/20/2013', '08/16/2013', '08/01/2013', '05/29/2008']",8.0,"['Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,176 Square Feet']",10/04/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2006', '8 days on Trulia', '1,176 sqft', '$289/sqft', '81 views', '$541/monthly HOA']",339900.0,"[['2008-05-29 00:00:00', 359900, 'Sold'], ['2013-08-01 00:00:00', 349900, 'Listed for sale'], ['2013-08-16 00:00:00', 324900, 'Price change'], ['2013-08-20 00:00:00', 414900, 'Price change'], ['2013-08-25 00:00:00', 324900, 'Price change'], ['2013-11-28 00:00:00', 324900, 'Posting removed']]",289.0,"['$324,900', '$324,900', '$414,900', '$324,900', '$349,900', '$359,900']","['Condo', 'Lot Size: 0.56 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/1600-s-indiana-ave-503-chicago-il-60616--2104012008,81.0,2006.0,60616.0,47562,63622.0,48433,3606,"['1.2 km', '2.0 km', '0.2 km']",['3.4 km'],"['15 mins', '5 mins', '3 mins']",['22 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8598919],[-87.6225085]
7,3607,1919 S Michigan Ave #306,787.0,2.0,1.0,"Chicago, IL 60616",,5.0,,"['1 Bedroom', '2 Bathrooms', 'Condo', '787 Square Feet']",10/01/2018,,,&lpar;South Loop&rpar;,"['Condo', '1 Bed', '2 Baths', 'Built in 2005', '15 days on Trulia', '787 sqft', '$292/sqft', '84 views', '$348/monthly HOA']",230000.0,,292.0,,,,https://www.trulia.com/p/il/chicago/1919-s-michigan-ave-306-chicago-il-60616--2104018097,84.0,2005.0,60616.0,47562,63622.0,48433,3607,"['0.6 km', '4.1 km', '0.2 km']",['4.9 km'],"['7 mins', '11 mins', '3 mins']",['20 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Green Line'],[41.8561326],[-87.6238475]
8,3608,320 E 21st St #813,628.0,1.0,1.0,"Chicago, IL 60616",,2.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '628 Square Feet']",08/24/2018,,,&lpar;South Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2007', '42 days on Trulia', '628 sqft', '$365/sqft', '163 views', '$225/monthly HOA']",229000.0,,365.0,,,,https://www.trulia.com/p/il/chicago/320-e-21st-st-813-chicago-il-60616--2171779203,163.0,2007.0,60616.0,47562,63622.0,48433,3608,"['0.7 km', '4.1 km', '0.2 km']",['5.1 km'],"['9 mins', '11 mins', '3 mins']",['22 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Green Line'],[41.8543843],[-87.619519]
9,3609,2545 S Dearborn St #525,1403.0,2.0,2.0,"Chicago, IL 60616",,1.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,403 Square Feet']",10/02/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1909', '31 days on Trulia', '1,403 sqft', '$285/sqft', '128 views', '$325/monthly HOA']",400000.0,,285.0,,,,https://www.trulia.com/p/il/chicago/2545-s-dearborn-st-525-chicago-il-60616--2104025160,128.0,1909.0,60616.0,47562,63622.0,48433,3609,"['1.0 km', '4.1 km', '0.2 km']",['5.4 km'],"['13 mins', '11 mins', '3 mins']",['26 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Green Line'],[41.8461322],[-87.6280701]
