,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
0,7500,60 E Monroe St #1708,1342.0,2.0,2.0,"Chicago, IL 60603","['03/19/2018', '02/22/2018', '08/10/2017', '01/25/2017', '09/05/2014']",8.0,"['Price change', 'Posting removed', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,342 Square Feet']",03/19/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2008', '618 days on Trulia', '1,342 sqft', '$446/sqft', '290 views', '$665/monthly HOA']",599000.0,"[['2014-09-05 00:00:00', 3400, 'Sold'], ['2017-01-25 00:00:00', 649000, 'Listed for sale'], ['2017-08-10 00:00:00', 639000, 'Price change'], ['2018-02-22 00:00:00', 639000, 'Posting removed'], ['2018-03-19 00:00:00', 599000, 'Price change']]",446.0,"['$599,000', '$639,000', '$639,000', '$649,000', '$3,400']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/60-e-monroe-st-1708-chicago-il-60603--2103772823,290.0,2008.0,60603.0,76101,106284.0,493,7500,"['0.2 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8808388],[-87.6255709]
1,7501,65 E Monroe St #4711,1067.0,1.0,1.0,"Chicago, IL 60603",,1.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '1,067 Square Feet']",10/03/2018,,,&lpar;The Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2008', '191 days on Trulia', '1,067 sqft', '$422/sqft', '137 views', '$615/monthly HOA']",449900.0,,422.0,,,,https://www.trulia.com/p/il/chicago/65-e-monroe-st-4711-chicago-il-60603--2103773484,137.0,2008.0,60603.0,76101,106284.0,493,7501,"['0.2 km', '0.4 km', '0.4 km']",['0.9 km'],"['2 mins', '1 min', '5 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8807646],[-87.62567270000001]
2,7502,60 E Monroe St #4606,1600.0,2.0,2.0,"Chicago, IL 60603",,5.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,600 Square Feet']",10/01/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2009', '185 days on Trulia', '1,600 sqft', '$562/sqft', '139 views', '$952/monthly HOA']",899000.0,,562.0,,,,https://www.trulia.com/p/il/chicago/60-e-monroe-st-4606-chicago-il-60603--2103773036,139.0,2009.0,60603.0,76101,106284.0,493,7502,"['0.2 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8808388],[-87.6255709]
3,7503,60 E Monroe St #2501,1750.0,3.0,3.0,"Chicago, IL 60603","['08/08/2018', '06/21/2018', '05/31/2018', '05/04/2018', '04/13/2018', '03/11/2018', '02/16/2018', '02/12/2018', '01/08/2018', '12/24/2017', '09/08/2017', '09/03/2017', '08/20/2017', '08/16/2017', '07/29/2017', '07/25/2017', '07/01/2017', '06/30/2017', '06/12/2017', '05/01/2017', '07/01/2016', '05/19/2016', '05/18/2016', '02/12/2016', '11/11/2015', '02/26/2015', '05/24/2014', '03/10/2014']",2.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Posting removed', 'Price change', 'Posting removed', 'Posting removed', 'Price change', 'Posting removed', 'Pending to active status', 'Pending', 'Posting removed', 'Price change', 'Posting removed', 'Price change', 'Price change', 'Pending to active status', 'Pending', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Condo', '1,750 Square Feet']",08/08/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2009', '522 days on Trulia', '1,750 sqft', '$569/sqft', '353 views', '$1,083/monthly HOA']",995000.0,"[['2014-03-10 00:00:00', 1103000, 'Listed for sale'], ['2014-05-24 00:00:00', 1155000, 'Price change'], ['2015-02-26 00:00:00', 1155000, 'Posting removed'], ['2015-11-11 00:00:00', 1160000, 'Listed for sale'], ['2016-02-12 00:00:00', 1150000, 'Price change'], ['2016-05-18 00:00:00', 1150000, 'Pending'], ['2016-05-19 00:00:00', 1150000, 'Posting removed'], ['2016-07-01 00:00:00', 1155000, 'Sold'], ['2017-05-01 00:00:00', 1195000, 'Listed for sale'], ['2017-06-12 00:00:00', 1195000, 'Pending'], ['2017-06-30 00:00:00', 1195000, 'Pending to active status'], ['2017-07-01 00:00:00', 1189000, 'Price change'], ['2017-07-25 00:00:00', 1179000, 'Price change'], ['2017-07-29 00:00:00', 1179000, 'Posting removed'], ['2017-08-16 00:00:00', 1169000, 'Price change'], ['2017-08-20 00:00:00', 1169000, 'Posting removed'], ['2017-09-03 00:00:00', 1169000, 'Pending'], ['2017-09-08 00:00:00', 1169000, 'Pending to active status'], ['2017-12-24 00:00:00', 1169000, 'Posting removed'], ['2018-01-08 00:00:00', 1149900, 'Price change'], ['2018-02-12 00:00:00', 1149900, 'Posting removed'], ['2018-02-16 00:00:00', 1149900, 'Posting removed'], ['2018-03-11 00:00:00', 1099000, 'Price change'], ['2018-04-13 00:00:00', 1099000, 'Posting removed'], ['2018-05-04 00:00:00', 1049900, 'Price change'], ['2018-05-31 00:00:00', 1035000, 'Price change'], ['2018-06-21 00:00:00', 999900, 'Price change'], ['2018-08-08 00:00:00', 995000, 'Price change']]",569.0,"['$995,000', '$999,900', '$1,035,000', '$1,049,900', '$1,099,000', '$1,099,000', '$1,149,900', '$1,149,900', '$1,149,900', '$1,169,000', '$1,169,000', '$1,169,000', '$1,169,000', '$1,169,000', '$1,179,000', '$1,179,000', '$1,189,000', '$1,195,000', '$1,195,000', '$1,195,000', '$1,155,000', '$1,150,000', '$1,150,000', '$1,150,000', '$1,160,000', '$1,155,000', '$1,155,000', '$1,103,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/60-e-monroe-st-2501-chicago-il-60603--2103772880,353.0,2009.0,60603.0,76101,106284.0,493,7503,"['0.2 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8808388],[-87.6255709]
4,7504,60 E Monroe St #3007,1500.0,2.0,2.0,"Chicago, IL 60603","['06/15/2018', '11/05/2013', '11/03/2013', '10/31/2013']",2.0,"['Listed for sale', 'Posting removed', 'Sold', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,500 Square Feet']",06/18/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2009', '112 days on Trulia', '1,500 sqft', '$553/sqft', '18 views', '$814/monthly HOA']",830000.0,"[['2013-10-31 00:00:00', 736000, 'Listed for sale'], ['2013-11-03 00:00:00', 745000, 'Sold'], ['2013-11-05 00:00:00', 736000, 'Posting removed'], ['2018-06-15 00:00:00', 830000, 'Listed for sale']]",553.0,"['$830,000', '$736,000', '$745,000', '$736,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/60-e-monroe-st-3007-chicago-il-60603--2103772925,18.0,2009.0,60603.0,76101,106284.0,493,7504,"['0.2 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8808388],[-87.6255709]
5,7505,60 E Monroe St #3807,1491.0,2.0,2.0,"Chicago, IL 60603","['09/14/2018', '07/26/2018', '07/05/2018', '06/05/2018', '06/28/2013']",2.0,"['Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,491 Square Feet']",09/14/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2009', '122 days on Trulia', '1,491 sqft', '$536/sqft', '123 views', '$856/monthly HOA']",799000.0,"[['2013-06-28 00:00:00', 760000, 'Sold'], ['2018-06-05 00:00:00', 850000, 'Listed for sale'], ['2018-07-05 00:00:00', 840000, 'Price change'], ['2018-07-26 00:00:00', 830000, 'Price change'], ['2018-09-14 00:00:00', 799000, 'Price change']]",536.0,"['$799,000', '$830,000', '$840,000', '$850,000', '$760,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/60-e-monroe-st-3807-chicago-il-60603--2103772987,123.0,2009.0,60603.0,76101,106284.0,493,7505,"['0.2 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8808388],[-87.6255709]
6,7506,65 E Monroe St #4614,2059.0,3.0,3.0,"Chicago, IL 60603",,5.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,059 Square Feet']",07/16/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1972', '115 days on Trulia', '2,059 sqft', '$680/sqft', '284 views', '$1,248/monthly HOA']",1400000.0,,680.0,,,,https://www.trulia.com/p/il/chicago/65-e-monroe-st-4614-chicago-il-60603--2103773461,284.0,1972.0,60603.0,76101,106284.0,493,7506,"['0.2 km', '0.4 km', '0.4 km']",['0.9 km'],"['2 mins', '1 min', '5 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8807646],[-87.62567270000001]
7,7507,60 E Monroe St #2001,1750.0,3.0,3.0,"Chicago, IL 60603","['08/29/2018', '06/26/2018', '06/04/2018', '09/22/2016', '07/27/2015', '07/06/2015', '06/30/2015', '05/25/2014', '02/20/2014', '11/01/2012']",3.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Posting removed', 'Listed for sale', 'Price change', 'Listed for sale', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Condo', '1,750 Square Feet']",08/29/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2009', '123 days on Trulia', '1,750 sqft', '$683/sqft', '178 views', '$1,121/monthly HOA']",1195000.0,"[['2012-11-01 00:00:00', 1079000, 'Listed for sale'], ['2014-02-20 00:00:00', 1079000, 'Listed for sale'], ['2014-05-25 00:00:00', 1110000, 'Price change'], ['2015-06-30 00:00:00', 1110000, 'Listed for sale'], ['2015-07-06 00:00:00', 1110000, 'Posting removed'], ['2015-07-27 00:00:00', 1110000, 'Posting removed'], ['2016-09-22 00:00:00', 1175000, 'Sold'], ['2018-06-04 00:00:00', 1249000, 'Listed for sale'], ['2018-06-26 00:00:00', 1174000, 'Price change'], ['2018-08-29 00:00:00', 1195000, 'Price change']]",683.0,"['$1,195,000', '$1,174,000', '$1,249,000', '$1,175,000', '$1,110,000', '$1,110,000', '$1,110,000', '$1,110,000', '$1,079,000', '$1,079,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/60-e-monroe-st-2001-chicago-il-60603--2103772840,178.0,2009.0,60603.0,76101,106284.0,493,7507,"['0.2 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8808388],[-87.6255709]
8,7508,8 W Monroe St #1006,709.0,1.0,1.0,"Chicago, IL 60603","['09/13/2018', '06/01/2006']",3.0,"['Listed for sale', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '709 Square Feet']",10/02/2018,,,&lpar;The Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2006', '23 days on Trulia', '709 sqft', '$296/sqft', '130 views', '$463/monthly HOA']",209900.0,"[['2006-06-01 00:00:00', 255000, 'Sold'], ['2018-09-13 00:00:00', 215000, 'Listed for sale']]",296.0,"['$215,000', '$255,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/8-w-monroe-st-1006-chicago-il-60603--2103773594,130.0,2006.0,60603.0,76101,106284.0,493,7508,"['0.1 km', '0.4 km', '0.1 km']",['0.6 km'],"['2 mins', '1 min', '1 min']",['3 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8807455],[-87.6282921]
9,7509,60 E Monroe St #2006,975.0,2.0,1.0,"Chicago, IL 60603","['09/04/2018', '07/02/2018']",6.0,"['Price change', 'Listed for sale']","['1 Bedroom', '2 Bathrooms', 'Condo', '975 Square Feet']",09/04/2018,,,&lpar;The Loop&rpar;,"['Condo', '1 Bed', '2 Baths', 'Built in 2009', '96 days on Trulia', '975 sqft', '$480/sqft', '45 views', '$505/monthly HOA']",468000.0,"[['2018-07-02 00:00:00', 473000, 'Listed for sale'], ['2018-09-04 00:00:00', 468000, 'Price change']]",480.0,"['$468,000', '$473,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/60-e-monroe-st-2006-chicago-il-60603--2103772845,45.0,2009.0,60603.0,76101,106284.0,493,7509,"['0.2 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8808388],[-87.6255709]
