,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
0,2300,1255 S State St,880.0,1.0,1.0,"Chicago, IL 60605",,1.0,,"['1 Bedroom', '1 Bathroom', 'Multi-Family', '880 Square Feet', 'Lot Size: 0.81 acres']",06/22/2018,0.81,acres,&lpar;South Loop&rpar;,"['Multi-Family', '1 Bed', '1 Bath', 'Built in 2008', '241 days on Trulia', '0.81 acres lot size', '880 sqft', '$329/sqft', '261 views', '$585/monthly HOA']",289900.0,,329.0,,,,https://www.trulia.com/p/il/chicago/1255-s-state-st-chicago-il-60605--2103781582,261.0,2008.0,60605.0,74841,103954.0,24668,2300,"['0.2 km', '2.0 km', '0.2 km']",['2.4 km'],"['3 mins', '5 mins', '3 mins']",['10 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8661615],[-87.62727939999999]
1,2301,1160 S Michigan Ave #3603,1511.0,2.0,2.0,"Chicago, IL 60605",,7.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,511 Square Feet']",09/19/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2005', '207 days on Trulia', '1,511 sqft', '$364/sqft', '171 views', '$636/monthly HOA']",550000.0,,364.0,,,,https://www.trulia.com/p/il/chicago/1160-s-michigan-ave-3603-chicago-il-60605--2103777991,171.0,2005.0,60605.0,74841,103954.0,24668,2301,"['0.2 km', '2.0 km', '0.2 km']",['2.5 km'],"['3 mins', '5 mins', '3 mins']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8677505],[-87.6242582]
2,2302,1335 S Prairie Ave #1409,1380.0,2.0,2.0,"Chicago, IL 60605","['09/18/2018', '07/17/2018', '05/23/2018', '05/22/2018']",6.0,"['Price change', 'Posting removed', 'Price change', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,380 Square Feet']",09/18/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '136 days on Trulia', '1,380 sqft', '$351/sqft', '50 views', '$454/monthly HOA']",484500.0,"[['2018-05-22 00:00:00', 555555, 'Listed for sale'], ['2018-05-23 00:00:00', 499000, 'Price change'], ['2018-07-17 00:00:00', 499000, 'Posting removed'], ['2018-09-18 00:00:00', 484500, 'Price change']]",351.0,"['$484,500', '$499,000', '$499,000', '$555,555']","['Condo', 'Lot Size: 2.46 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/1335-s-prairie-ave-1409-chicago-il-60605--2103783659,50.0,2003.0,60605.0,74841,103954.0,24668,2302,"['0.8 km', '2.0 km', '0.2 km']",['3.0 km'],"['10 mins', '5 mins', '3 mins']",['17 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8648254],[-87.62088020000002]
3,2303,1101 S State St #1105,800.0,1.0,1.0,"Chicago, IL 60605",,1.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '800 Square Feet']",10/02/2018,,,&lpar;South Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2005', '121 days on Trulia', '800 sqft', '$312/sqft', '376 views', '$686/monthly HOA']",249900.0,,312.0,,,,https://www.trulia.com/p/il/chicago/1101-s-state-st-1105-chicago-il-60605--2172294596,376.0,2005.0,60605.0,74841,103954.0,24668,2303,"['0.2 km', '2.0 km', '0.2 km']",['2.5 km'],"['3 mins', '5 mins', '3 mins']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8689641],[-87.62734359999999]
4,2304,233 E 13th St #604,851.0,1.0,1.0,"Chicago, IL 60605",,4.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '851 Square Feet']",06/18/2018,,,&lpar;South Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2005', '144 days on Trulia', '851 sqft', '$435/sqft', '48 views', '$557/monthly HOA']",370000.0,,435.0,,,,https://www.trulia.com/p/il/chicago/233-e-13th-st-604-chicago-il-60605--2103789013,48.0,2005.0,60605.0,74841,103954.0,24668,2304,"['0.7 km', '2.0 km', '0.2 km']",['2.9 km'],"['9 mins', '5 mins', '3 mins']",['16 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.86579030000001],[-87.62085809999999]
5,2305,40 E 9th St #1310C,1500.0,3.0,3.0,"Chicago, IL 60605",['04/30/2018'],8.0,['Listed for sale'],"['3 Bedrooms', '3 Bathrooms', 'Condo', '1,500 Square Feet']",04/30/2018,,,&lpar;South Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1921', '158 days on Trulia', '1,500 sqft', '$333/sqft', '340 views', '$1,300/monthly HOA']",499000.0,"[['2018-04-30 00:00:00', 499000, 'Listed for sale']]",333.0,"['$499,000']","['Condo', 'Lot Size: 1.53 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/40-e-9th-st-1310c-chicago-il-60605--2103789375,340.0,1921.0,60605.0,74841,103954.0,24668,2305,"['0.5 km', '1.2 km', '0.2 km']",['2.0 km'],"['6 mins', '4 mins', '3 mins']",['13 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.87057960000001],[-87.62638640000002]
6,2306,1160 S Michigan Ave #1305,1485.0,2.0,2.0,"Chicago, IL 60605","['05/07/2018', '12/31/2017', '09/22/2017', '03/19/2008']",1.0,"['Listed for sale', 'Posting removed', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,485 Square Feet']",05/07/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2007', '151 days on Trulia', '1,485 sqft', '$360/sqft', '245 views', '$574/monthly HOA']",534900.0,"[['2008-03-19 00:00:00', 550000, 'Sold'], ['2017-09-22 00:00:00', 524900, 'Listed for sale'], ['2017-12-31 00:00:00', 524900, 'Posting removed'], ['2018-05-07 00:00:00', 534900, 'Listed for sale']]",360.0,"['$534,900', '$524,900', '$524,900', '$550,000']","['Condo', 'Lot Size: 0.38 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/1160-s-michigan-ave-1305-chicago-il-60605--2103777838,245.0,2007.0,60605.0,74841,103954.0,24668,2306,"['0.2 km', '2.0 km', '0.2 km']",['2.5 km'],"['3 mins', '5 mins', '3 mins']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8677505],[-87.6242582]
7,2307,1464 S Michigan Ave #2206,750.0,1.0,1.0,"Chicago, IL 60605","['11/02/2017', '10/19/2017']",1.0,"['Price change', 'Listed for sale']","['1 Bedroom', '1 Bathroom', 'Condo', '750 Square Feet']",11/02/2017,,,&lpar;South Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2008', '351 days on Trulia', '750 sqft', '$399/sqft', '197 views', '$279/monthly HOA']",299000.0,"[['2017-10-19 00:00:00', 299900, 'Listed for sale'], ['2017-11-02 00:00:00', 299000, 'Price change']]",399.0,"['$299,000', '$299,900']","['Condo', 'Lot Size: 0.7 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/1464-s-michigan-ave-2206-chicago-il-60605--2103785529,197.0,2008.0,60605.0,74841,103954.0,24668,2307,"['0.8 km', '2.0 km', '0.2 km']",['3.0 km'],"['10 mins', '5 mins', '3 mins']",['17 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8622551],[-87.6240735]
8,2308,1430 S Michigan Ave,800.0,1.0,1.0,"Chicago, IL 60605",,5.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '800 Square Feet', 'Lot Size: 0.81 acres']",07/28/2017,0.81,acres,&lpar;South Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2000', '515 days on Trulia', '0.81 acres lot size', '800 sqft', '$296/sqft', '72 views']",236877.0,,296.0,,,,https://www.trulia.com/p/il/chicago/1430-s-michigan-ave-chicago-il-60605--2103784932,72.0,2000.0,60605.0,74841,103954.0,24668,2308,"['0.7 km', '2.0 km', '0.2 km']",['2.9 km'],"['9 mins', '5 mins', '3 mins']",['16 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.863224],[-87.6240969]
9,2309,1235 S Prairie Ave #3501,1529.0,2.0,2.0,"Chicago, IL 60605","['03/13/2018', '02/20/2018', '12/31/2017', '11/10/2017', '11/01/2017', '08/16/2017', '05/15/2017', '12/09/2016', '06/26/2007']",7.0,"['Posting removed', 'Listed for sale', 'Posting removed', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,529 Square Feet']",08/16/2018,,,&lpar;South Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2006', '217 days on Trulia', '1,529 sqft', '$483/sqft', '218 views', '$1,071/monthly HOA']",739000.0,"[['2007-06-26 00:00:00', 950000, 'Sold'], ['2016-12-09 00:00:00', 950000, 'Listed for sale'], ['2017-05-15 00:00:00', 850000, 'Price change'], ['2017-08-16 00:00:00', 815000, 'Price change'], ['2017-11-01 00:00:00', 785000, 'Price change'], ['2017-11-10 00:00:00', 785000, 'Posting removed'], ['2017-12-31 00:00:00', 785000, 'Posting removed'], ['2018-02-20 00:00:00', 775000, 'Listed for sale'], ['2018-03-13 00:00:00', 775000, 'Posting removed']]",483.0,"['$775,000', '$775,000', '$785,000', '$785,000', '$785,000', '$815,000', '$850,000', '$950,000', '$950,000']","['Condo', 'Lot Size: 1.04 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/1235-s-prairie-ave-3501-chicago-il-60605--2103779768,218.0,2006.0,60605.0,74841,103954.0,24668,2309,"['0.6 km', '2.0 km', '0.2 km']",['2.8 km'],"['8 mins', '5 mins', '3 mins']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8661038],[-87.62162029999999]
