,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
79,4079,5056 N Marine Dr #B2,850.0,1.0,1.0,"Chicago, IL 60640",,0.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '850 Square Feet']",07/10/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1940', '120 days on Trulia', '850 sqft', '$107/sqft', '447 views', '$477/monthly HOA']",91000.0,,107.0,,,,https://www.trulia.com/p/il/chicago/5056-n-marine-dr-b2-chicago-il-60640--2190236728,447.0,1940.0,60640.0,43975,63299.0,65790,4079,"['0.8 km', '11.4 km', '0.2 km']",['12.4 km'],"['10 mins', '26 mins', '3 mins']",['39 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9749269],[-87.65163659999999]
80,4080,5415 N Sheridan Rd #3008,700.0,1.0,1.0,"Chicago, IL 60640",,3.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '700 Square Feet']",03/27/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1973', '193 days on Trulia', '700 sqft', '$200/sqft', '539 views', '$530/monthly HOA']",139900.0,,200.0,,,,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-3008-chicago-il-60640--2104449903,539.0,1973.0,60640.0,43975,63299.0,65790,4080,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
81,4081,4892 N Ashland Ave #1E,850.0,1.0,1.0,"Chicago, IL 60640",,8.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '850 Square Feet']",07/11/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1923', '128 days on Trulia', '850 sqft', '$188/sqft', '368 views', '$238/monthly HOA']",159900.0,,188.0,,,,https://www.trulia.com/p/il/chicago/4892-n-ashland-ave-1e-chicago-il-60640--2123545737,368.0,1923.0,60640.0,43975,63299.0,65790,4081,"['0.6 km', '10.5 km', '0.8 km']",['11.9 km'],"['8 mins', '18 mins', '10 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Union Pacific North'],[41.9716361],[-87.6696407]
82,4082,5510 N Sheridan Rd #10A,3000.0,3.0,3.0,"Chicago, IL 60640","['09/20/2018', '09/10/2018', '08/26/2018', '08/25/2018', '08/14/2018', '08/06/2018', '07/24/2018', '07/18/2018', '07/12/2018', '07/06/2018', '06/25/2018', '06/10/2018', '12/11/2017', '12/07/2017', '12/01/2017', '11/25/2017', '11/18/2017', '11/11/2017', '11/05/2017', '10/30/2017', '10/23/2017', '10/17/2017', '10/11/2017', '10/05/2017', '09/28/2017', '09/21/2017', '09/13/2017', '09/06/2017', '09/05/2017', '08/30/2017', '08/30/2017', '06/16/2017', '05/31/2017', '05/26/2017', '11/19/2015', '11/17/2015', '11/16/2015', '06/26/2015', '04/08/2015', '04/07/2015', '11/22/2014', '11/20/2014', '10/28/2014', '10/25/2014', '09/16/2014', '08/22/2014', '08/12/2014', '05/17/2014', '03/04/2014', '08/31/2012', '06/18/2012', '06/02/1995']",8.0,"['Price change', 'Price change', 'Price change', 'Posting removed', 'Pending to active status', 'Pending', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Sold', 'Price change', 'Posting removed', 'Pending', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Pending', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Pending to active status', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Condo', '3,000 Square Feet']",09/28/2018,,,&lpar;Edgewater&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1927', '118 days on Trulia', '3,000 sqft', '$163/sqft', '731 views', '$1,398/monthly HOA']",489990.0,"[['1995-06-02 00:00:00', 179000, 'Sold'], ['2012-06-18 00:00:00', 232800, 'Listed for sale'], ['2012-08-31 00:00:00', 232800, 'Posting removed'], ['2014-03-04 00:00:00', 265000, 'Listed for sale'], ['2014-05-17 00:00:00', 265000, 'Posting removed'], ['2014-08-12 00:00:00', 299000, 'Listed for sale'], ['2014-08-22 00:00:00', 156000, 'Price change'], ['2014-09-16 00:00:00', 299900, 'Price change'], ['2014-10-25 00:00:00', 299900, 'Pending to active status'], ['2014-10-28 00:00:00', 156000, 'Price change'], ['2014-11-20 00:00:00', 299900, 'Price change'], ['2014-11-22 00:00:00', 299900, 'Posting removed'], ['2015-04-07 00:00:00', 299900, 'Listed for sale'], ['2015-04-08 00:00:00', 299900, 'Pending'], ['2015-06-26 00:00:00', 299900, 'Posting removed'], ['2015-11-16 00:00:00', 299000, 'Listed for sale'], ['2015-11-17 00:00:00', 156000, 'Price change'], ['2015-11-19 00:00:00', 156000, 'Posting removed'], ['2017-05-26 00:00:00', 340000, 'Listed for sale'], ['2017-05-31 00:00:00', 143000, 'Price change'], ['2017-06-16 00:00:00', 340000, 'Pending'], ['2017-08-30 00:00:00', 469900, 'Price change'], ['2017-08-30 00:00:00', 340000, 'Posting removed'], ['2017-09-05 00:00:00', 323925, 'Sold'], ['2017-09-06 00:00:00', 449900, 'Price change'], ['2017-09-13 00:00:00', 449000, 'Price change'], ['2017-09-21 00:00:00', 446000, 'Price change'], ['2017-09-28 00:00:00', 445000, 'Price change'], ['2017-10-05 00:00:00', 444000, 'Price change'], ['2017-10-11 00:00:00', 443000, 'Price change'], ['2017-10-17 00:00:00', 442000, 'Price change'], ['2017-10-23 00:00:00', 441000, 'Price change'], ['2017-10-30 00:00:00', 440000, 'Price change'], ['2017-11-05 00:00:00', 439900, 'Price change'], ['2017-11-11 00:00:00', 438900, 'Price change'], ['2017-11-18 00:00:00', 438500, 'Price change'], ['2017-11-25 00:00:00', 437900, 'Price change'], ['2017-12-01 00:00:00', 437500, 'Price change'], ['2017-12-07 00:00:00', 436900, 'Price change'], ['2017-12-11 00:00:00', 436900, 'Posting removed'], ['2018-06-10 00:00:00', 575000, 'Listed for sale'], ['2018-06-25 00:00:00', 549999, 'Price change'], ['2018-07-06 00:00:00', 549900, 'Price change'], ['2018-07-12 00:00:00', 539999, 'Price change'], ['2018-07-18 00:00:00', 529000, 'Price change'], ['2018-07-24 00:00:00', 519000, 'Price change'], ['2018-08-06 00:00:00', 519000, 'Pending'], ['2018-08-14 00:00:00', 519000, 'Pending to active status'], ['2018-08-25 00:00:00', 519000, 'Posting removed'], ['2018-08-26 00:00:00', 499990, 'Price change'], ['2018-09-10 00:00:00', 494990, 'Price change'], ['2018-09-20 00:00:00', 489990, 'Price change']]",163.0,"['$489,990', '$494,990', '$499,990', '$519,000', '$519,000', '$519,000', '$519,000', '$529,000', '$539,999', '$549,900', '$549,999', '$575,000', '$436,900', '$436,900', '$437,500', '$437,900', '$438,500', '$438,900', '$439,900', '$440,000', '$441,000', '$442,000', '$443,000', '$444,000', '$445,000', '$446,000', '$449,000', '$449,900', '$323,925', '$469,900', '$340,000', '$340,000', '$143,000', '$340,000', '$156,000', '$156,000', '$299,000', '$299,900', '$299,900', '$299,900', '$299,900', '$299,900', '$156,000', '$299,900', '$299,900', '$156,000', '$299,000', '$265,000', '$265,000', '$232,800', '$232,800', '$179,000']","['Condo', 'Lot Size: 10,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5510-n-sheridan-rd-10a-chicago-il-60640--2104451982,731.0,1927.0,60640.0,43975,63299.0,65790,4082,"['0.4 km', '12.5 km', '0.2 km']",['13.1 km'],"['5 mins', '29 mins', '3 mins']",['36 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9824784],[-87.6557296]
83,4083,4980 N Marine Dr #438,650.0,1.0,1.0,"Chicago, IL 60640",,7.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '650 Square Feet']",02/21/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1942', '227 days on Trulia', '650 sqft', '$163/sqft', '489 views', '$389/monthly HOA']",105900.0,,163.0,,,,https://www.trulia.com/p/il/chicago/4980-n-marine-dr-438-chicago-il-60640--2315010623,489.0,1942.0,60640.0,43975,63299.0,65790,4083,"['0.6 km', '11.4 km', '0.2 km']",['12.3 km'],"['8 mins', '26 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9732489],[-87.6510206]
84,4084,5415 N Sheridan Rd #2711,1200.0,2.0,2.0,"Chicago, IL 60640","['08/31/2018', '06/15/2018', '05/31/2018', '04/13/2018', '03/28/2018', '02/22/2018']",6.0,"['Posting removed', 'Price change', 'Pending to active status', 'Posting removed', 'Pending', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,200 Square Feet']",09/05/2018,,,&lpar;Edgewater&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1974', '226 days on Trulia', '1,200 sqft', '$192/sqft', '474 views', '$824/monthly HOA']",229900.0,"[['2018-02-22 00:00:00', 239900, 'Listed for sale'], ['2018-03-28 00:00:00', 239900, 'Pending'], ['2018-04-13 00:00:00', 239900, 'Posting removed'], ['2018-05-31 00:00:00', 239900, 'Pending to active status'], ['2018-06-15 00:00:00', 229900, 'Price change'], ['2018-08-31 00:00:00', 229900, 'Posting removed']]",192.0,"['$229,900', '$229,900', '$239,900', '$239,900', '$239,900', '$239,900']","['Condo', 'Lot Size: 1.95 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-2711-chicago-il-60640--2104449864,474.0,1974.0,60640.0,43975,63299.0,65790,4084,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
85,4085,4923 N Kenmore Ave #3,1400.0,2.0,2.0,"Chicago, IL 60640",,9.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,400 Square Feet']",10/03/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1903', '29 days on Trulia', '1,400 sqft', '$228/sqft', '181 views', '$211/monthly HOA']",319500.0,,228.0,,,,https://www.trulia.com/p/il/chicago/4923-n-kenmore-ave-3-chicago-il-60640--2123558667,181.0,1903.0,60640.0,43975,63299.0,65790,4085,"['0.3 km', '11.4 km', '0.2 km']",['11.9 km'],"['4 mins', '26 mins', '3 mins']",['33 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9722729],[-87.6562442]
86,4086,4616 N Racine Ave #1R,1000.0,2.0,1.0,"Chicago, IL 60640","['09/04/2018', '08/22/2018', '12/08/2015', '11/30/2015', '10/17/2015', '10/15/2015', '08/27/2015', '08/11/2015', '08/10/2015', '06/20/2015', '06/10/2015', '10/09/2012', '08/30/2012', '08/06/2012', '07/16/2012', '02/21/2002']",4.0,"['Price change', 'Listed for sale', 'Posting removed', 'Sold', 'Pending', 'Listed for sale', 'Sold', 'Posting removed', 'Sold', 'Pending', 'Listed for sale', 'Posting removed', 'Pending', 'Price change', 'Listed for sale', 'Sold']","['1 Bedroom', '2 Bathrooms', 'Condo', '1,000 Square Feet']",09/04/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '2 Baths', 'Built in 1928', '44 days on Trulia', '1,000 sqft', '$205/sqft', '289 views', '$248/monthly HOA']",205000.0,"[['2002-02-21 00:00:00', 178000, 'Sold'], ['2012-07-16 00:00:00', 200000, 'Listed for sale'], ['2012-08-06 00:00:00', 190000, 'Price change'], ['2012-08-30 00:00:00', 190000, 'Pending'], ['2012-10-09 00:00:00', 190000, 'Posting removed'], ['2015-06-10 00:00:00', 179900, 'Listed for sale'], ['2015-06-20 00:00:00', 179900, 'Pending'], ['2015-08-10 00:00:00', 172000, 'Sold'], ['2015-08-11 00:00:00', 179900, 'Posting removed'], ['2015-08-27 00:00:00', 167000, 'Sold'], ['2015-10-15 00:00:00', 184900, 'Listed for sale'], ['2015-10-17 00:00:00', 184900, 'Pending'], ['2015-11-30 00:00:00', 183500, 'Sold'], ['2015-12-08 00:00:00', 184900, 'Posting removed'], ['2018-08-22 00:00:00', 215000, 'Listed for sale'], ['2018-09-04 00:00:00', 205000, 'Price change']]",205.0,"['$205,000', '$215,000', '$184,900', '$183,500', '$184,900', '$184,900', '$167,000', '$179,900', '$172,000', '$179,900', '$179,900', '$190,000', '$190,000', '$190,000', '$200,000', '$178,000']","['Condo', 'Lot Size: 9,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/4616-n-racine-ave-1r-chicago-il-60640--2123458625,289.0,1928.0,60640.0,43975,63299.0,65790,4086,"['0.3 km', '10.4 km', '0.2 km']",['10.9 km'],"['4 mins', '24 mins', '3 mins']",['30 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9659746],[-87.6596883]
87,4087,4890 N Ashland Ave #1W,1670.0,3.0,2.0,"Chicago, IL 60640",['07/26/2007'],1.0,['Sold'],"['2 Bedrooms', '3 Bathrooms', 'Condo', '1,670 Square Feet', 'Lot Size: 7750 sqft']",09/24/2018,7750.0,sqft,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '3 Baths', 'Built in 2001', '11 days on Trulia', '7750 sqft lot size', '1,670 sqft', '$224/sqft', '45 views', '$172/monthly HOA']",374900.0,"[['2007-07-26 00:00:00', 345500, 'Sold']]",224.0,"['$345,500']","['Condo', 'Lot Size: 7,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/4890-n-ashland-ave-1w-chicago-il-60640--2123545527,45.0,2001.0,60640.0,43975,63299.0,65790,4087,"['0.7 km', '10.5 km', '0.8 km']",['11.9 km'],"['8 mins', '18 mins', '10 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Union Pacific North'],[41.97147469999999],[-87.6696359]
88,4088,4757 N Malden St #3,1475.0,2.0,2.0,"Chicago, IL 60640",,1.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,475 Square Feet']",08/27/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2012', '111 days on Trulia', '1,475 sqft', '$251/sqft', '146 views', '$201/monthly HOA']",369900.0,,251.0,,,,https://www.trulia.com/p/il/chicago/4757-n-malden-st-3-chicago-il-60640--2180993499,146.0,2012.0,60640.0,43975,63299.0,65790,4088,"['0.4 km', '10.9 km', '0.2 km']",['11.5 km'],"['5 mins', '25 mins', '3 mins']",['33 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9689207],[-87.6626726]
89,4089,934 W Wilson Ave,1300.0,2.0,2.0,"Chicago, IL 60640",,0.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,300 Square Feet', 'Lot Size: 8484 sqft']",04/13/2018,8484.0,sqft,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '270 days on Trulia', '8484 sqft lot size', '1,300 sqft', '$238/sqft', '450 views', '$296/monthly HOA']",309900.0,,238.0,,,,https://www.trulia.com/p/il/chicago/934-w-wilson-ave-chicago-il-60640--2104454488,450.0,2003.0,60640.0,43975,63299.0,65790,4089,"['0.4 km', '10.4 km', '0.2 km']",['11.1 km'],"['6 mins', '24 mins', '3 mins']",['32 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9654837],[-87.65367549999999]
90,4090,5320 N Sheridan Rd #401,670.0,1.0,1.0,"Chicago, IL 60640","['08/12/2018', '08/03/2018', '07/07/2018', '06/13/2018', '06/07/2018', '08/14/2014', '08/13/2014', '07/29/2014', '07/16/2014']",0.0,"['Pending to active status', 'Pending', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Listed for sale']","['1 Bedroom', '1 Bathroom', 'Condo', '670 Square Feet']",07/07/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1985', '120 days on Trulia', '670 sqft', '$222/sqft', '267 views', '$305/monthly HOA']",149000.0,"[['2014-07-16 00:00:00', 140000, 'Listed for sale'], ['2014-07-29 00:00:00', 140000, 'Pending'], ['2014-08-13 00:00:00', 140000, 'Posting removed'], ['2014-08-14 00:00:00', 127500, 'Sold'], ['2018-06-07 00:00:00', 169000, 'Listed for sale'], ['2018-06-13 00:00:00', 159000, 'Price change'], ['2018-07-07 00:00:00', 149000, 'Price change'], ['2018-08-03 00:00:00', 149000, 'Pending'], ['2018-08-12 00:00:00', 149000, 'Pending to active status']]",222.0,"['$149,000', '$149,000', '$149,000', '$159,000', '$169,000', '$127,500', '$140,000', '$140,000', '$140,000']","['Condo', 'Lot Size: 0.75 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/5320-n-sheridan-rd-401-chicago-il-60640--2104448822,267.0,1985.0,60640.0,43975,63299.0,65790,4090,"['0.4 km', '11.9 km', '0.2 km']",['12.5 km'],"['5 mins', '28 mins', '3 mins']",['35 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9790821],[-87.6551057]
91,4091,5320 N Sheridan Rd #2307,760.0,1.0,1.0,"Chicago, IL 60640","['08/16/2018', '07/12/2018', '06/20/2018', '06/01/2018', '12/05/2007', '11/27/2007', '11/15/2007']",6.0,"['Price change', 'Pending to active status', 'Pending', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale']","['1 Bedroom', '1 Bathroom', 'Condo', '760 Square Feet']",09/14/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1985', '126 days on Trulia', '760 sqft', '$223/sqft', '111 views', '$445/monthly HOA']",169500.0,"[['2007-11-15 00:00:00', 185000, 'Listed for sale'], ['2007-11-27 00:00:00', 185000, 'Posting removed'], ['2007-12-05 00:00:00', 190000, 'Sold'], ['2018-06-01 00:00:00', 179000, 'Listed for sale'], ['2018-06-20 00:00:00', 179000, 'Pending'], ['2018-07-12 00:00:00', 179000, 'Pending to active status'], ['2018-08-16 00:00:00', 169500, 'Price change']]",223.0,"['$169,500', '$179,000', '$179,000', '$179,000', '$190,000', '$185,000', '$185,000']","['Condo', 'Lot Size: 0.75 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/5320-n-sheridan-rd-2307-chicago-il-60640--2104448784,111.0,1985.0,60640.0,43975,63299.0,65790,4091,"['0.4 km', '11.9 km', '0.2 km']",['12.5 km'],"['5 mins', '28 mins', '3 mins']",['35 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9790821],[-87.6551057]
92,4092,1049 W Ainslie St #3W,1384.0,1.0,2.0,"Chicago, IL 60640",,0.0,,"['2 Bedrooms', '1 Bathroom', 'Condo', '1,384 Square Feet']",05/31/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '1 Bath', 'Built in 1906', '150 days on Trulia', '1,384 sqft', '$234/sqft', '143 views', '$313/monthly HOA']",324500.0,,234.0,,,,https://www.trulia.com/p/il/chicago/1049-w-ainslie-st-3w-chicago-il-60640--2104433121,143.0,1906.0,60640.0,43975,63299.0,65790,4092,"['0.3 km', '11.4 km', '0.2 km']",['12.0 km'],"['4 mins', '26 mins', '3 mins']",['33 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9715913],[-87.6566323]
93,4093,5317 N Kenmore Ave #3A,1000.0,2.0,2.0,"Chicago, IL 60640",,7.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,000 Square Feet']",09/10/2018,,,&lpar;Edgewater&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1914', '107 days on Trulia', '1,000 sqft', '$218/sqft', '603 views', '$168/monthly HOA']",218000.0,,218.0,,,,https://www.trulia.com/p/il/chicago/5317-n-kenmore-ave-3a-chicago-il-60640--2181289854,603.0,1914.0,60640.0,43975,63299.0,65790,4093,"['0.3 km', '11.9 km', '0.2 km']",['12.4 km'],"['3 mins', '28 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9788431],[-87.6564483]
94,4094,1651 W Balmoral Ave #G,1000.0,2.0,3.0,"Chicago, IL 60640",,6.0,,"['3 Bedrooms', '2 Bathrooms', 'Condo', '1,000 Square Feet']",09/28/2018,,,&lpar;Andersonville&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2018', '176 days on Trulia', '1,000 sqft', '$245/sqft', '531 views', '$299/monthly HOA']",245000.0,,245.0,,,,https://www.trulia.com/p/il/chicago/1651-w-balmoral-ave-g-chicago-il-60640--2121410090,531.0,2018.0,60640.0,43975,63299.0,65790,4094,"['1.3 km', '11.9 km', '0.2 km']",['13.4 km'],"['17 mins', '28 mins', '3 mins']",['47 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.97974809999999],[-87.671821]
95,4095,5455 N Sheridan Rd #3104,850.0,1.0,1.0,"Chicago, IL 60640",,6.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '850 Square Feet']",09/26/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1970', '156 days on Trulia', '850 sqft', '$209/sqft', '97 views', '$642/monthly HOA']",178000.0,,209.0,,,,https://www.trulia.com/p/il/chicago/5455-n-sheridan-rd-3104-chicago-il-60640--2104451663,97.0,1970.0,60640.0,43975,63299.0,65790,4095,"['0.5 km', '12.5 km', '0.2 km']",['13.3 km'],"['7 mins', '29 mins', '3 mins']",['38 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.981664],[-87.655102]
96,4096,5415 N Sheridan Rd #4409,700.0,1.0,1.0,"Chicago, IL 60640",,2.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '700 Square Feet']",08/03/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1973', '132 days on Trulia', '700 sqft', '$214/sqft', '214 views', '$519/monthly HOA']",149900.0,,214.0,,,,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-4409-chicago-il-60640--2104450128,214.0,1973.0,60640.0,43975,63299.0,65790,4096,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
97,4097,5415 N Sheridan Rd #4715,700.0,1.0,1.0,"Chicago, IL 60640",,2.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '700 Square Feet']",09/20/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1974', '192 days on Trulia', '700 sqft', '$214/sqft', '617 views', '$589/monthly HOA']",149900.0,,214.0,,,,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-4715-chicago-il-60640--2104450174,617.0,1974.0,60640.0,43975,63299.0,65790,4097,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
98,4098,5415 N Sheridan Rd #602,820.0,1.0,1.0,"Chicago, IL 60640",,0.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '820 Square Feet']",10/03/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1974', '120 days on Trulia', '820 sqft', '$202/sqft', '327 views', '$528/monthly HOA']",165889.0,,202.0,,,,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-602-chicago-il-60640--2104450302,327.0,1974.0,60640.0,43975,63299.0,65790,4098,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
99,4099,5336 N Winthrop Ave #3W,750.0,1.0,1.0,"Chicago, IL 60640","['08/21/2018', '08/17/2018', '07/12/2018', '06/27/2018', '05/17/2018', '04/11/2018', '12/16/2016', '11/09/2016', '10/23/2016', '12/23/2013', '12/05/2013', '12/03/2013', '11/07/2013', '10/15/2013', '07/18/2007']",7.0,"['Posting removed', 'Pending', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Posting removed', 'Listed for sale', 'Sold', 'Posting removed', 'Sold', 'Pending', 'Listed for sale', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '750 Square Feet']",09/20/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1926', '177 days on Trulia', '750 sqft', '$199/sqft', '213 views', '$287/monthly HOA']",149000.0,"[['2007-07-18 00:00:00', 200000, 'Sold'], ['2013-10-15 00:00:00', 99900, 'Listed for sale'], ['2013-11-07 00:00:00', 99900, 'Pending'], ['2013-12-03 00:00:00', 98700, 'Sold'], ['2013-12-05 00:00:00', 99900, 'Posting removed'], ['2013-12-23 00:00:00', 99000, 'Sold'], ['2016-10-23 00:00:00', 134900, 'Listed for sale'], ['2016-11-09 00:00:00', 134900, 'Posting removed'], ['2016-12-16 00:00:00', 134900, 'Posting removed'], ['2018-04-11 00:00:00', 164000, 'Listed for sale'], ['2018-05-17 00:00:00', 162000, 'Price change'], ['2018-06-27 00:00:00', 159000, 'Price change'], ['2018-07-12 00:00:00', 149000, 'Price change'], ['2018-08-17 00:00:00', 149000, 'Pending'], ['2018-08-21 00:00:00', 149000, 'Posting removed']]",199.0,"['$149,000', '$149,000', '$149,000', '$159,000', '$162,000', '$164,000', '$134,900', '$134,900', '$134,900', '$99,000', '$99,900', '$98,700', '$99,900', '$99,900', '$200,000']","['Condo', 'Lot Size: 0.35 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/5336-n-winthrop-ave-3w-chicago-il-60640--2123748689,213.0,1926.0,60640.0,43975,63299.0,65790,4099,"['0.2 km', '11.9 km', '0.2 km']",['12.3 km'],"['2 mins', '28 mins', '3 mins']",['33 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9792336],[-87.6579616]
