,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
56,4056,4640 N Hermitage Ave,4500.0,6.0,6.0,"Chicago, IL 60640",,1.0,,"['6 Bedrooms', '6 Bathrooms', 'Single-Family Home', '4,500 Square Feet']",07/16/2018,,,&lpar;Uptown&rpar;,"['Single-Family Home', '6 Beds', '6 Baths', 'Built in 2018', '81 days on Trulia', '4,500 sqft', '$355/sqft', '324 views']",1599000.0,,355.0,,,,https://www.trulia.com/p/il/chicago/4640-n-hermitage-ave-chicago-il-60640--2356335135,324.0,2018.0,60640.0,43975,63299.0,65790,4056,"['0.3 km', '10.5 km', '0.8 km']",['11.5 km'],"['3 mins', '18 mins', '10 mins']",['32 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Union Pacific North'],[41.9663795],[-87.6725814]
57,4057,1315 W Winnemac Ave #2,1400.0,2.0,2.0,"Chicago, IL 60640",,7.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,400 Square Feet']",10/02/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1915', '97 days on Trulia', '1,400 sqft', '$232/sqft', '106 views', '$237/monthly HOA']",325000.0,,232.0,,,,https://www.trulia.com/p/il/chicago/1315-w-winnemac-ave-2-chicago-il-60640--2120933586,106.0,1915.0,60640.0,43975,63299.0,65790,4057,"['0.4 km', '11.4 km', '0.2 km']",['12.0 km'],"['5 mins', '26 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9735553],[-87.6629178]
58,4058,4907 N Wolcott Ave #GA,875.0,1.0,1.0,"Chicago, IL 60640",,2.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '875 Square Feet']",09/09/2018,,,&lpar;Ravenswood&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1938', '72 days on Trulia', '875 sqft', '$214/sqft', '146 views']",187500.0,,214.0,,,,https://www.trulia.com/p/il/chicago/4907-n-wolcott-ave-ga-chicago-il-60640--2181048104,146.0,1938.0,60640.0,43975,63299.0,65790,4058,"['0.4 km', '10.5 km', '0.8 km']",['11.7 km'],"['5 mins', '18 mins', '10 mins']",['33 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Union Pacific North'],[41.9708293],[-87.6762105]
59,4059,1733 W Catalpa Ave #1,1050.0,1.0,2.0,"Chicago, IL 60640","['09/10/2018', '08/15/2018', '08/06/2018', '07/21/2018', '07/15/2018', '09/01/2004', '05/31/2002']",2.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['2 Bedrooms', '1 Bathroom', 'Condo', '1,050 Square Feet', 'Lot Size: 4687 sqft']",10/01/2018,4687.0,sqft,&lpar;Andersonville&rpar;,"['Condo', '2 Beds', '1 Bath', 'Built in 1925', '82 days on Trulia', '4687 sqft lot size', '1,050 sqft', '$235/sqft', '390 views', '$175/monthly HOA']",246500.0,"[['2002-05-31 00:00:00', 195000, 'Sold'], ['2004-09-01 00:00:00', 246000, 'Sold'], ['2018-07-15 00:00:00', 272900, 'Listed for sale'], ['2018-07-21 00:00:00', 265000, 'Price change'], ['2018-08-06 00:00:00', 259000, 'Price change'], ['2018-08-15 00:00:00', 248000, 'Price change'], ['2018-09-10 00:00:00', 246500, 'Price change']]",235.0,"['$246,500', '$248,000', '$259,000', '$265,000', '$272,900', '$246,000', '$195,000']","['Condo', 'Lot Size: 4,687 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1733-w-catalpa-ave-1-chicago-il-60640--2191096812,390.0,1925.0,60640.0,43975,63299.0,65790,4059,"['1.4 km', '12.5 km', '0.2 km']",['14.2 km'],"['18 mins', '29 mins', '3 mins']",['50 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9815459],[-87.6735702]
60,4060,5445 N Sheridan Rd #708,850.0,1.0,1.0,"Chicago, IL 60640",,3.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '850 Square Feet']",09/28/2018,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1972', '73 days on Trulia', '850 sqft', '$206/sqft', '124 views', '$456/monthly HOA']",174900.0,,206.0,,,,https://www.trulia.com/p/il/chicago/5445-n-sheridan-rd-708-chicago-il-60640--2104451216,124.0,1972.0,60640.0,43975,63299.0,65790,4060,"['0.6 km', '12.5 km', '0.2 km']",['13.3 km'],"['7 mins', '29 mins', '3 mins']",['39 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9813504],[-87.6550918]
61,4061,860 W Lakeside Pl #A,1800.0,3.0,3.0,"Chicago, IL 60640","['09/17/2018', '07/02/2018']",5.0,"['Price change', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Townhouse', '1,800 Square Feet']",09/17/2018,,,&lpar;Uptown&rpar;,"['Townhouse', '3 Beds', '3 Baths', 'Built in 1988', '95 days on Trulia', '1,800 sqft', '$211/sqft', '486 views', '$294/monthly HOA']",380000.0,"[['2018-07-02 00:00:00', 385000, 'Listed for sale'], ['2018-09-17 00:00:00', 380000, 'Price change']]",211.0,"['$380,000', '$385,000']","['Condo', 'Lot Size: 9,900 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/860-w-lakeside-pl-a-chicago-il-60640--2124641394,486.0,1988.0,60640.0,43975,63299.0,65790,4061,"['0.6 km', '10.9 km', '0.2 km']",['11.8 km'],"['8 mins', '25 mins', '3 mins']",['35 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9682452],[-87.65248129999999]
62,4062,1466 W Winona St #2,1250.0,2.0,2.0,"Chicago, IL 60640",,9.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,250 Square Feet']",10/05/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2018', '89 days on Trulia', '1,250 sqft', '$400/sqft', '44 views', '$140/monthly HOA']",499900.0,,400.0,,,,https://www.trulia.com/p/il/chicago/1466-w-winona-st-2-chicago-il-60640--2356065148,44.0,2018.0,60640.0,43975,63299.0,65790,4062,"['1.0 km', '11.4 km', '0.2 km']",['12.6 km'],"['12 mins', '26 mins', '3 mins']",['41 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9753388],[-87.6673599]
63,4063,1729 W Rascher Ave,3800.0,4.0,4.0,"Chicago, IL 60640","['08/17/2018', '08/06/2018', '07/09/2018', '11/07/2016', '10/29/2016', '09/16/2016', '08/16/2016', '06/17/2016', '06/08/2016', '05/24/2016', '05/13/2016', '04/12/2016', '12/29/2014', '05/25/2014', '03/25/2014', '10/17/2012', '10/16/2012', '09/04/2012', '07/06/2012', '05/18/2012']",8.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale', 'Posting removed', 'Sold', 'Listed for sale', 'Posting removed', 'Listed for sale']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,800 Square Feet', 'Lot Size: 4687 sqft']",09/23/2018,4687.0,sqft,&lpar;Andersonville&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1902', '88 days on Trulia', '4687 sqft lot size', '3,800 sqft', '$237/sqft', '290 views']",899000.0,"[['2012-05-18 00:00:00', 295000, 'Listed for sale'], ['2012-07-06 00:00:00', 295000, 'Posting removed'], ['2012-09-04 00:00:00', 459000, 'Listed for sale'], ['2012-10-16 00:00:00', 450000, 'Sold'], ['2012-10-17 00:00:00', 459000, 'Posting removed'], ['2014-03-25 00:00:00', 1149000, 'Listed for sale'], ['2014-05-25 00:00:00', 1149000, 'Posting removed'], ['2014-12-29 00:00:00', 850000, 'Sold'], ['2016-04-12 00:00:00', 924900, 'Listed for sale'], ['2016-05-13 00:00:00', 879900, 'Price change'], ['2016-05-24 00:00:00', 859900, 'Price change'], ['2016-06-08 00:00:00', 879900, 'Price change'], ['2016-06-17 00:00:00', 825000, 'Price change'], ['2016-08-16 00:00:00', 809000, 'Price change'], ['2016-09-16 00:00:00', 809000, 'Pending'], ['2016-10-29 00:00:00', 809000, 'Posting removed'], ['2016-11-07 00:00:00', 738000, 'Sold'], ['2018-07-09 00:00:00', 985000, 'Listed for sale'], ['2018-08-06 00:00:00', 969000, 'Price change'], ['2018-08-17 00:00:00', 939900, 'Price change']]",237.0,"['$939,900', '$969,000', '$985,000', '$738,000', '$809,000', '$809,000', '$809,000', '$825,000', '$879,900', '$859,900', '$879,900', '$924,900', '$850,000', '$1,149,000', '$1,149,000', '$459,000', '$450,000', '$459,000', '$295,000', '$295,000']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '2,261 Square Feet', 'Lot Size: 4,687 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1729-w-rascher-ave-chicago-il-60640--1045896,290.0,1902.0,60640.0,43975,63299.0,65790,4063,"['1.3 km', '10.5 km', '0.8 km']",['12.6 km'],"['17 mins', '18 mins', '10 mins']",['45 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['Union Pacific North'],[41.9806363],[-87.6733708]
64,4064,4603 N Racine Ave #202,1780.0,2.0,3.0,"Chicago, IL 60640",,7.0,,"['3 Bedrooms', '2 Bathrooms', 'Condo', '1,780 Square Feet']",07/20/2018,,,&lpar;Uptown&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2003', '77 days on Trulia', '1,780 sqft', '$247/sqft', '152 views', '$353/monthly HOA']",440000.0,,247.0,,,,https://www.trulia.com/p/il/chicago/4603-n-racine-ave-202-chicago-il-60640--2104440797,152.0,2003.0,60640.0,43975,63299.0,65790,4064,"['0.2 km', '10.4 km', '0.2 km']",['10.9 km'],"['3 mins', '24 mins', '3 mins']",['30 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9656305],[-87.659587]
65,4065,1475 W Winona St #2W,1300.0,2.0,2.0,"Chicago, IL 60640",,4.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,300 Square Feet']",10/01/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1930', '74 days on Trulia', '1,300 sqft', '$327/sqft', '80 views', '$282/monthly HOA']",425000.0,,327.0,,,,https://www.trulia.com/p/il/chicago/1475-w-winona-st-2w-chicago-il-60640--2174077701,80.0,1930.0,60640.0,43975,63299.0,65790,4065,"['1.0 km', '11.4 km', '0.2 km']",['12.6 km'],"['12 mins', '26 mins', '3 mins']",['41 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9752639],[-87.66753849999999]
66,4066,1225 W Carmen Ave #1N,2000.0,3.0,3.0,"Chicago, IL 60640","['09/12/2018', '08/23/2018', '08/14/2018', '08/02/2018', '07/30/2018', '06/28/2018', '07/26/2016', '07/12/2016', '06/09/2016', '05/16/2016', '04/07/2016', '08/22/2014', '08/06/2014', '06/04/2014', '04/30/2014', '03/28/2014', '03/27/2014', '11/05/2013', '08/07/2013', '08/25/2006', '07/03/2002', '07/20/2001']",9.0,"['Price change', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Sold', 'Sold', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Condo', '2,000 Square Feet', 'Lot Size: 5000 sqft']",09/14/2018,5000.0,sqft,&lpar;Uptown&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2000', '99 days on Trulia', '5000 sqft lot size', '2,000 sqft', '$238/sqft', '209 views', '$250/monthly HOA']",475000.0,"[['2001-07-20 00:00:00', 335000, 'Sold'], ['2002-07-03 00:00:00', 327500, 'Sold'], ['2006-08-25 00:00:00', 452000, 'Sold'], ['2013-08-07 00:00:00', 459000, 'Listed for sale'], ['2013-11-05 00:00:00', 459000, 'Posting removed'], ['2014-03-27 00:00:00', 439000, 'Listed for sale'], ['2014-03-28 00:00:00', 449000, 'Price change'], ['2014-04-30 00:00:00', 439000, 'Price change'], ['2014-06-04 00:00:00', 439000, 'Pending'], ['2014-08-06 00:00:00', 439000, 'Posting removed'], ['2014-08-22 00:00:00', 420000, 'Sold'], ['2016-04-07 00:00:00', 450000, 'Listed for sale'], ['2016-05-16 00:00:00', 445000, 'Price change'], ['2016-06-09 00:00:00', 445000, 'Pending'], ['2016-07-12 00:00:00', 445000, 'Posting removed'], ['2016-07-26 00:00:00', 440000, 'Sold'], ['2018-06-28 00:00:00', 550000, 'Listed for sale'], ['2018-07-30 00:00:00', 524900, 'Price change'], ['2018-08-02 00:00:00', 499900, 'Price change'], ['2018-08-14 00:00:00', 479900, 'Price change'], ['2018-08-23 00:00:00', 479900, 'Posting removed'], ['2018-09-12 00:00:00', 475000, 'Price change']]",238.0,"['$475,000', '$479,900', '$479,900', '$499,900', '$524,900', '$550,000', '$440,000', '$445,000', '$445,000', '$445,000', '$450,000', '$420,000', '$439,000', '$439,000', '$439,000', '$449,000', '$439,000', '$459,000', '$459,000', '$452,000', '$327,500', '$335,000']","['Condo', 'Lot Size: 5,440 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1225-w-carmen-ave-1n-chicago-il-60640--2104434028,209.0,2000.0,60640.0,43975,63299.0,65790,4066,"['0.3 km', '11.4 km', '0.2 km']",['12.0 km'],"['4 mins', '26 mins', '3 mins']",['33 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9745606],[-87.6608739]
67,4067,5415 N Sheridan Rd #1006,1250.0,2.0,2.0,"Chicago, IL 60640","['09/18/2018', '09/11/2018', '08/27/2018', '08/10/2018', '08/10/2018', '07/02/2018', '06/12/2018', '05/04/2018', '04/16/2018', '03/28/2018', '03/07/2018', '01/27/2018']",6.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,250 Square Feet']",10/05/2018,,,&lpar;Edgewater&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1972', '56 days on Trulia', '1,250 sqft', '$184/sqft', '1017 views', '$901/monthly HOA']",229900.0,"[['2018-01-27 00:00:00', 269900, 'Listed for sale'], ['2018-03-07 00:00:00', 264900, 'Price change'], ['2018-03-28 00:00:00', 259900, 'Price change'], ['2018-04-16 00:00:00', 249900, 'Price change'], ['2018-05-04 00:00:00', 245000, 'Price change'], ['2018-06-12 00:00:00', 239999, 'Price change'], ['2018-07-02 00:00:00', 239999, 'Posting removed'], ['2018-08-10 00:00:00', 250000, 'Price change'], ['2018-08-10 00:00:00', 249000, 'Listed for sale'], ['2018-08-27 00:00:00', 248000, 'Price change'], ['2018-09-11 00:00:00', 240000, 'Price change'], ['2018-09-18 00:00:00', 235000, 'Price change']]",184.0,"['$235,000', '$240,000', '$248,000', '$250,000', '$249,000', '$239,999', '$239,999', '$245,000', '$249,900', '$259,900', '$264,900', '$269,900']","['Condo', 'Lot Size: 1.95 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/5415-n-sheridan-rd-1006-chicago-il-60640--2104449636,1017.0,1972.0,60640.0,43975,63299.0,65790,4067,"['0.5 km', '11.9 km', '0.2 km']",['12.7 km'],"['7 mins', '28 mins', '3 mins']",['37 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.98031940000001],[-87.6550448]
68,4068,4880 N Clark St #2B,1560.0,2.0,3.0,"Chicago, IL 60640",,3.0,,"['3 Bedrooms', '2 Bathrooms', 'Condo', '1,560 Square Feet']",10/03/2018,,,&lpar;Uptown&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2009', '73 days on Trulia', '1,560 sqft', '$301/sqft', '326 views', '$318/monthly HOA']",469000.0,,301.0,,,,https://www.trulia.com/p/il/chicago/4880-n-clark-st-2b-chicago-il-60640--2104444445,326.0,2009.0,60640.0,43975,63299.0,65790,4068,"['1.0 km', '10.9 km', '0.2 km']",['12.2 km'],"['13 mins', '25 mins', '3 mins']",['40 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9712428],[-87.6678206]
69,4069,5133 N Winthrop Ave #4B,700.0,1.0,1.0,"Chicago, IL 60640",,6.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '700 Square Feet']",08/10/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2009', '56 days on Trulia', '700 sqft', '$207/sqft', '266 views', '$133/monthly HOA']",145000.0,,207.0,,,,https://www.trulia.com/p/il/chicago/5133-n-winthrop-ave-4b-chicago-il-60640--2104447494,266.0,2009.0,60640.0,43975,63299.0,65790,4069,"['0.3 km', '11.9 km', '0.2 km']",['12.4 km'],"['4 mins', '28 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.97618629999999],[-87.657793]
70,4070,1466 W Winona St #1,2200.0,3.0,3.0,"Chicago, IL 60640",['07/03/2017'],2.0,['Sold'],"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,200 Square Feet']",10/05/2018,,,&lpar;Uptown&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2018', '82 days on Trulia', '2,200 sqft', '$318/sqft', '87 views', '$196/monthly HOA']",699900.0,"[['2017-07-03 00:00:00', 550000, 'Sold']]",318.0,"['$550,000']","['6 Bedrooms', '3 Bathrooms', 'Multi-Family', '2,828 Square Feet', 'Lot Size: 3,050 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/1466-w-winona-st-1-chicago-il-60640--2202317244,87.0,2018.0,60640.0,43975,63299.0,65790,4070,"['1.0 km', '11.4 km', '0.2 km']",['12.6 km'],"['12 mins', '26 mins', '3 mins']",['41 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9753388],[-87.6673599]
71,4071,1315 W Winnemac Ave #2E,1356.0,2.0,2.0,"Chicago, IL 60640",,1.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,356 Square Feet']",09/05/2018,,,&lpar;Uptown&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1912', '81 days on Trulia', '1,356 sqft', '$240/sqft', '27 views']",325000.0,,240.0,,,,https://www.trulia.com/p/il/chicago/1315-w-winnemac-ave-2e-chicago-il-60640--2172368227,27.0,1912.0,60640.0,43975,63299.0,65790,4071,"['0.4 km', '11.4 km', '0.2 km']",['12.0 km'],"['5 mins', '26 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9735553],[-87.6629178]
72,4072,1606 W Winona St #3,900.0,1.0,1.0,"Chicago, IL 60640",,1.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '900 Square Feet']",09/11/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1925', '91 days on Trulia', '900 sqft', '$233/sqft', '335 views', '$330/monthly HOA']",209900.0,,233.0,,,,https://www.trulia.com/p/il/chicago/1606-w-winona-st-3-chicago-il-60640--2121345412,335.0,1925.0,60640.0,43975,63299.0,65790,4072,"['1.2 km', '11.4 km', '0.2 km']",['12.8 km'],"['15 mins', '26 mins', '3 mins']",['44 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.975273],[-87.6699568]
73,4073,4547 N Wolcott Ave #1N,2800.0,3.0,3.0,"Chicago, IL 60640",,8.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,800 Square Feet']",09/04/2018,,,&lpar;Ravenswood&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2016', '78 days on Trulia', '2,800 sqft', '$286/sqft', '258 views', '$317/monthly HOA']",799500.0,,286.0,,,,https://www.trulia.com/p/il/chicago/4547-n-wolcott-ave-1n-chicago-il-60640--2356494821,258.0,2016.0,60640.0,43975,63299.0,65790,4073,"['0.4 km', '4.1 km', '7.4 km', '0.2 km']",['12.2 km'],"['5 mins', '9 mins', '15 mins', '3 mins']",['34 mins'],"['WALKING', 'TRANSIT', 'TRANSIT', 'WALKING']","['SUBWAY', 'SUBWAY']","['Brown Line', 'Red Line']",[41.9647213],[-87.6760292]
74,4074,5356 N Paulina St,4400.0,5.0,5.0,"Chicago, IL 60640",,4.0,,"['5 Bedrooms', '5 Bathrooms', 'Single-Family Home', '4,400 Square Feet', 'Lot Size: 3123 sqft']",09/07/2018,3123.0,sqft,&lpar;Andersonville&rpar;,"['Single-Family Home', '5 Beds', '5 Baths', 'Built in 2018', '94 days on Trulia', '3123 sqft lot size', '4,400 sqft', '$336/sqft', '206 views']",1479000.0,,336.0,,,,https://www.trulia.com/p/il/chicago/5356-n-paulina-st-chicago-il-60640--2185715832,206.0,2018.0,60640.0,43975,63299.0,65790,4074,"['1.3 km', '11.9 km', '0.2 km']",['13.5 km'],"['17 mins', '28 mins', '3 mins']",['48 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9797386],[-87.6724404]
75,4075,5307 N Ashland Ave,1102.0,2.0,5.0,"Chicago, IL 60640","['08/31/2018', '08/24/2018', '07/07/2018', '03/26/2004', '12/12/1996', '11/19/1993']",5.0,"['Listed for sale', 'Posting removed', 'Listed for sale', 'Sold', 'Sold', 'Sold']","['5 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,102 Square Feet', 'Lot Size: 2526 sqft']",09/24/2018,2526.0,sqft,&lpar;Andersonville&rpar;,"['Single-Family Home', '5 Beds', '2 Baths', 'Built in 1989', '35 days on Trulia', '2526 sqft lot size', '1,102 sqft', '$425/sqft', '233 views']",468000.0,"[['1993-11-19 00:00:00', 76333, 'Sold'], ['1996-12-12 00:00:00', 155000, 'Sold'], ['2004-03-26 00:00:00', 322000, 'Sold'], ['2018-07-07 00:00:00', 498000, 'Listed for sale'], ['2018-08-24 00:00:00', 498000, 'Posting removed'], ['2018-08-31 00:00:00', 488000, 'Listed for sale']]",425.0,"['$488,000', '$498,000', '$498,000', '$322,000', '$155,000', '$76,333']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,102 Square Feet', 'Lot Size: 2,525 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5307-n-ashland-ave-chicago-il-60640--2104448425,233.0,1989.0,60640.0,43975,63299.0,65790,4075,"['0.9 km', '11.9 km', '0.2 km']",['13.1 km'],"['12 mins', '28 mins', '3 mins']",['43 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9782728],[-87.6695507]
76,4076,5052 N Marine Dr #A2,850.0,1.0,1.0,"Chicago, IL 60640","['05/15/2018', '12/26/2017', '11/15/2017', '10/29/2017', '08/16/2017', '04/27/2017', '04/04/2017', '08/24/2005', '07/31/2002', '07/16/1999']",4.0,"['Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Posting removed', 'Listed for sale', 'Sold', 'Sold', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '850 Square Feet']",05/22/2018,,,&lpar;Uptown&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1939', '144 days on Trulia', '850 sqft', '$169/sqft', '240 views', '$489/monthly HOA']",144000.0,"[['1999-07-16 00:00:00', 48000, 'Sold'], ['2002-07-31 00:00:00', 116000, 'Sold'], ['2005-08-24 00:00:00', 105000, 'Sold'], ['2017-04-04 00:00:00', 149000, 'Listed for sale'], ['2017-04-27 00:00:00', 149000, 'Posting removed'], ['2017-08-16 00:00:00', 149000, 'Posting removed'], ['2017-10-29 00:00:00', 149900, 'Listed for sale'], ['2017-11-15 00:00:00', 144000, 'Price change'], ['2017-12-26 00:00:00', 144000, 'Posting removed'], ['2018-05-15 00:00:00', 144000, 'Listed for sale']]",169.0,"['$144,000', '$144,000', '$144,000', '$149,900', '$149,000', '$149,000', '$149,000', '$105,000', '$116,000', '$48,000']","['Condo', 'Lot Size: 1.86 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/5052-n-marine-dr-a2-chicago-il-60640--2190238488,240.0,1939.0,60640.0,43975,63299.0,65790,4076,"['0.8 km', '11.4 km', '0.2 km']",['12.4 km'],"['10 mins', '26 mins', '3 mins']",['39 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9749269],[-87.65163659999999]
77,4077,5555 N Sheridan Rd #127,750.0,1.0,1.0,"Chicago, IL 60640",,5.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '750 Square Feet']",08/07/2017,,,&lpar;Edgewater&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1929', '425 days on Trulia', '750 sqft', '$173/sqft', '873 views', '$721/monthly HOA']",129500.0,,173.0,,,,https://www.trulia.com/p/il/chicago/5555-n-sheridan-rd-127-chicago-il-60640--2328405023,873.0,1929.0,60640.0,43975,63299.0,65790,4077,"['0.4 km', '12.5 km', '0.2 km']",['13.1 km'],"['5 mins', '29 mins', '3 mins']",['36 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9833335],[-87.65513390000001]
78,4078,5510 N Sheridan Rd #2B,2200.0,2.0,3.0,"Chicago, IL 60640","['08/08/2018', '07/16/2018', '06/21/2018', '05/02/2018']",7.0,"['Price change', 'Price change', 'Price change', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Condo', '2,200 Square Feet']",10/05/2018,,,&lpar;Edgewater&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 1927', '157 days on Trulia', '2,200 sqft', '$157/sqft', '445 views', '$1,133/monthly HOA']",345000.0,"[['2018-05-02 00:00:00', 398000, 'Listed for sale'], ['2018-06-21 00:00:00', 379000, 'Price change'], ['2018-07-16 00:00:00', 359000, 'Price change'], ['2018-08-08 00:00:00', 350000, 'Price change']]",157.0,"['$350,000', '$359,000', '$379,000', '$398,000']","['Condo', 'Lot Size: 10,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5510-n-sheridan-rd-2b-chicago-il-60640--2104451999,445.0,1927.0,60640.0,43975,63299.0,65790,4078,"['0.4 km', '12.5 km', '0.2 km']",['13.1 km'],"['5 mins', '29 mins', '3 mins']",['36 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.9824784],[-87.6557296]
