,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
40,8040,12943 S Escanaba Ave,1055.0,1.0,3.0,"Chicago, IL 60633","['09/08/2018', '08/18/2018', '06/14/2018']",3.0,"['Price change', 'Price change', 'Listed for sale']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,055 Square Feet', 'Lot Size: 5096 sqft']",09/08/2018,5096.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1957', '113 days on Trulia', '5096 sqft lot size', '1,055 sqft', '$157/sqft', '504 views']",165900.0,"[['2018-06-14 00:00:00', 176000, 'Listed for sale'], ['2018-08-18 00:00:00', 169900, 'Price change'], ['2018-09-08 00:00:00', 165900, 'Price change']]",157.0,"['$165,900', '$169,900', '$176,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,055 Square Feet', 'Lot Size: 5,095 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/12943-s-escanaba-ave-chicago-il-60633--2104335787,504.0,1957.0,60633.0,46089,55891.0,12927,8040,"['0.2 km', '2.0 km', '22 m', '31.1 km', '0.4 km']",['33.8 km'],"['2 mins', '5 mins', '1 min', '41 mins', '6 mins']",['1 hour 0 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['South Chicago', 'South Shore Line']",[41.6597801],[-87.55315569999999]
41,8041,2746 E 128th St,1215.0,2.0,3.0,"Chicago, IL 60633","['07/20/2018', '06/21/2018', '01/26/2018']",2.0,"['Price change', 'Posting removed', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,215 Square Feet', 'Lot Size: 3667 sqft']",10/03/2018,3667.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1959', '252 days on Trulia', '3667 sqft lot size', '1,215 sqft', '$126/sqft', '910 views']",153000.0,"[['2018-01-26 00:00:00', 153000, 'Listed for sale'], ['2018-06-21 00:00:00', 153000, 'Posting removed'], ['2018-07-20 00:00:00', 152000, 'Price change']]",126.0,"['$152,000', '$153,000', '$153,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,215 Square Feet', 'Lot Size: 3,666 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/2746-e-128th-st-chicago-il-60633--2104340179,910.0,1959.0,60633.0,46089,55891.0,12927,8041,"['0.8 km', '2.0 km', '22 m', '31.1 km', '0.4 km']",['34.4 km'],"['10 mins', '5 mins', '1 min', '41 mins', '6 mins']",['1 hour 7 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['South Chicago', 'South Shore Line']",[41.6628865],[-87.5561772]
42,8042,12916 S Manistee Ave,992.0,1.0,3.0,"Chicago, IL 60633","['09/21/2018', '09/06/2018', '08/29/2018', '08/03/2018', '06/20/2018', '05/07/2018']",1.0,"['Price change', 'Price change', 'Pending to active status', 'Pending', 'Price change', 'Listed for sale']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '992 Square Feet', 'Lot Size: 5000 sqft']",09/21/2018,5000.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1956', '151 days on Trulia', '5000 sqft lot size', '992 sqft', '$145/sqft', '1119 views']",144000.0,"[['2018-05-07 00:00:00', 151900, 'Listed for sale'], ['2018-06-20 00:00:00', 147900, 'Price change'], ['2018-08-03 00:00:00', 147900, 'Pending'], ['2018-08-29 00:00:00', 147900, 'Pending to active status'], ['2018-09-06 00:00:00', 146900, 'Price change'], ['2018-09-21 00:00:00', 144000, 'Price change']]",145.0,"['$144,000', '$146,900', '$147,900', '$147,900', '$147,900', '$151,900']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '960 Square Feet', 'Lot Size: 5,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/12916-s-manistee-ave-chicago-il-60633--2104335619,1119.0,1956.0,60633.0,46089,55891.0,12927,8042,"['0.5 km', '2.0 km', '22 m', '31.1 km', '0.4 km']",['34.1 km'],"['6 mins', '5 mins', '1 min', '41 mins', '6 mins']",['1 hour 3 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['South Chicago', 'South Shore Line']",[41.66042729999999],[-87.5556897]
43,8043,13430 S Buffalo Ave,1040.0,1.0,3.0,"Chicago, IL 60633","['06/15/2018', '08/30/2016', '06/25/2016', '05/10/2016', '02/16/2016', '11/15/2011', '10/16/2011', '10/05/2011']",2.0,"['Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,040 Square Feet', 'Lot Size: 3123 sqft']",09/27/2018,3123.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1957', '112 days on Trulia', '3123 sqft lot size', '1,040 sqft', '$130/sqft', '312 views']",134900.0,"[['2011-10-05 00:00:00', 75900, 'Listed for sale'], ['2011-10-16 00:00:00', 75900, 'Posting removed'], ['2011-11-15 00:00:00', 68000, 'Sold'], ['2016-02-16 00:00:00', 115000, 'Listed for sale'], ['2016-05-10 00:00:00', 115000, 'Posting removed'], ['2016-06-25 00:00:00', 114000, 'Listed for sale'], ['2016-08-30 00:00:00', 114000, 'Posting removed'], ['2018-06-15 00:00:00', 139900, 'Listed for sale']]",130.0,"['$139,900', '$114,000', '$114,000', '$115,000', '$115,000', '$68,000', '$75,900', '$75,900']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,040 Square Feet', 'Lot Size: 3,125 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/13430-s-buffalo-ave-chicago-il-60633--1073970,312.0,1957.0,60633.0,46089,55891.0,12927,8043,"['0.7 km', '31.1 km', '0.4 km']",['32.3 km'],"['9 mins', '41 mins', '6 mins']",['55 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['South Shore Line'],[41.6508982],[-87.5435364]
44,8044,12748 S Escanaba Ave,1066.0,1.0,3.0,"Chicago, IL 60633",,8.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,066 Square Feet', 'Lot Size: 5000 sqft']",09/27/2018,5000.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1955', '8 days on Trulia', '5000 sqft lot size', '1,066 sqft', '$117/sqft', '135 views']",125000.0,,117.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,066 Square Feet', 'Lot Size: 5,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/12748-s-escanaba-ave-chicago-il-60633--2104335232,135.0,1955.0,60633.0,46089,55891.0,12927,8044,"['0.6 km', '2.0 km', '22 m', '31.1 km', '0.4 km']",['34.2 km'],"['7 mins', '5 mins', '1 min', '41 mins', '6 mins']",['1 hour 5 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['South Chicago', 'South Shore Line']",[41.6631902],[-87.5532501]
45,8045,13345 S Baltimore Ave,3125.0,2.0,2.0,"Chicago, IL 60633","['09/19/2018', '11/18/2002']",7.0,"['Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Single-Family Home', '3,125 Square Feet', 'Lot Size: 3123 sqft']",09/19/2018,3123.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '2 Beds', '2 Baths', 'Built in 1898', '17 days on Trulia', '3123 sqft lot size', '3,125 sqft', '$38/sqft', '52 views']",120000.0,"[['2002-11-18 00:00:00', 40000, 'Sold'], ['2018-09-19 00:00:00', 120000, 'Listed for sale']]",38.0,"['$120,000', '$40,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,400 Square Feet', 'Lot Size: 3,125 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/13345-s-baltimore-ave-chicago-il-60633--2104337578,52.0,1898.0,60633.0,46089,55891.0,12927,8045,"['64.8 km', '1,233 km', '0.4 km', '1.8 km', '0.1 km']","['1,300 km']","['41 mins', '17 hours 40 mins', '7 mins', '5 mins', '1 min']",['19 hours 46 mins'],"['TRANSIT', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'HEAVY_RAIL', 'SUBWAY']","['Acela Express', 'Capitol Limited', 'Blue Line']",[39.30730200000001],[-76.61568799999999]
46,8046,12841 S Saginaw Ave,1300.0,2.0,3.0,"Chicago, IL 60633","['09/19/2018', '07/20/2007', '09/12/2005']",7.0,"['Listed for sale', 'Sold', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,300 Square Feet', 'Lot Size: 5000 sqft']",10/05/2018,5000.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1961', '17 days on Trulia', '5000 sqft lot size', '1,300 sqft', '$69/sqft', '266 views']",89900.0,"[['2005-09-12 00:00:00', 110000, 'Sold'], ['2007-07-20 00:00:00', 175000, 'Sold'], ['2018-09-19 00:00:00', 95000, 'Listed for sale']]",69.0,"['$95,000', '$175,000', '$110,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,058 Square Feet', 'Lot Size: 5,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/12841-s-saginaw-ave-chicago-il-60633--2104335454,266.0,1961.0,60633.0,46089,55891.0,12927,8046,"['0.3 km', '2.0 km', '22 m', '31.1 km', '0.4 km']",['33.8 km'],"['4 mins', '3 mins', '1 min', '37 mins', '6 mins']",['59 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['Torrence', 'South Shore Line']",[41.6615969],[-87.5580215]
47,8047,13151 S Escanaba Ave,1437.0,2.0,3.0,"Chicago, IL 60633","['09/21/2018', '09/20/2018', '09/18/2018', '09/17/2018', '09/14/2018', '09/13/2018', '09/12/2018', '09/11/2018', '09/10/2018', '09/09/2018', '09/07/2018', '09/06/2018', '09/05/2018', '09/03/2018', '09/02/2018', '09/01/2018', '08/31/2018', '08/30/2018', '08/27/2018', '08/26/2018', '08/25/2018', '08/24/2018', '08/23/2018', '08/21/2018', '08/19/2018', '08/18/2018', '08/16/2018', '08/15/2018', '08/14/2018', '08/13/2018', '08/12/2018', '08/10/2018', '08/09/2018', '08/07/2018', '08/06/2018', '08/05/2018', '08/04/2018', '08/02/2018', '08/01/2018', '07/30/2018', '07/27/2018', '07/26/2018', '07/25/2018', '07/24/2018', '07/23/2018', '07/22/2018', '07/21/2018', '07/20/2018', '07/19/2018', '07/18/2018', '07/17/2018', '07/16/2018', '07/15/2018', '07/14/2018', '07/13/2018', '07/12/2018', '07/11/2018', '07/10/2018', '04/04/2014']",8.0,"['Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Posting removed', 'Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,437 Square Feet', 'Lot Size: 5000 sqft']",10/05/2018,5000.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1933', '88 days on Trulia', '5000 sqft lot size', '1,437 sqft', '$103/sqft', '358 views']",147500.0,"[['2014-04-04 00:00:00', 65000, 'Sold'], ['2018-07-10 00:00:00', 147500, 'Listed for sale'], ['2018-07-11 00:00:00', 147500, 'Posting removed'], ['2018-07-12 00:00:00', 147500, 'Posting removed'], ['2018-07-13 00:00:00', 147500, 'Posting removed'], ['2018-07-14 00:00:00', 147500, 'Posting removed'], ['2018-07-15 00:00:00', 147500, 'Posting removed'], ['2018-07-16 00:00:00', 147500, 'Posting removed'], ['2018-07-17 00:00:00', 147500, 'Posting removed'], ['2018-07-18 00:00:00', 147500, 'Posting removed'], ['2018-07-19 00:00:00', 147500, 'Posting removed'], ['2018-07-20 00:00:00', 147500, 'Posting removed'], ['2018-07-21 00:00:00', 147500, 'Posting removed'], ['2018-07-22 00:00:00', 147500, 'Posting removed'], ['2018-07-23 00:00:00', 147500, 'Posting removed'], ['2018-07-24 00:00:00', 147500, 'Posting removed'], ['2018-07-25 00:00:00', 147500, 'Posting removed'], ['2018-07-26 00:00:00', 147500, 'Posting removed'], ['2018-07-27 00:00:00', 147500, 'Posting removed'], ['2018-07-30 00:00:00', 147500, 'Posting removed'], ['2018-08-01 00:00:00', 147500, 'Posting removed'], ['2018-08-02 00:00:00', 147500, 'Posting removed'], ['2018-08-04 00:00:00', 147500, 'Posting removed'], ['2018-08-05 00:00:00', 147500, 'Posting removed'], ['2018-08-06 00:00:00', 147500, 'Posting removed'], ['2018-08-07 00:00:00', 147500, 'Posting removed'], ['2018-08-09 00:00:00', 147500, 'Posting removed'], ['2018-08-10 00:00:00', 147500, 'Posting removed'], ['2018-08-12 00:00:00', 147500, 'Posting removed'], ['2018-08-13 00:00:00', 147500, 'Posting removed'], ['2018-08-14 00:00:00', 147500, 'Posting removed'], ['2018-08-15 00:00:00', 147500, 'Posting removed'], ['2018-08-16 00:00:00', 147500, 'Posting removed'], ['2018-08-18 00:00:00', 147500, 'Posting removed'], ['2018-08-19 00:00:00', 147500, 'Posting removed'], ['2018-08-21 00:00:00', 147500, 'Posting removed'], ['2018-08-23 00:00:00', 147500, 'Posting removed'], ['2018-08-24 00:00:00', 147500, 'Posting removed'], ['2018-08-25 00:00:00', 147500, 'Posting removed'], ['2018-08-26 00:00:00', 147500, 'Posting removed'], ['2018-08-27 00:00:00', 147500, 'Posting removed'], ['2018-08-30 00:00:00', 147500, 'Posting removed'], ['2018-08-31 00:00:00', 147500, 'Posting removed'], ['2018-09-01 00:00:00', 147500, 'Posting removed'], ['2018-09-02 00:00:00', 147500, 'Posting removed'], ['2018-09-03 00:00:00', 147500, 'Posting removed'], ['2018-09-05 00:00:00', 147500, 'Posting removed'], ['2018-09-06 00:00:00', 147500, 'Posting removed'], ['2018-09-07 00:00:00', 147500, 'Posting removed'], ['2018-09-09 00:00:00', 147500, 'Posting removed'], ['2018-09-10 00:00:00', 147500, 'Posting removed'], ['2018-09-11 00:00:00', 147500, 'Posting removed'], ['2018-09-12 00:00:00', 147500, 'Posting removed'], ['2018-09-13 00:00:00', 147500, 'Posting removed'], ['2018-09-14 00:00:00', 147500, 'Posting removed'], ['2018-09-17 00:00:00', 147500, 'Posting removed'], ['2018-09-18 00:00:00', 147500, 'Posting removed'], ['2018-09-20 00:00:00', 147500, 'Posting removed'], ['2018-09-21 00:00:00', 147500, 'Posting removed']]",103.0,"['$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$147,500', '$65,000']","['2 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,437 Square Feet', 'Lot Size: 5,000 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/13151-s-escanaba-ave-chicago-il-60633--2104336660,358.0,1933.0,60633.0,46089,55891.0,12927,8047,"['1.6 km', '31.1 km', '0.4 km']",['33.1 km'],"['19 mins', '41 mins', '6 mins']",['1 hour 5 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['South Shore Line'],[41.65588899999999],[-87.5531673]
48,8048,13153 S Brandon Ave,1742.0,2.0,3.0,"Chicago, IL 60633","['09/11/2018', '08/07/2018', '07/06/2018', '07/05/2018', '07/05/2018', '06/01/2018', '05/25/2018', '05/17/2018', '05/10/2018', '05/09/2007', '12/05/2006', '07/07/2005']",0.0,"['Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Posting removed', 'Posting removed', 'Posting removed', 'Sold', 'Sold', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,742 Square Feet', 'Lot Size: 3123 sqft']",10/06/2018,3123.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 2008', '190 days on Trulia', '3123 sqft lot size', '1,742 sqft', '$126/sqft', '185 views']",219000.0,"[['2005-07-07 00:00:00', 13000, 'Sold'], ['2006-12-05 00:00:00', 29000, 'Sold'], ['2007-05-09 00:00:00', 300000, 'Sold'], ['2018-05-10 00:00:00', 129966, 'Posting removed'], ['2018-05-17 00:00:00', 129866, 'Posting removed'], ['2018-05-25 00:00:00', 129866, 'Posting removed'], ['2018-06-01 00:00:00', 255000, 'Price change'], ['2018-07-05 00:00:00', 100000, 'Price change'], ['2018-07-05 00:00:00', 242500, 'Price change'], ['2018-07-06 00:00:00', 242500, 'Price change'], ['2018-08-07 00:00:00', 230500, 'Price change'], ['2018-09-11 00:00:00', 219000, 'Price change']]",126.0,"['$219,000', '$230,500', '$242,500', '$100,000', '$242,500', '$255,000', '$129,866', '$129,866', '$129,966', '$300,000', '$29,000', '$13,000']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,742 Square Feet', 'Lot Size: 3,125 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/13153-s-brandon-ave-chicago-il-60633--2104336670,185.0,2008.0,60633.0,46089,55891.0,12927,8048,"['1.3 km', '31.1 km', '0.4 km']",['32.8 km'],"['16 mins', '41 mins', '6 mins']",['1 hour 2 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['South Shore Line'],[41.6557648],[-87.54586049999999]
49,8049,13318 S Houston Ave,1020.0,2.0,3.0,"Chicago, IL 60633","['09/19/2018', '03/31/2014', '09/23/1997']",7.0,"['Listed for sale', 'Sold', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,020 Square Feet', 'Lot Size: 3125 sqft']",09/19/2018,3125.0,sqft,&lpar;Hegewisch&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1975', '17 days on Trulia', '3125 sqft lot size', '1,020 sqft', '$167/sqft', '61 views']",169999.0,"[['1997-09-23 00:00:00', 70000, 'Sold'], ['2014-03-31 00:00:00', 133000, 'Sold'], ['2018-09-19 00:00:00', 169999, 'Listed for sale']]",167.0,"['$169,999', '$133,000', '$70,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,020 Square Feet', 'Lot Size: 3,125 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/13318-s-houston-ave-chicago-il-60633--2104337372,61.0,1975.0,60633.0,46089,55891.0,12927,8049,"['1.0 km', '31.1 km', '0.4 km']",['32.6 km'],"['13 mins', '41 mins', '6 mins']",['59 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['HEAVY_RAIL'],['South Shore Line'],[41.6530719],[-87.5484322]
50,8050,130 S Canal St #9B,2200.0,3.0,2.0,"Chicago, IL 60606",,1.0,,"['2 Bedrooms', '3 Bathrooms', 'Condo', '2,200 Square Feet']",09/19/2018,,,&lpar;West Loop Gate&rpar;,"['Condo', '2 Beds', '3 Baths', 'Built in 1949', '31 days on Trulia', '2,200 sqft', '$543/sqft', '76 views', '$1,472/monthly HOA']",1195000.0,,543.0,,,,https://www.trulia.com/p/il/chicago/130-s-canal-st-9b-chicago-il-60606--2103796424,76.0,1949.0,60606.0,83429,111808.0,2308,8050,"['0.6 km', '1.0 km', '0.2 km']",['1.8 km'],"['7 mins', '5 mins', '3 mins']",['14 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Orange Line'],[41.8796585],[-87.6396721]
51,8051,212 W Washington St #2005,1550.0,2.0,2.0,"Chicago, IL 60606",,3.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,550 Square Feet']",09/28/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1913', '53 days on Trulia', '1,550 sqft', '$306/sqft', '383 views', '$995/monthly HOA']",474500.0,,306.0,,,,https://www.trulia.com/p/il/chicago/212-w-washington-st-2005-chicago-il-60606--2103799067,383.0,1913.0,60606.0,83429,111808.0,2308,8051,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8832332],[-87.6344623]
52,8052,130 S Canal St #811,860.0,1.0,1.0,"Chicago, IL 60606","['08/07/2018', '07/10/2018', '09/24/2015', '09/16/2015', '08/11/2015', '08/01/2015', '06/04/2015', '04/14/2015', '03/24/2015', '08/07/2010', '06/24/2010', '06/20/2010', '06/19/2010', '06/15/2010', '06/13/2010', '06/05/2010', '02/02/2010', '02/02/2010', '05/30/2008', '05/28/2008', '03/11/2008', '07/26/2002']",7.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '860 Square Feet']",08/07/2018,,,&lpar;West Loop Gate&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1949', '87 days on Trulia', '860 sqft', '$356/sqft', '144 views', '$517/monthly HOA']",306000.0,"[['2002-07-26 00:00:00', 204000, 'Sold'], ['2008-03-11 00:00:00', 247000, 'Listed for sale'], ['2008-05-28 00:00:00', 247000, 'Posting removed'], ['2008-05-30 00:00:00', 240000, 'Sold'], ['2010-02-02 00:00:00', 240000, 'Price change'], ['2010-02-02 00:00:00', 270000, 'Listed for sale'], ['2010-06-05 00:00:00', 1590, 'Price change'], ['2010-06-13 00:00:00', 240000, 'Price change'], ['2010-06-15 00:00:00', 1590, 'Price change'], ['2010-06-19 00:00:00', 240000, 'Price change'], ['2010-06-20 00:00:00', 1590, 'Price change'], ['2010-06-24 00:00:00', 240000, 'Price change'], ['2010-08-07 00:00:00', 240000, 'Posting removed'], ['2015-03-24 00:00:00', 259900, 'Listed for sale'], ['2015-04-14 00:00:00', 254900, 'Price change'], ['2015-06-04 00:00:00', 254900, 'Posting removed'], ['2015-08-01 00:00:00', 254900, 'Listed for sale'], ['2015-08-11 00:00:00', 250000, 'Price change'], ['2015-09-16 00:00:00', 250000, 'Posting removed'], ['2015-09-24 00:00:00', 241000, 'Sold'], ['2018-07-10 00:00:00', 312000, 'Listed for sale'], ['2018-08-07 00:00:00', 306000, 'Price change']]",356.0,"['$306,000', '$312,000', '$241,000', '$250,000', '$250,000', '$254,900', '$254,900', '$254,900', '$259,900', '$240,000', '$240,000', '$1,590', '$240,000', '$1,590', '$240,000', '$1,590', '$240,000', '$270,000', '$240,000', '$247,000', '$247,000', '$204,000']","['Condo', 'Lot Size: 1.39 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/130-s-canal-st-811-chicago-il-60606--2103796407,144.0,1949.0,60606.0,83429,111808.0,2308,8052,"['0.6 km', '1.0 km', '0.2 km']",['1.8 km'],"['7 mins', '5 mins', '3 mins']",['14 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Orange Line'],[41.8796585],[-87.6396721]
53,8053,345 N Canal St #502,1250.0,1.0,1.0,"Chicago, IL 60606",,9.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '1,250 Square Feet']",09/19/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1898', '99 days on Trulia', '1,250 sqft', '$247/sqft', '162 views', '$651/monthly HOA']",309000.0,,247.0,,,,https://www.trulia.com/p/il/chicago/345-n-canal-st-502-chicago-il-60606--2103801772,162.0,1898.0,60606.0,83429,111808.0,2308,8053,"['0.4 km', '0.9 km', '0.2 km']",['1.5 km'],"['5 mins', '3 mins', '3 mins']",['10 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Pink Line'],[41.8882213],[-87.6399307]
54,8054,333 N Canal St #2201,2855.0,3.0,3.0,"Chicago, IL 60606","['08/21/2018', '07/16/2013', '05/06/2013', '02/08/2012', '01/12/2012', '10/07/2011']",5.0,"['Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Condo', '2,855 Square Feet']",09/10/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2002', '45 days on Trulia', '2,855 sqft', '$455/sqft', '156 views', '$1,549/monthly HOA']",1299900.0,"[['2011-10-07 00:00:00', 1108500, 'Listed for sale'], ['2012-01-12 00:00:00', 1139000, 'Price change'], ['2012-02-08 00:00:00', 1139000, 'Posting removed'], ['2013-05-06 00:00:00', 1195000, 'Listed for sale'], ['2013-07-16 00:00:00', 1195000, 'Posting removed'], ['2018-08-21 00:00:00', 1299900, 'Listed for sale']]",455.0,"['$1,299,900', '$1,195,000', '$1,195,000', '$1,139,000', '$1,139,000', '$1,108,500']","['Condo', 'Lot Size: 0.49 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/333-n-canal-st-2201-chicago-il-60606--2103801177,156.0,2002.0,60606.0,83429,111808.0,2308,8054,"['0.3 km', '0.9 km', '0.2 km']",['1.4 km'],"['4 mins', '3 mins', '3 mins']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Pink Line'],[41.8874674],[-87.6399071]
