,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
55,8055,165 N Canal St #620,1515.0,2.0,2.0,"Chicago, IL 60606","['03/19/2008', '02/01/2008', '12/01/2007', '06/13/2007', '06/21/1999']",8.0,"['Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,515 Square Feet']",09/27/2018,,,&lpar;West Loop Gate&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1921', '8 days on Trulia', '1,515 sqft', '$290/sqft', '60 views', '$741/monthly HOA']",439000.0,"[['1999-06-21 00:00:00', 250500, 'Sold'], ['2007-06-13 00:00:00', 434900, 'Listed for sale'], ['2007-12-01 00:00:00', 434900, 'Posting removed'], ['2008-02-01 00:00:00', 444900, 'Listed for sale'], ['2008-03-19 00:00:00', 444900, 'Posting removed']]",290.0,"['$444,900', '$444,900', '$434,900', '$434,900', '$250,500']","['Condo', 'Lot Size: 0.69 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/165-n-canal-st-620-chicago-il-60606--2103796723,60.0,1921.0,60606.0,83429,111808.0,2308,8055,"['0.7 km', '0.5 km', '0.1 km']",['1.3 km'],"['10 mins', '2 mins', '1 min']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8851073],[-87.6397647]
56,8056,165 N Canal St #1129,1647.0,2.0,2.0,"Chicago, IL 60606",,0.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,647 Square Feet']",10/03/2018,,,&lpar;West Loop Gate&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1921', '210 days on Trulia', '1,647 sqft', '$261/sqft', '624 views', '$691/monthly HOA']",430000.0,,261.0,,,,https://www.trulia.com/p/il/chicago/165-n-canal-st-1129-chicago-il-60606--2103796553,624.0,1921.0,60606.0,83429,111808.0,2308,8056,"['0.7 km', '0.5 km', '0.1 km']",['1.3 km'],"['10 mins', '2 mins', '1 min']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8851073],[-87.6397647]
57,8057,165 N Canal St #708,1714.0,2.0,2.0,"Chicago, IL 60606",,1.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,714 Square Feet']",10/04/2018,,,&lpar;West Loop Gate&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1998', '211 days on Trulia', '1,714 sqft', '$250/sqft', '883 views', '$713/monthly HOA']",429000.0,,250.0,,,,https://www.trulia.com/p/il/chicago/165-n-canal-st-708-chicago-il-60606--2103796743,883.0,1998.0,60606.0,83429,111808.0,2308,8057,"['0.7 km', '0.5 km', '0.1 km']",['1.3 km'],"['10 mins', '2 mins', '1 min']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8851073],[-87.6397647]
58,8058,165 N Canal St #516,1795.0,2.0,2.0,"Chicago, IL 60606","['09/14/2018', '08/22/2018', '07/11/2018', '07/11/2018', '06/19/2018', '06/04/2018', '04/18/2018', '06/03/2010', '05/27/2010', '03/29/2010', '02/25/2010', '09/17/2008', '06/21/1999']",1.0,"['Price change', 'Price change', 'Price change', 'Pending to active status', 'Pending', 'Price change', 'Listed for sale', 'Posting removed', 'Sold', 'Sold', 'Listed for sale', 'Sold', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,795 Square Feet']",10/02/2018,,,&lpar;West Loop Gate&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1921', '171 days on Trulia', '1,795 sqft', '$256/sqft', '260 views', '$736/monthly HOA']",459900.0,"[['1999-06-21 00:00:00', 285500, 'Sold'], ['2008-09-17 00:00:00', 465000, 'Sold'], ['2010-02-25 00:00:00', 399000, 'Listed for sale'], ['2010-03-29 00:00:00', 400000, 'Sold'], ['2010-05-27 00:00:00', 400000, 'Sold'], ['2010-06-03 00:00:00', 399000, 'Posting removed'], ['2018-04-18 00:00:00', 539000, 'Listed for sale'], ['2018-06-04 00:00:00', 499000, 'Price change'], ['2018-06-19 00:00:00', 499000, 'Pending'], ['2018-07-11 00:00:00', 489900, 'Price change'], ['2018-07-11 00:00:00', 499000, 'Pending to active status'], ['2018-08-22 00:00:00', 479000, 'Price change'], ['2018-09-14 00:00:00', 474000, 'Price change']]",256.0,"['$474,000', '$479,000', '$489,900', '$499,000', '$499,000', '$499,000', '$539,000', '$399,000', '$400,000', '$400,000', '$399,000', '$465,000', '$285,500']","['Condo', 'Lot Size: 0.69 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/165-n-canal-st-516-chicago-il-60606--2103796700,260.0,1921.0,60606.0,83429,111808.0,2308,8058,"['0.7 km', '0.5 km', '0.1 km']",['1.3 km'],"['10 mins', '2 mins', '1 min']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8851073],[-87.6397647]
59,8059,345 N Canal St #1008,1700.0,2.0,2.0,"Chicago, IL 60606","['09/05/2018', '09/18/2017', '09/15/2017', '08/07/2017', '08/03/2017', '08/03/2017', '07/28/2017', '07/24/2017', '07/22/2017', '07/15/2017', '07/10/2017', '07/02/2017']",0.0,"['Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Pending to active status', 'Pending', 'Pending to active status', 'Pending', 'Price change', 'Price change', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,700 Square Feet', 'Lot Size: 0.50 acres']",09/05/2018,0.5,acres,&lpar;Fulton River District&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1964', '30 days on Trulia', '0.50 acres lot size', '1,700 sqft', '$371/sqft', '89 views', '$843/monthly HOA']",629900.0,"[['2017-07-02 00:00:00', 295000, 'Listed for sale'], ['2017-07-10 00:00:00', 287000, 'Price change'], ['2017-07-15 00:00:00', 275000, 'Price change'], ['2017-07-22 00:00:00', 275000, 'Pending'], ['2017-07-24 00:00:00', 275000, 'Pending to active status'], ['2017-07-28 00:00:00', 275000, 'Pending'], ['2017-08-03 00:00:00', 258000, 'Price change'], ['2017-08-03 00:00:00', 275000, 'Pending to active status'], ['2017-08-07 00:00:00', 258000, 'Pending'], ['2017-09-15 00:00:00', 258000, 'Posting removed'], ['2017-09-18 00:00:00', 264000, 'Sold'], ['2018-09-05 00:00:00', 629900, 'Listed for sale']]",371.0,"['$629,900', '$264,000', '$258,000', '$258,000', '$258,000', '$275,000', '$275,000', '$275,000', '$275,000', '$275,000', '$287,000', '$295,000']","['Condo', 'Lot Size: 0.5 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/345-n-canal-st-1008-chicago-il-60606--2103801716,89.0,1964.0,60606.0,83429,111808.0,2308,8059,"['0.4 km', '0.9 km', '0.2 km']",['1.5 km'],"['5 mins', '3 mins', '3 mins']",['10 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Pink Line'],[41.8882213],[-87.6399307]
60,8060,208 W Washington St #606,1010.0,2.0,2.0,"Chicago, IL 60606","['09/11/2018', '07/13/2018', '06/04/2018', '04/02/2015', '01/22/2015', '09/12/2014', '09/27/2006', '01/06/2004', '08/21/2001']",3.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale', 'Sold', 'Sold', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,010 Square Feet', 'Lot Size: 0.42 acres']",09/11/2018,0.42,acres,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1927', '123 days on Trulia', '0.42 acres lot size', '1,010 sqft', '$322/sqft', '283 views', '$721/monthly HOA']",325000.0,"[['2001-08-21 00:00:00', 255000, 'Sold'], ['2004-01-06 00:00:00', 268500, 'Sold'], ['2006-09-27 00:00:00', 297500, 'Sold'], ['2014-09-12 00:00:00', 285000, 'Listed for sale'], ['2015-01-22 00:00:00', 285000, 'Posting removed'], ['2015-04-02 00:00:00', 297500, 'Sold'], ['2018-06-04 00:00:00', 360000, 'Listed for sale'], ['2018-07-13 00:00:00', 345000, 'Price change'], ['2018-09-11 00:00:00', 325000, 'Price change']]",322.0,"['$325,000', '$345,000', '$360,000', '$297,500', '$285,000', '$285,000', '$297,500', '$268,500', '$255,000']","['Condo', 'Lot Size: 0.42 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/208-w-washington-st-606-chicago-il-60606--2103797796,283.0,1927.0,60606.0,83429,111808.0,2308,8060,['0.3 km'],['0.3 km'],['4 mins'],['4 mins'],['WALKING'],[],[],[41.8832479],[-87.6341693]
61,8061,333 N Canal St #2804,2603.0,3.0,3.0,"Chicago, IL 60606",,2.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,603 Square Feet']",09/18/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2001', '212 days on Trulia', '2,603 sqft', '$413/sqft', '70 views', '$1,571/monthly HOA']",1074900.0,,413.0,,,,https://www.trulia.com/p/il/chicago/333-n-canal-st-2804-chicago-il-60606--2103801212,70.0,2001.0,60606.0,83429,111808.0,2308,8061,"['0.3 km', '0.9 km', '0.2 km']",['1.4 km'],"['4 mins', '3 mins', '3 mins']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Pink Line'],[41.8874674],[-87.6399071]
62,8062,212 W Washington St #905,1550.0,2.0,2.0,"Chicago, IL 60606",,2.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,550 Square Feet']",10/01/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1920', '182 days on Trulia', '1,550 sqft', '$365/sqft', '417 views', '$1,154/monthly HOA']",565000.0,,365.0,,,,https://www.trulia.com/p/il/chicago/212-w-washington-st-905-chicago-il-60606--2103799120,417.0,1920.0,60606.0,83429,111808.0,2308,8062,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8832332],[-87.6344623]
63,8063,333 N Canal St #3604,2603.0,3.0,3.0,"Chicago, IL 60606","['09/20/2018', '09/10/2018', '08/03/2018', '06/27/2018', '05/02/2018', '03/18/2018', '03/12/2018', '02/27/2018', '11/01/2012', '03/02/2011', '12/11/2010', '11/05/2010', '10/02/2010', '08/28/2010', '04/23/2010', '03/31/2010', '10/02/2009', '08/07/2009', '06/29/2009', '03/14/2009', '03/12/2009']",7.0,"['Price change', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Posting removed', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Condo', '2,603 Square Feet']",09/20/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2001', '157 days on Trulia', '2,603 sqft', '$471/sqft', '414 views', '$1,622/monthly HOA']",1225000.0,"[['2009-03-12 00:00:00', 1179000, 'Listed for sale'], ['2009-03-14 00:00:00', 1179000, 'Listed for sale'], ['2009-06-29 00:00:00', 1050000, 'Price change'], ['2009-08-07 00:00:00', 1050000, 'Price change'], ['2009-10-02 00:00:00', 1050000, 'Posting removed'], ['2010-03-31 00:00:00', 949000, 'Listed for sale'], ['2010-04-23 00:00:00', 949000, 'Price change'], ['2010-08-28 00:00:00', 949000, 'Posting removed'], ['2010-10-02 00:00:00', 915000, 'Listed for sale'], ['2010-11-05 00:00:00', 915000, 'Posting removed'], ['2010-12-11 00:00:00', 915000, 'Price change'], ['2011-03-02 00:00:00', 915000, 'Posting removed'], ['2012-11-01 00:00:00', 825000, 'Sold'], ['2018-02-27 00:00:00', 1325000, 'Listed for sale'], ['2018-03-12 00:00:00', 1300000, 'Price change'], ['2018-03-18 00:00:00', 1300000, 'Posting removed'], ['2018-05-02 00:00:00', 1279000, 'Listed for sale'], ['2018-06-27 00:00:00', 1249000, 'Price change'], ['2018-08-03 00:00:00', 1200000, 'Price change'], ['2018-09-10 00:00:00', 1200000, 'Posting removed'], ['2018-09-20 00:00:00', 1225000, 'Price change']]",471.0,"['$1,225,000', '$1,200,000', '$1,200,000', '$1,249,000', '$1,279,000', '$1,300,000', '$1,300,000', '$1,325,000', '$825,000', '$915,000', '$915,000', '$915,000', '$915,000', '$949,000', '$949,000', '$949,000', '$1,050,000', '$1,050,000', '$1,050,000', '$1,179,000', '$1,179,000']","['Condo', 'Lot Size: 0.49 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/333-n-canal-st-3604-chicago-il-60606--2103801255,414.0,2001.0,60606.0,83429,111808.0,2308,8063,"['0.3 km', '0.9 km', '0.2 km']",['1.4 km'],"['4 mins', '3 mins', '3 mins']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Pink Line'],[41.8874674],[-87.6399071]
64,8064,212 W Washington St #2109,1245.0,2.0,2.0,"Chicago, IL 60606",,3.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,245 Square Feet']",10/02/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1913', '3 days on Trulia', '1,245 sqft', '$313/sqft', '44 views', '$1,022/monthly HOA']",390000.0,,313.0,,,,https://www.trulia.com/p/il/chicago/212-w-washington-st-2109-chicago-il-60606--2103799084,44.0,1913.0,60606.0,83429,111808.0,2308,8064,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8832332],[-87.6344623]
65,8065,130 N Garland Ct #1010,900.0,2.0,1.0,"Chicago, IL 60602",,5.0,,"['1 Bedroom', '2 Bathrooms', 'Condo', '900 Square Feet']",10/04/2018,,,&lpar;The Loop&rpar;,"['Condo', '1 Bed', '2 Baths', 'Built in 2004', '15 days on Trulia', '900 sqft', '$411/sqft', '35 views', '$375/monthly HOA']",369900.0,,411.0,,,,https://www.trulia.com/p/il/chicago/130-n-garland-ct-1010-chicago-il-60602--2103771346,35.0,2004.0,60602.0,93646,131300.0,1204,8065,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
66,8066,130 N Garland Ct #1601,1561.0,2.0,2.0,"Chicago, IL 60602",['09/06/2018'],9.0,['Listed for sale'],"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,561 Square Feet']",09/19/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2005', '29 days on Trulia', '1,561 sqft', '$576/sqft', '61 views', '$870/monthly HOA']",899000.0,"[['2018-09-06 00:00:00', 899000, 'Listed for sale']]",576.0,"['$899,000']","['Condo', 'Lot Size: 1.09 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/130-n-garland-ct-1601-chicago-il-60602--2103771407,61.0,2005.0,60602.0,93646,131300.0,1204,8066,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
67,8067,130 N Garland Ct #2901,2157.0,3.0,3.0,"Chicago, IL 60602",,4.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,157 Square Feet']",09/24/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2005', '94 days on Trulia', '2,157 sqft', '$580/sqft', '149 views', '$1,200/monthly HOA']",1250000.0,,580.0,,,,https://www.trulia.com/p/il/chicago/130-n-garland-ct-2901-chicago-il-60602--2103771547,149.0,2005.0,60602.0,93646,131300.0,1204,8067,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
68,8068,130 N Garland Ct #4602,1653.0,2.0,3.0,"Chicago, IL 60602",,2.0,,"['3 Bedrooms', '2 Bathrooms', 'Condo', '1,653 Square Feet']",09/05/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2005', '102 days on Trulia', '1,653 sqft', '$469/sqft', '130 views', '$1,004/monthly HOA']",774900.0,,469.0,,,,https://www.trulia.com/p/il/chicago/130-n-garland-ct-4602-chicago-il-60602--2103771632,130.0,2005.0,60602.0,93646,131300.0,1204,8068,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
69,8069,5 N Wabash Ave #305,850.0,1.0,1.0,"Chicago, IL 60602","['07/25/2018', '06/20/2018', '06/04/2018', '07/26/2016', '07/09/2016', '06/22/2016', '06/10/2016', '05/07/2016', '04/29/2016', '03/26/2016', '03/01/2016', '09/21/2004', '11/19/2003']",4.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Pending to active status', 'Pending', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '850 Square Feet', 'Lot Size: 8898 sqft']",09/24/2018,8898.0,sqft,&lpar;The Loop&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1910', '124 days on Trulia', '8898 sqft lot size', '850 sqft', '$253/sqft', '501 views', '$445/monthly HOA']",215000.0,"[['2003-11-19 00:00:00', 1237500, 'Sold'], ['2004-09-21 00:00:00', 187000, 'Sold'], ['2016-03-01 00:00:00', 219900, 'Listed for sale'], ['2016-03-26 00:00:00', 215000, 'Price change'], ['2016-04-29 00:00:00', 210000, 'Price change'], ['2016-05-07 00:00:00', 210000, 'Pending'], ['2016-06-10 00:00:00', 210000, 'Pending to active status'], ['2016-06-22 00:00:00', 210000, 'Pending'], ['2016-07-09 00:00:00', 210000, 'Posting removed'], ['2016-07-26 00:00:00', 202000, 'Sold'], ['2018-06-04 00:00:00', 229000, 'Listed for sale'], ['2018-06-20 00:00:00', 225000, 'Price change'], ['2018-07-25 00:00:00', 220000, 'Price change']]",253.0,"['$220,000', '$225,000', '$229,000', '$202,000', '$210,000', '$210,000', '$210,000', '$210,000', '$210,000', '$215,000', '$219,900', '$187,000', '$1,237,500']","['Condo', 'Lot Size: 8,898 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5-n-wabash-ave-305-chicago-il-60602--2103772080,501.0,1910.0,60602.0,93646,131300.0,1204,8069,"['81 m', '0.8 km', '0.2 km']",['1.1 km'],"['1 min', '3 mins', '3 mins']",['5 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8823333],[-87.62614529999999]
70,8070,5 N Wabash Ave #1701,1700.0,2.0,2.0,"Chicago, IL 60602","['02/22/2018', '01/12/2018', '12/06/2017', '12/22/2016', '11/23/2004', '08/04/2004', '02/05/2004']",4.0,"['Price change', 'Pending', 'Listed for sale', 'Sold', 'Sold', 'Sold', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,700 Square Feet']",02/22/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1932', '304 days on Trulia', '1,700 sqft', '$338/sqft', '529 views', '$834/monthly HOA']",575000.0,"[['2004-02-05 00:00:00', 330000, 'Sold'], ['2004-08-04 00:00:00', 375000, 'Sold'], ['2004-11-23 00:00:00', 400000, 'Sold'], ['2016-12-22 00:00:00', 546000, 'Sold'], ['2017-12-06 00:00:00', 599000, 'Listed for sale'], ['2018-01-12 00:00:00', 599000, 'Pending'], ['2018-02-22 00:00:00', 575000, 'Price change']]",338.0,"['$575,000', '$599,000', '$599,000', '$546,000', '$400,000', '$375,000', '$330,000']","['Condo', 'Lot Size: 8,898 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5-n-wabash-ave-1701-chicago-il-60602--2103772070,529.0,1932.0,60602.0,93646,131300.0,1204,8070,"['81 m', '0.8 km', '0.2 km']",['1.1 km'],"['1 min', '3 mins', '3 mins']",['5 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8823333],[-87.62614529999999]
71,8071,130 N Garland Ct #4304,2096.0,3.0,3.0,"Chicago, IL 60602",['09/19/2018'],6.0,['Listed for sale'],"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,096 Square Feet']",09/21/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2005', '16 days on Trulia', '2,096 sqft', '$666/sqft', '76 views', '$1,338/monthly HOA']",1395000.0,"[['2018-09-19 00:00:00', 1395000, 'Listed for sale']]",666.0,"['$1,395,000']","['Condo', 'Lot Size: 1.09 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/130-n-garland-ct-4304-chicago-il-60602--2103771620,76.0,2005.0,60602.0,93646,131300.0,1204,8071,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
72,8072,130 N Garland Ct #3702,1653.0,2.0,3.0,"Chicago, IL 60602",,2.0,,"['3 Bedrooms', '2 Bathrooms', 'Condo', '1,653 Square Feet']",05/23/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 2005', '172 days on Trulia', '1,653 sqft', '$484/sqft', '269 views', '$879/monthly HOA']",799900.0,,484.0,,,,https://www.trulia.com/p/il/chicago/130-n-garland-ct-3702-chicago-il-60602--2103771588,269.0,2005.0,60602.0,93646,131300.0,1204,8072,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
73,8073,6 N Michigan Ave #1309,1395.0,2.0,2.0,"Chicago, IL 60602","['09/08/2018', '09/06/2018', '06/08/2018', '04/02/2018', '07/26/2014', '03/15/2014', '03/04/2014', '01/28/2009']",6.0,"['Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,395 Square Feet']",09/08/2018,,,&lpar;The Loop&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1895', '186 days on Trulia', '1,395 sqft', '$380/sqft', '318 views', '$763/monthly HOA']",529999.0,"[['2009-01-28 00:00:00', 515000, 'Sold'], ['2014-03-04 00:00:00', 595000, 'Listed for sale'], ['2014-03-15 00:00:00', 545000, 'Price change'], ['2014-07-26 00:00:00', 545000, 'Posting removed'], ['2018-04-02 00:00:00', 559000, 'Listed for sale'], ['2018-06-08 00:00:00', 549999, 'Price change'], ['2018-09-06 00:00:00', 539999, 'Price change'], ['2018-09-08 00:00:00', 529999, 'Price change']]",380.0,"['$529,999', '$539,999', '$549,999', '$559,000', '$545,000', '$545,000', '$595,000', '$515,000']","['Condo', 'Lot Size: 0.31 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/6-n-michigan-ave-1309-chicago-il-60602--2103772173,318.0,1895.0,60602.0,93646,131300.0,1204,8073,['0.7 km'],['0.7 km'],['9 mins'],['9 mins'],['WALKING'],[],[],[41.8823207],[-87.6246048]
74,8074,6 N Michigan Ave #1804,3200.0,3.0,3.0,"Chicago, IL 60602",,4.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '3,200 Square Feet']",09/23/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1898', '204 days on Trulia', '3,200 sqft', '$712/sqft', '560 views', '$3,207/monthly HOA']",2279000.0,,712.0,,,,https://www.trulia.com/p/il/chicago/6-n-michigan-ave-1804-chicago-il-60602--2103772200,560.0,1898.0,60602.0,93646,131300.0,1204,8074,"['0.1 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8823164],[-87.6245493]
75,8075,130 N Garland Ct #2411,2000.0,3.0,3.0,"Chicago, IL 60602",,7.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,000 Square Feet']",09/24/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2005', '217 days on Trulia', '2,000 sqft', '$518/sqft', '716 views', '$1,253/monthly HOA']",1035000.0,,518.0,,,,https://www.trulia.com/p/il/chicago/130-n-garland-ct-2411-chicago-il-60602--2103771512,716.0,2005.0,60602.0,93646,131300.0,1204,8075,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
76,8076,130 N Garland Ct #3103,1758.0,3.0,3.0,"Chicago, IL 60602",,7.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '1,758 Square Feet']",10/01/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2005', '177 days on Trulia', '1,758 sqft', '$626/sqft', '150 views', '$1,036/monthly HOA']",1100000.0,,626.0,,,,https://www.trulia.com/p/il/chicago/130-n-garland-ct-3103-chicago-il-60602--2103771559,150.0,2005.0,60602.0,93646,131300.0,1204,8076,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
77,8077,130 N Garland Ct #5404-02,4000.0,5.0,3.0,"Chicago, IL 60602",,0.0,,"['3 Bedrooms', '5 Bathrooms', 'Condo', '4,000 Square Feet']",06/14/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '5 Baths', 'Built in 2005', '240 days on Trulia', '4,000 sqft', '$738/sqft', '639 views', '$2,321/monthly HOA']",2950000.0,,738.0,,,,https://www.trulia.com/p/il/chicago/130-n-garland-ct-5404-02-chicago-il-60602--2346209870,639.0,2005.0,60602.0,93646,131300.0,1204,8077,['0.4 km'],['0.4 km'],['5 mins'],['5 mins'],['WALKING'],[],[],[41.8842875],[-87.6253938]
78,8078,6 N Michigan Ave #803,2000.0,3.0,3.0,"Chicago, IL 60602",,3.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '2,000 Square Feet']",10/02/2018,,,&lpar;The Loop&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2012', '203 days on Trulia', '2,000 sqft', '$500/sqft', '817 views', '$1,860/monthly HOA']",1000000.0,,500.0,,,,https://www.trulia.com/p/il/chicago/6-n-michigan-ave-803-chicago-il-60602--2103772234,817.0,2012.0,60602.0,93646,131300.0,1204,8078,"['0.1 km', '0.8 km', '0.2 km']",['1.1 km'],"['2 mins', '3 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8823164],[-87.6245493]
