,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
0,7300,10748 S Maplewood Ave,1800.0,2.0,2.0,"Chicago, IL 60655",,2.0,,"['2 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,800 Square Feet', 'Lot Size: 3876 sqft']",10/03/2018,3876.0,sqft,&lpar;West Morgan Park&rpar;,"['Single-Family Home', '2 Beds', '2 Baths', 'Built in 1948', '2 days on Trulia', '3876 sqft lot size', '1,800 sqft', '$144/sqft', '16 views']",259900.0,,144.0,,"['2 Bedrooms', '1.5 Bathrooms', 'Single-Family Home', '969 Square Feet', 'Lot Size: 3,875 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/10748-s-maplewood-ave-chicago-il-60655--2104650365,16.0,1948.0,60655.0,83898,93638.0,28550,7300,"['1.4 km', '21.4 km', '0.1 km', '1.1 km', '0.1 km']",['24.1 km'],"['18 mins', '33 mins', '1 min', '4 mins', '1 min']",['1 hour 1 min'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Rock Island', 'Blue Line']",[41.6976179],[-87.6850987]
1,7301,11329 S Washtenaw Ave,1040.0,1.0,3.0,"Chicago, IL 60655","['05/29/2015', '05/26/2015', '01/28/2015', '12/21/2014', '06/18/2002']",2.0,"['Sold', 'Posting removed', 'Pending', 'Listed for sale', 'Sold']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,040 Square Feet', 'Lot Size: 3175 sqft']",09/23/2018,3175.0,sqft,&lpar;Kennedy Park&rpar;,"['Single-Family Home', '3 Beds', '1 Bath', 'Built in 1969', '12 days on Trulia', '3175 sqft lot size', '1,040 sqft', '$170/sqft', '81 views']",177000.0,"[['2002-06-18 00:00:00', 152000, 'Sold'], ['2014-12-21 00:00:00', 130000, 'Listed for sale'], ['2015-01-28 00:00:00', 130000, 'Pending'], ['2015-05-26 00:00:00', 130000, 'Posting removed'], ['2015-05-29 00:00:00', 135000, 'Sold']]",170.0,"['$135,000', '$130,000', '$130,000', '$130,000', '$152,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,040 Square Feet', 'Lot Size: 3,175 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/11329-s-washtenaw-ave-chicago-il-60655--2104654125,81.0,1969.0,60655.0,83898,93638.0,28550,7301,"['2.0 km', '22.9 km', '0.1 km', '1.1 km', '0.1 km']",['26.2 km'],"['25 mins', '37 mins', '1 min', '4 mins', '1 min']",['1 hour 12 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Rock Island', 'Blue Line']",[41.6872001],[-87.6883252]
2,7302,10508 S Kedzie Ave,750.0,1.0,2.0,"Chicago, IL 60655",['05/24/2002'],1.0,['Sold'],"['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '750 Square Feet', 'Lot Size: 4791 sqft']",10/05/2018,4791.0,sqft,&lpar;Mount Greenwood&rpar;,"['Single-Family Home', '2 Beds', '1 Bath', 'Built in 1945', '11 days on Trulia', '4791 sqft lot size', '750 sqft', '$189/sqft']",141737.0,"[['2002-05-24 00:00:00', 125000, 'Sold']]",189.0,"['$125,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '750 Square Feet', 'Lot Size: 4,884 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/10508-s-kedzie-ave-chicago-il-60655--2104648290,,1945.0,60655.0,83898,93638.0,28550,7302,"['0.5 km', '2.8 km', '9 m', '20.5 km', '0.1 km', '1.1 km', '0.1 km']",['25.1 km'],"['6 mins', '7 mins', '1 min', '30 mins', '1 min', '4 mins', '1 min']",['1 hour 12 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL', 'SUBWAY']","['West 103rd', 'Rock Island', 'Blue Line']",[41.7021854],[-87.7012374]
3,7303,10830 S Fairfield Ave,1277.0,2.0,3.0,"Chicago, IL 60655","['09/14/2018', '08/10/2006']",2.0,"['Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,277 Square Feet', 'Lot Size: 6211 sqft']",09/14/2018,6211.0,sqft,&lpar;West Morgan Park&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1939', '22 days on Trulia', '6211 sqft lot size', '1,277 sqft', '$289/sqft', '64 views']",369000.0,"[['2006-08-10 00:00:00', 341000, 'Sold'], ['2018-09-14 00:00:00', 369000, 'Listed for sale']]",289.0,"['$369,000', '$341,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,277 Square Feet', 'Lot Size: 6,210 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/10830-s-fairfield-ave-chicago-il-60655--2104650900,64.0,1939.0,60655.0,83898,93638.0,28550,7303,"['0.6 km', '1.5 km', '0.2 km', '22.0 km', '0.1 km', '1.1 km', '0.1 km']",['25.6 km'],"['7 mins', '5 mins', '3 mins', '35 mins', '1 min', '4 mins', '1 min']",['1 hour 7 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL', 'SUBWAY']","['Vincennes/111th', 'Rock Island', 'Blue Line']",[41.6962414],[-87.689956]
4,7304,10857 S Drake Ave,1530.0,2.0,3.0,"Chicago, IL 60655","['09/21/2018', '06/01/2004']",5.0,"['Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,530 Square Feet', 'Lot Size: 3876 sqft']",09/21/2018,3876.0,sqft,&lpar;Mount Greenwood&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1941', '15 days on Trulia', '3876 sqft lot size', '1,530 sqft', '$181/sqft', '116 views']",277000.0,"[['2004-06-01 00:00:00', 201000, 'Sold'], ['2018-09-21 00:00:00', 277000, 'Listed for sale']]",181.0,"['$277,000', '$201,000']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,047 Square Feet', 'Lot Size: 3,875 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/10857-s-drake-ave-chicago-il-60655--2104651219,116.0,1941.0,60655.0,83898,93638.0,28550,7304,"['0.5 km', '3.2 km', '0.2 km', '22.0 km', '0.1 km', '1.1 km', '0.1 km']",['27.2 km'],"['6 mins', '9 mins', '3 mins', '35 mins', '1 min', '4 mins', '1 min']",['1 hour 11 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL', 'SUBWAY']","['Vincennes/111th', 'Rock Island', 'Blue Line']",[41.6952192],[-87.7094583]
5,7305,10335 S Hamlin Ave,1200.0,2.0,3.0,"Chicago, IL 60655","['09/14/2018', '07/26/2018', '07/10/2007']",2.0,"['Price change', 'Listed for sale', 'Sold']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,200 Square Feet', 'Lot Size: 6429 sqft']",09/14/2018,6429.0,sqft,&lpar;Mount Greenwood&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1948', '72 days on Trulia', '6429 sqft lot size', '1,200 sqft', '$225/sqft', '450 views']",269900.0,"[['2007-07-10 00:00:00', 282000, 'Sold'], ['2018-07-26 00:00:00', 279900, 'Listed for sale'], ['2018-09-14 00:00:00', 269900, 'Price change']]",225.0,"['$269,900', '$279,900', '$282,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '926 Square Feet', 'Lot Size: 6,428 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/10335-s-hamlin-ave-chicago-il-60655--2104647094,450.0,1948.0,60655.0,83898,93638.0,28550,7305,"['0.1 km', '4.0 km', '9 m', '20.5 km', '0.1 km', '1.1 km', '0.1 km']",['25.9 km'],"['1 min', '10 mins', '1 min', '30 mins', '1 min', '4 mins', '1 min']",['1 hour 11 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL', 'SUBWAY']","['West 103rd', 'Rock Island', 'Blue Line']",[41.7050188],[-87.71591509999999]
6,7306,10355 S Christiana Ave,2177.0,3.0,5.0,"Chicago, IL 60655","['09/15/2018', '07/30/2018', '05/01/1995']",8.0,"['Price change', 'Listed for sale', 'Sold']","['5 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,177 Square Feet', 'Lot Size: 5118 sqft']",09/15/2018,5118.0,sqft,&lpar;Mount Greenwood&rpar;,"['Single-Family Home', '5 Beds', '3 Baths', 'Built in 1938', '68 days on Trulia', '5118 sqft lot size', '2,177 sqft', '$191/sqft', '306 views']",414900.0,"[['1995-05-01 00:00:00', 112000, 'Sold'], ['2018-07-30 00:00:00', 424900, 'Listed for sale'], ['2018-09-15 00:00:00', 414900, 'Price change']]",191.0,"['$414,900', '$424,900', '$112,000']","['2 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,177 Square Feet', 'Lot Size: 5,120 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/10355-s-christiana-ave-chicago-il-60655--2104647358,306.0,1938.0,60655.0,83898,93638.0,28550,7306,"['0.3 km', '3.0 km', '9 m', '20.5 km', '0.1 km', '1.1 km', '0.1 km']",['25.1 km'],"['4 mins', '8 mins', '1 min', '30 mins', '1 min', '4 mins', '1 min']",['1 hour 10 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL', 'SUBWAY']","['West 103rd', 'Rock Island', 'Blue Line']",[41.7045705],[-87.70493809999999]
7,7307,2615 W 102nd Pl,984.0,2.0,2.0,"Chicago, IL 60655","['06/22/2018', '11/28/2017']",6.0,"['Listed for sale', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Single-Family Home', '984 Square Feet', 'Lot Size: 5736 sqft']",06/22/2018,5736.0,sqft,&lpar;West Beverly&rpar;,"['Single-Family Home', '2 Beds', '2 Baths', 'Built in 1942', '106 days on Trulia', '5736 sqft lot size', '984 sqft', '$249/sqft', '791 views']",245000.0,"[['2017-11-28 00:00:00', 245000, 'Listed for sale'], ['2018-06-22 00:00:00', 245000, 'Listed for sale']]",249.0,"['$245,000', '$245,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '984 Square Feet', 'Lot Size: 5,735 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/2615-w-102nd-pl-chicago-il-60655--2104655753,791.0,1942.0,60655.0,83898,93638.0,28550,7307,"['0.3 km', '1.7 km', '9 m', '20.5 km', '0.1 km', '1.1 km', '0.1 km']",['23.9 km'],"['5 mins', '5 mins', '1 min', '30 mins', '1 min', '4 mins', '1 min']",['1 hour 7 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL', 'SUBWAY']","['West 103rd', 'Rock Island', 'Blue Line']",[41.70806049999999],[-87.6872138]
8,7308,11732 S Campbell Ave,1132.0,2.0,2.0,"Chicago, IL 60655","['07/03/2018', '11/08/2017', '12/07/2004', '08/12/1999']",5.0,"['Listed for sale', 'Listed for sale', 'Sold', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,132 Square Feet', 'Lot Size: 4338 sqft']",09/22/2018,4338.0,sqft,&lpar;Beverly Woods&rpar;,"['Single-Family Home', '2 Beds', '2 Baths', 'Built in 1951', '95 days on Trulia', '4338 sqft lot size', '1,132 sqft', '$172/sqft', '462 views']",194900.0,"[['1999-08-12 00:00:00', 129000, 'Sold'], ['2004-12-07 00:00:00', 177000, 'Sold'], ['2017-11-08 00:00:00', 240000, 'Listed for sale'], ['2018-07-03 00:00:00', 199900, 'Listed for sale']]",172.0,"['$199,900', '$240,000', '$177,000', '$129,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,132 Square Feet', 'Lot Size: 4,340 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/11732-s-campbell-ave-chicago-il-60655--2104654976,462.0,1951.0,60655.0,83898,93638.0,28550,7308,"['1.3 km', '23.9 km', '0.1 km', '1.1 km', '0.1 km']",['26.4 km'],"['15 mins', '39 mins', '1 min', '4 mins', '1 min']",['1 hour 5 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Rock Island', 'Blue Line']",[41.6798791],[-87.6832804]
9,7309,10300 S Sawyer Ave,960.0,2.0,4.0,"Chicago, IL 60655","['09/13/2018', '09/05/2018', '08/23/2018', '06/29/2018', '02/18/2009', '10/06/2008']",4.0,"['Price change', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Listed for sale']","['4 Bedrooms', '2 Bathrooms', 'Single-Family Home', '960 Square Feet', 'Lot Size: 4255 sqft']",09/26/2018,4255.0,sqft,&lpar;Mount Greenwood&rpar;,"['Single-Family Home', '4 Beds', '2 Baths', 'Built in 1948', '44 days on Trulia', '4255 sqft lot size', '960 sqft', '$250/sqft', '153 views']",239900.0,"[['2008-10-06 00:00:00', 249900, 'Listed for sale'], ['2009-02-18 00:00:00', 249900, 'Posting removed'], ['2018-06-29 00:00:00', 125000, 'Sold'], ['2018-08-23 00:00:00', 279999, 'Listed for sale'], ['2018-09-05 00:00:00', 259900, 'Price change'], ['2018-09-13 00:00:00', 249000, 'Price change']]",250.0,"['$249,000', '$259,900', '$279,999', '$125,000', '$249,900', '$249,900']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '960 Square Feet', 'Lot Size: 4,256 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/10300-s-sawyer-ave-chicago-il-60655--2104646722,153.0,1948.0,60655.0,83898,93638.0,28550,7309,"['0.1 km', '2.8 km', '9 m', '20.5 km', '0.1 km', '1.1 km', '0.1 km']",['24.7 km'],"['1 min', '7 mins', '1 min', '30 mins', '1 min', '4 mins', '1 min']",['1 hour 8 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL', 'SUBWAY']","['West 103rd', 'Rock Island', 'Blue Line']",[41.7060213],[-87.7025981]
